song_title,artist,genre,lyrics,clean_lyrics
Action,Freddy Cannon,"doo-wop, rockabilly","Oh, baby, come on, let me take you where the action is
Oh, baby, come on, let me take you where the action is
Oh, baby, come on, let me take you where the action is
It's so neat to meet your baby where the action is

In every little town 'cross the U.S.A
There's a spot where the people can go every day
Just leave your problems and get away
Come on down and listen to the guitars play

Woah, dance, dance, dance when you hear that beat
Woah, dance, dance, dance get up off of your seat
Woah, dance, dance, dance let your backbone slip
Let's go to the place on the Sunset Strip

Oh, baby, come on, let me take you where the action is
Woah, baby, come on, let me take you where the action is
Oh, baby, come on, let me take you where the action is
It's so neat to meet your baby where the action is

If all day long you've been wantin' to dance
Well, all night long you're gonna have your chance
So, don't sit at home just a-twiddlin' your thumbs
You can't resist the sound of the drivin' drums

Woah, dance, dance, dance when you hear that beat
Woah, dance, dance, dance get up off of your seat
Woah, dance, dance, dance let your backbone slip
Let's go to the place on the Sunset Strip

Oh, baby, come on, let me take you where the action is
Woah, baby, come on, let me take you where the action is
Oh, baby, come on, let me take you where the action is
It's so neat to meet your baby where the action is
Oh, baby, come on, let me take you where the action is
Woah, oh, baby, come on, let me take you where the action is
Oh, baby, come on, let me take you where the action is
It's so neat to meet your baby where the action is
Oh, baby, come on, let me take you where the action is
Woah, oh, baby, come on, let me take you where the action is
Oh, baby, come on, let me take you where the action is
It's so neat to meet your baby where the action is

Oh, baby, come on, let me take you where the action is
Woah, oh, baby, come on",oh baby come on let me take you where the action is oh baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is in every little town cross the usa theres a spot where the people can go every day just leave your problems and get away come on down and listen to the guitars play woah dance dance dance when you hear that beat woah dance dance dance get up off of your seat woah dance dance dance let your backbone slip lets go to the place on the sunset strip oh baby come on let me take you where the action is woah baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is if all day long youve been wantin to dance well all night long youre gonna have your chance so dont sit at home just atwiddlin your thumbs you cant resist the sound of the drivin drums woah dance dance dance when you hear that beat woah dance dance dance get up off of your seat woah dance dance dance let your backbone slip lets go to the place on the sunset strip oh baby come on let me take you where the action is woah baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is oh baby come on let me take you where the action is woah oh baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is oh baby come on let me take you where the action is woah oh baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is oh baby come on let me take you where the action is woah oh baby come on
Shake And Fingerpop,Jr. Walker & The All Stars,"motown, northern soul, soul","We goin' out to shake and fingerpop, hey baby
I said, put on your wig, woman
We goin' out to shake and fingerpop, hey girl
We gonna get out on the floor now
Dance like we never dance befo', right on
I said, look at them people
Tryin' the big, Fly
Doin' The Barracuda
The Jerk and The Twine
Kick off your shoes, baby
And get in the groove
'Cause when you hear the music
Yo' feet has got to move
I said, put on your wig, woman
Goin' out to shake and fingerpop
That's what I'll do
Gonna get out on the floor now
Dance like we never danced befo'
Dance, dance
I said, do The Boomerang
The Twine and The Jerk
They're jammin' at the bandstand
So ev'rybody work

I said, put on your wig, woman
We goin' out to shake and fingerpop
Stay is what I'll do
Gonna get out on the floor, now
Dance like we never danced befo'
Hey, shake",we goin out to shake and fingerpop hey baby i said put on your wig woman we goin out to shake and fingerpop hey girl we gonna get out on the floor now dance like we never dance befo right on i said look at them people tryin the big fly doin the barracuda the jerk and the twine kick off your shoes baby and get in the groove cause when you hear the music yo feet has got to move i said put on your wig woman goin out to shake and fingerpop thats what ill do gonna get out on the floor now dance like we never danced befo dance dance i said do the boomerang the twine and the jerk theyre jammin at the bandstand so evrybody work i said put on your wig woman we goin out to shake and fingerpop stay is what ill do gonna get out on the floor now dance like we never danced befo hey shake
"Sunshine, Lollipops And Rainbows",Lesley Gore,Pop,"Sunshine, lollipops, and rainbows
Everything that's wonderful is what I feel when we're together
Brighter than a lucky penny
When you're near the rain goes, disappears, dear
And I feel so fine
Just to know that you are mine

My life is sunshine, lollipops, and rainbows
That's how this refrain goes
So come on, join in everybody!

Sunshine, lollipops, and rainbows
Everything that's wonderful is sure to come your way
When you're in love to stay

Sunshine, lollipops, and rainbows
Everything that's wonderful is what I feel when we're together
Brighter than a lucky penny
When you're near the rain goes, disappears, dear
And I feel so fine
Just to know that you are mine

My life is sunshine, lollipops, and rainbows
That's how this refrain goes
So come on, join in, everybody!

Sunshine, lollipops, and rainbows
Everything that's wonderful is sure to come your way
'Cause you're in love
You're in love
And love is here to stay!",sunshine lollipops and rainbows everything thats wonderful is what i feel when were together brighter than a lucky penny when youre near the rain goes disappears dear and i feel so fine just to know that you are mine my life is sunshine lollipops and rainbows thats how this refrain goes so come on join in everybody sunshine lollipops and rainbows everything thats wonderful is sure to come your way when youre in love to stay sunshine lollipops and rainbows everything thats wonderful is what i feel when were together brighter than a lucky penny when youre near the rain goes disappears dear and i feel so fine just to know that you are mine my life is sunshine lollipops and rainbows thats how this refrain goes so come on join in everybody sunshine lollipops and rainbows everything thats wonderful is sure to come your way cause youre in love youre in love and love is here to stay
You'd Better Come Home,Petula Clark,Pop,"1 ContributorYou’d Better Come Home LyricsYou'd better come home and stop your running around
You'd better come home and get your feet on the ground
Cause I won't share my love with anyone new
You'd better be smart, you've gotta make up your mind
Stop breaking my heart and leave the others behind
Cause I won't share my love whatever I do
The love that I give for as long as I live will be yours
And nothing can change the way that I feel
So, baby, come back to me (baby, come back to me)
Baby, come back to me (baby, come back to me)
Love me like you did before
You'd better come home and see the damage you've done
You'd better come home because you've had all your fun
And I won't share my love with anyone new
No oh no
The love that I give for as long as I live will be yours
And nothing can change the way that I feel
So, baby, come back to me (baby, come back to me)
Baby, come back to me (baby, come back to me)
Love me like you did before
You'd better come home and see the damage you've done
You'd better come home because you've had all your fun
And I won't share my love with anyone new
No oh no
I just want to share it with you
You'd better come home
You'd better come home
You'd better come home",1 contributoryou’d better come home lyricsyoud better come home and stop your running around youd better come home and get your feet on the ground cause i wont share my love with anyone new youd better be smart youve gotta make up your mind stop breaking my heart and leave the others behind cause i wont share my love whatever i do the love that i give for as long as i live will be yours and nothing can change the way that i feel so baby come back to me baby come back to me baby come back to me baby come back to me love me like you did before youd better come home and see the damage youve done youd better come home because youve had all your fun and i wont share my love with anyone new no oh no the love that i give for as long as i live will be yours and nothing can change the way that i feel so baby come back to me baby come back to me baby come back to me baby come back to me love me like you did before youd better come home and see the damage youve done youd better come home because youve had all your fun and i wont share my love with anyone new no oh no i just want to share it with you youd better come home youd better come home youd better come home
I Want Candy,The Strangeloves,"garage rock, proto-punk","I know a girl who's soft and sweet
She's so fine, she can't be beat
Got everything that I desire
Sets the summer sun on fire

I want Candy
I want Candy

Hey
Hey
Hey
Hey

Go to see her with her hair hung down
Ain't no finer girl in town
Candy's just what the doctor ordered
She's so sweet, she makes my mouth water

I want Candy
I want Candy

I want Candy
I want Candy
I want Candy

Hey
Hey
Hey
Hey

Candy on the beach, there's nothing better
But I like Candy when it's wrapped in a sweater
Some day soon, I'll make her mine
Then I'll have Candy all the time

I want Candy
I want Candy

Woo!",i know a girl whos soft and sweet shes so fine she cant be beat got everything that i desire sets the summer sun on fire i want candy i want candy hey hey hey hey go to see her with her hair hung down aint no finer girl in town candys just what the doctor ordered shes so sweet she makes my mouth water i want candy i want candy i want candy i want candy i want candy hey hey hey hey candy on the beach theres nothing better but i like candy when its wrapped in a sweater some day soon ill make her mine then ill have candy all the time i want candy i want candy woo
Sugar Dumpling,Sam Cooke,"motown, soul","I love you in every way
Sugar dumpling, you're my baby
My love grows stronger every day
Yeah
Sugar dumpling, you're my baby
I love you in every way
Sugar dumpling, you're my baby
My love grows stronger every day
Listen how I tell you a story
A story about my girl
And I call hear Sugar dumpling
Because she's the sweetest things in this world
Whenever I'm feeling bad
By the way she puts me to bad
And she hides two mercys
One to hold my hand
The other one to rub my hand
Sugar dumpling, you're my baby
I love you in every way
Sugar dumpling, you're my baby
My love grows stronger every day

Whenever I tell her honey I'm hungry
Now go and fix me something to eat
The girl rushes in the kitchen
And fixes me a dinner
With seven different kinds of meat
If I call her up at two o'clock in the morning
And come over if you can
Before I hang up to telephone
She's sitting beside me
With a cup of coffee in her hand
Sugar dumpling, you're my baby
I love you in every way
Sugar dumpling, you're my baby
My love grows stronger every day
Sugar dumpling, I love you in every way
Sugar dumpling, my love grows stronger every day",i love you in every way sugar dumpling youre my baby my love grows stronger every day yeah sugar dumpling youre my baby i love you in every way sugar dumpling youre my baby my love grows stronger every day listen how i tell you a story a story about my girl and i call hear sugar dumpling because shes the sweetest things in this world whenever im feeling bad by the way she puts me to bad and she hides two mercys one to hold my hand the other one to rub my hand sugar dumpling youre my baby i love you in every way sugar dumpling youre my baby my love grows stronger every day whenever i tell her honey im hungry now go and fix me something to eat the girl rushes in the kitchen and fixes me a dinner with seven different kinds of meat if i call her up at two oclock in the morning and come over if you can before i hang up to telephone shes sitting beside me with a cup of coffee in her hand sugar dumpling youre my baby i love you in every way sugar dumpling youre my baby my love grows stronger every day sugar dumpling i love you in every way sugar dumpling my love grows stronger every day
You Tell Me Why,The Beau Brummels,"acid rock, garage rock, baroque pop, folk rock, country rock, psychedelic pop","You tell me that I should not cry
You tell me all good things must die
You ask me why I get upset
You tell me that I will forget
Tell me why

You say I can't be blue for long
You say I'll find new love that's strong
You tell me she was not for me
It's just the way love has to be
Tell me why

Why I cannot see her
She won't let me see her
Tell, tell
Tell me why

You tell me I will find my way
Tomorrow won't be like today
You tell me life was meant to be
One-third good, two-thirds misery
Tell me why",you tell me that i should not cry you tell me all good things must die you ask me why i get upset you tell me that i will forget tell me why you say i cant be blue for long you say ill find new love thats strong you tell me she was not for me its just the way love has to be tell me why why i cannot see her she wont let me see her tell tell tell me why you tell me i will find my way tomorrow wont be like today you tell me life was meant to be onethird good twothirds misery tell me why
I Like It Like That,The Dave Clark Five,Rock,"Come on (Come on let me show you where it's at)
Ah, come on (Come on let me show you where it's at)
Whoa, come on (Come on let me show you where it's at)
I said the name of the place is I Like It Like That

Come on (Come on let me show you where it's at)
Ah, come on (Come on let me show you where it's at)
Whoa, I wanna show you (Come on let me show you where it's at)
The name of the place is I Like It Like That

They got a little place down the track
The name of the place is I Like It Like That
You take Sally, and I'll take Sue
And we're gonna rock away all of our blues

Come on (Come on let me show you where it's at)
Whoa, come on (Come on let me show you where it's at)
Ah, come on (Come on let me show you where it's at)
The name of the place is I Like It Like That

The last time I was down there they lost my shoes
They had some cat shoutin' the blues
The people was yellin' and shoutin' for more
And all they kept sayin' was-a ""Go, man, go""

Come on (Come on let me show you where it's at)
Ah, come on (Come on let me show you where it's at)
I wanna show you (Come on let me show you where it's at)
I said the name of the place is I Like It Like That

Come on (Come on let me show you where it's at)
Ah, come on (Come on let me show you where it's at)
Oh, come on (Come on let me show you where it's at)
The name of the place is I Like It Like That",come on come on let me show you where its at ah come on come on let me show you where its at whoa come on come on let me show you where its at i said the name of the place is i like it like that come on come on let me show you where its at ah come on come on let me show you where its at whoa i wanna show you come on let me show you where its at the name of the place is i like it like that they got a little place down the track the name of the place is i like it like that you take sally and ill take sue and were gonna rock away all of our blues come on come on let me show you where its at whoa come on come on let me show you where its at ah come on come on let me show you where its at the name of the place is i like it like that the last time i was down there they lost my shoes they had some cat shoutin the blues the people was yellin and shoutin for more and all they kept sayin wasa go man go come on come on let me show you where its at ah come on come on let me show you where its at i wanna show you come on let me show you where its at i said the name of the place is i like it like that come on come on let me show you where its at ah come on come on let me show you where its at oh come on come on let me show you where its at the name of the place is i like it like that
"Cara, Mia",Jay & The Americans,doo-wop,"Each time we part my heart wants to die
Darling, hear my prayer (ooh, ooh, ooh, ooh)
Cara Mia fair
I'll be your love 'til the end ('til the end of)
Of ('til the end of)
Time (Cara Mia mine
Cara Mia mine
Cara Mia mine
Cara Mia mine)
Cara Mia, why must we say goodbye?
Each time we part my heart wants to die
Darling, hear my prayer (ooh, ooh, ooh, ooh)
Cara Mia fair
I'll be your love 'til the end ('til the end of)
Of ('til the end of)
Time (Cara Mia mine
Cara Mia mine
Cara Mia mine
Cara Mia mine)
(Ah-ah-ah, ah, ah) Ah-ah, ah
(Ah-ah-ah, ah, ah)
(Each time we part my heart wants to die) Die
Darling, hear my prayer (ooh, ooh, ooh, ooh)
Cara Mia fair
I'll be your love 'til the end ('til the end of)
Of ('til the end of)
Time (Cara Mia mine
Cara Mia mine
Cara Mia mine
Cara Mia mine)

Mine (Cara Mia mine
Cara Mia mine)
Cara Mia mine",each time we part my heart wants to die darling hear my prayer ooh ooh ooh ooh cara mia fair ill be your love til the end til the end of of til the end of time cara mia mine cara mia mine cara mia mine cara mia mine cara mia why must we say goodbye each time we part my heart wants to die darling hear my prayer ooh ooh ooh ooh cara mia fair ill be your love til the end til the end of of til the end of time cara mia mine cara mia mine cara mia mine cara mia mine ahahah ah ah ahah ah ahahah ah ah each time we part my heart wants to die die darling hear my prayer ooh ooh ooh ooh cara mia fair ill be your love til the end til the end of of til the end of time cara mia mine cara mia mine cara mia mine cara mia mine mine cara mia mine cara mia mine cara mia mine
Agent Double-O-Soul,Edwin Starr,"northern soul, motown","(Double-O Soul)

I dig rock and roll music
I can do the twine and the jerk
I wear strictly continental suits
And high collared shirts
I've got a reputation of bein'
Gentle but bold
And that's why they call me

Agent Double-O Soul, baby
Agent Double-O Soul
They call me Double-O Soul, baby
I'm agent Double-O Soul

I don't carry no pistol
I don't wear a false mustache
And you'll never see me carrying
Around a little black bag
My real name's no secret
But from me it will never be told
I'm just known as

Agent Double-O Soul, baby
Agent Double-O Soul
They call me Double-O Soul, baby
I'm agent Double-O Soul

There once was a fella
Who was down on therock and roll
He couldn't get himself together
He didn't have no kind of soul
The office put me on his case
And I tracked him down right away
Now he's a DJ on a radio show
A station that everybody knows

Call me Double-O Soul
Call me Double-O Soul

(Double-O Soul)
(Double-O Soul)
(Double-O Soul)
(Double-O Soul)

At my job I worked real hard
I'm on the go
Rain, sleet or snow
I'm agent Double-O Soul, baby
I'm agent Double-O Soul
They call me Double-O Soul, baby",doubleo soul i dig rock and roll music i can do the twine and the jerk i wear strictly continental suits and high collared shirts ive got a reputation of bein gentle but bold and thats why they call me agent doubleo soul baby agent doubleo soul they call me doubleo soul baby im agent doubleo soul i dont carry no pistol i dont wear a false mustache and youll never see me carrying around a little black bag my real names no secret but from me it will never be told im just known as agent doubleo soul baby agent doubleo soul they call me doubleo soul baby im agent doubleo soul there once was a fella who was down on therock and roll he couldnt get himself together he didnt have no kind of soul the office put me on his case and i tracked him down right away now hes a dj on a radio show a station that everybody knows call me doubleo soul call me doubleo soul doubleo soul doubleo soul doubleo soul doubleo soul at my job i worked real hard im on the go rain sleet or snow im agent doubleo soul baby im agent doubleo soul they call me doubleo soul baby
Catch Us If You Can,The Dave Clark Five,Rock,"Here they come again (Mmm-mm-mm)
Catch us if you can (Mmm-mm-mm)
Time to get a move on (Mmm-mm-mm)
We will yell with all of our might

Catch us if you can
Catch us if you can
Catch us if you can
Catch us if you can

Now, we gotta run (Mmm-mm-mm)
No more time for fun (Mmm-mm-mm)
When we're gettin' angry (Mmm-mm-mm)
We will yell with all of our might

Catch us if you can
Catch us if you can
Catch us if you can
Catch us if you can


Here they come again (Mmm-mm-mm)
Catch us if you can (Mmm-mm-mm)
Time to get a move on (Mmm-mm-mm)
We will yell with all of our might

Catch us if you can
Catch us if you can
Catch us if you can
Catch us if you can",here they come again mmmmmmm catch us if you can mmmmmmm time to get a move on mmmmmmm we will yell with all of our might catch us if you can catch us if you can catch us if you can catch us if you can now we gotta run mmmmmmm no more time for fun mmmmmmm when were gettin angry mmmmmmm we will yell with all of our might catch us if you can catch us if you can catch us if you can catch us if you can here they come again mmmmmmm catch us if you can mmmmmmm time to get a move on mmmmmmm we will yell with all of our might catch us if you can catch us if you can catch us if you can catch us if you can
We Gotta Get Out Of This Place,The Animals,classic rock,"In this dirty old part of the city
Where the sun refused to shine
People tell me there ain't no use in tryin'
Now my girl, you're so young and pretty
And one thing I know is true
You'll be dead before your time is due, I know
Watch my daddy in bed a-dyin'
Watched his hair been turnin' grey
He's been workin' and slavin' his life away
Oh, yes I know it

(Yeah) And I've been workin' too, baby
(Yeah) Every night and day
(Yeah)
Yeah, yeah, yeah, yeah

We gotta get outta this place
If it's the last thing we ever do
We gotta get outta this place
'Cause girl, there's a better life for me and you

Now my girl, you're so young and pretty
And one thing I know is true
You'll be dead before your time is due, I know
Watch my daddy in bed a-dyin'
Watched his hair been turnin' grey
He's been workin' and slavin' his life away
I know he's been workin' so hard

(Yeah) Every day, baby
(Yeah) Whoa, ohhh...
(Yeah)
Yeah, yeah, yeah, yeah

We gotta get outta this place
If it's the last thing we ever do
We gotta get outta this place
Girl, there's a better life for me and you
Somewhere, baby
Somehow I know it, baby

We gotta get outta this place
If it's the last thing we ever do
We gotta get outta this place
Girl, there's a better life for me and you
Believe me, baby
I know it, baby
You know it too",in this dirty old part of the city where the sun refused to shine people tell me there aint no use in tryin now my girl youre so young and pretty and one thing i know is true youll be dead before your time is due i know watch my daddy in bed adyin watched his hair been turnin grey hes been workin and slavin his life away oh yes i know it yeah and ive been workin too baby yeah every night and day yeah yeah yeah yeah yeah we gotta get outta this place if its the last thing we ever do we gotta get outta this place cause girl theres a better life for me and you now my girl youre so young and pretty and one thing i know is true youll be dead before your time is due i know watch my daddy in bed adyin watched his hair been turnin grey hes been workin and slavin his life away i know hes been workin so hard yeah every day baby yeah whoa ohhh yeah yeah yeah yeah yeah we gotta get outta this place if its the last thing we ever do we gotta get outta this place girl theres a better life for me and you somewhere baby somehow i know it baby we gotta get outta this place if its the last thing we ever do we gotta get outta this place girl theres a better life for me and you believe me baby i know it baby you know it too
"Sad, Sad Girl",Barbara Mason,philly soul,"I'm a sad, sad girl
'Cause I no longer have you
I'm a sad, sad girl
'Cause our romance is through
You went away
Just the other day
You didn't telephone
Left me all alone
I'm a sad, sad girl
Sad, sad girl
Sad, sad girl over you
(Over you, over you)
I'm a sad, sad girl
'Cause you did me wrong
I'm a sad, sad girl
'Cause you've been gone much too long
Well, I feel like crying
I feel like crying
I'm almost, almost dying
And I'm a sad, sad girl
Sad, sad girl
Sad, sad girl over you
(Over you, over you)
(Over you)
I loved you so
How much you'll never know
But now you're gone
And the thought still lingers on
I'm a sad, sad girl
Sad, sad girl
Sad, sad girl over you
Over you (over you)
Sad and blue (over you)
'Cause of you (sad and blue)
Left me baby (over you)
(Sad and blue, over you)...",im a sad sad girl cause i no longer have you im a sad sad girl cause our romance is through you went away just the other day you didnt telephone left me all alone im a sad sad girl sad sad girl sad sad girl over you over you over you im a sad sad girl cause you did me wrong im a sad sad girl cause youve been gone much too long well i feel like crying i feel like crying im almost almost dying and im a sad sad girl sad sad girl sad sad girl over you over you over you over you i loved you so how much youll never know but now youre gone and the thought still lingers on im a sad sad girl sad sad girl sad sad girl over you over you over you sad and blue over you cause of you sad and blue left me baby over you sad and blue over you
Who'll Be The Next In Line,The Kinks,"proto-punk, baroque pop","Who'll be the next in line?
Who'll be the next in line for heartache?
Who'll make the same mistakes I made over you?
Who'll be the next in line?

Who'll be the next in line for you?

Who'll be the next in line?
Who'll be the next to watch your love fade?
All your affections finally fade away
There'll be no use in sighing

Who'll be the next in line for you?

One day you'll find out when I'm gone
I was the best one you had
I was the one who gave you love

Who'll be the next in line?
Who'll be the next in line for heartaches?
Who'll make the same mistakes I made over you?
There'll be no use in sighing

Who'll be the next in line for you?

One day you'll find out when I'm gone
I was the best one you had
I was the one who gave you love

Who'll be the next in line?
Who'll be the next in line for heartaches?
Who'll make the same mistakes I made over you?
Who'll be the next in line?

Who'll be the next in line for you?

For you?",wholl be the next in line wholl be the next in line for heartache wholl make the same mistakes i made over you wholl be the next in line wholl be the next in line for you wholl be the next in line wholl be the next to watch your love fade all your affections finally fade away therell be no use in sighing wholl be the next in line for you one day youll find out when im gone i was the best one you had i was the one who gave you love wholl be the next in line wholl be the next in line for heartaches wholl make the same mistakes i made over you therell be no use in sighing wholl be the next in line for you one day youll find out when im gone i was the best one you had i was the one who gave you love wholl be the next in line wholl be the next in line for heartaches wholl make the same mistakes i made over you wholl be the next in line wholl be the next in line for you for you
Summer Nights,Marianne Faithfull,Pop,"Oh, how I've waited so long
For summer nights
When there's magic in the air
And I don't have a care
All that matters to me
Is that you are here
On summer nights
There's a little cafe
Where we can hear music play
They keep the lights turned down low
It's a place where lovers go
There you'll hold me tight and say
Our love will always be this way
On summer nights
At the end of the day
We can go down to the bay
And together hand in hand
We will walk along the sand
On summer nights
In our little cafe
We'll dance the night away
And we know our love will be
Always true eternally
And when the moon begins to shine
I can see that you are mine
On summer nights
On summer nights
On summer nights",oh how ive waited so long for summer nights when theres magic in the air and i dont have a care all that matters to me is that you are here on summer nights theres a little cafe where we can hear music play they keep the lights turned down low its a place where lovers go there youll hold me tight and say our love will always be this way on summer nights at the end of the day we can go down to the bay and together hand in hand we will walk along the sand on summer nights in our little cafe well dance the night away and we know our love will be always true eternally and when the moon begins to shine i can see that you are mine on summer nights on summer nights on summer nights
All I Really Want To Do,The Byrds,"folk rock, country rock, psychedelic rock, acid rock","Beat or cheat or mistreat you
Simplify you, classify you
Deny, defy or crucify you
All I really want to do
Is, baby be friends with you
No, I ain't lookin' to fight with you
Frighten you or tighten you
Drag you down or drain you down
Chain you down or bring you down
All I really want to do
Is, baby, be friends with you
I don't want to fake you out
Take or shake or forsake you out
I ain't lookin' for you to feel like me
See like me or be like me
I don't want to meet your kin
Make you spin or do you in
Or select you or dissect you
Or inspect you or reject you
All I really want to do
Is, baby, be friends with you
Baby, be friends with you
Baby, be friends with you",beat or cheat or mistreat you simplify you classify you deny defy or crucify you all i really want to do is baby be friends with you no i aint lookin to fight with you frighten you or tighten you drag you down or drain you down chain you down or bring you down all i really want to do is baby be friends with you i dont want to fake you out take or shake or forsake you out i aint lookin for you to feel like me see like me or be like me i dont want to meet your kin make you spin or do you in or select you or dissect you or inspect you or reject you all i really want to do is baby be friends with you baby be friends with you baby be friends with you
A Little You,Freddie And The Dreamers,Pop,"Did you say such a thing?
Word in the papers you were talking smack about me
Did you say such a thing?
I may not amount to much
In a lot of ways
But I can't be as bad
As the things that you've said
Did you say such a thing?
Why would you say such a thing?
Word out in the papers you've been talking smack about me
Did you say such a thing?
What people say about me don't amount to much
I guess it some may be true, but who can you trust
Did you say such a thing?
How come you said such a thing?
You say you keep the secret
It's just the people that you tell
Well, here's a little secret
You can go straight to hell
Did you say such a thing?
Did you say such a thing?
Word out on the corner
You've been talking shit about me
Did you say such a thing?
Now, did you say such a thing?

I guess I'll see you tomorrow
Unless you'd be gone
Nеver too soon for me
You got your bird seed all wrong
Did you say such a thing?
Did you say such a thing?
Word in the papеr
You've been talking smack about me
Did you say such a thing?
Did you say such a thing?
Did you say such a thing?
Why would you say such a thing?
Why would you say such a thing?
Ah, the Lord loves a liar
Why would you say such a thing?",did you say such a thing word in the papers you were talking smack about me did you say such a thing i may not amount to much in a lot of ways but i cant be as bad as the things that youve said did you say such a thing why would you say such a thing word out in the papers youve been talking smack about me did you say such a thing what people say about me dont amount to much i guess it some may be true but who can you trust did you say such a thing how come you said such a thing you say you keep the secret its just the people that you tell well heres a little secret you can go straight to hell did you say such a thing did you say such a thing word out on the corner youve been talking shit about me did you say such a thing now did you say such a thing i guess ill see you tomorrow unless youd be gone nеver too soon for me you got your bird seed all wrong did you say such a thing did you say such a thing word in the papеr youve been talking smack about me did you say such a thing did you say such a thing did you say such a thing why would you say such a thing why would you say such a thing ah the lord loves a liar why would you say such a thing
Hang On Sloopy,The McCoys,Pop,"Hang on, Sloopy
Sloopy, hang on
Hang on, Sloopy
Sloopy, hang on

Sloopy lives in a very bad part of town
And everybody, yeah, tries to put my Sloopy down
Sloopy, I don't care what your daddy do
'Cause you know, Sloopy, girl, I'm in love with you

And so I say now, hang on, Sloopy
Sloopy, hang on
Hang on, Sloopy
Sloopy, hang on

Yeah (Yeah), yeah (yeah)
Give it to 'em, right now!


Sloopy, let your hair down, girl (Ooh-ooh-ooh-ooh)
Let it hang down on me
Sloopy, let your hair down, girl (Ooh-ooh-ooh-ooh)
Let it hang down on me, yeah, yeah

Come on, Sloopy (Come on, come on)
Well, come on, Sloopy (Come on, come on)
Well, come on, Sloopy (Come on, come on)
Well, come on, Sloopy (Come on, come on)
Well, it feels so good (Come on, come on)
You know it feels so good (Come on, come on)
Uh, shake it, shake it, shake it, Sloopy (Come on, come on)
Uh, shake it, shake it, shake it, yeah (Come on, come on)

Hang on, Sloopy
Sloopy, hang on (Yeah yeah, yeah yeah, yeah yeah)
Hang on, Sloopy
Sloopy, hang on (Yeah yeah, yeah yeah, yeah yeah)

Hang on, Sloopy
Sloopy, hang on",hang on sloopy sloopy hang on hang on sloopy sloopy hang on sloopy lives in a very bad part of town and everybody yeah tries to put my sloopy down sloopy i dont care what your daddy do cause you know sloopy girl im in love with you and so i say now hang on sloopy sloopy hang on hang on sloopy sloopy hang on yeah yeah yeah yeah give it to em right now sloopy let your hair down girl oohoohoohooh let it hang down on me sloopy let your hair down girl oohoohoohooh let it hang down on me yeah yeah come on sloopy come on come on well come on sloopy come on come on well come on sloopy come on come on well come on sloopy come on come on well it feels so good come on come on you know it feels so good come on come on uh shake it shake it shake it sloopy come on come on uh shake it shake it shake it yeah come on come on hang on sloopy sloopy hang on yeah yeah yeah yeah yeah yeah hang on sloopy sloopy hang on yeah yeah yeah yeah yeah yeah hang on sloopy sloopy hang on
You've Been In Love Too Long,Martha & The Vandellas,"motown, northern soul, soul","(You're a fool for your baby)
Don't you know girls?
You've been in love too long
(You're a fool for your baby)
When just his smile takes all your pain away
And you find yourself believing whatever he may say
Now when he keeps you cryin'
But your heart tells you, girl, keep right on tryin'
Girls, you've been in love too long
(You're a fool for your baby)
Don't you know, girls?
You've been in love too long
(You're a fool for your baby)
When you accept his wrongs
Just to share his kiss
And even your lonely nights
Are filled with happiness
Now girl, you're in trouble
You know your heart is seein' double
When your head tells you to run
But your heart says he's the only one

Girls, you've been in love too long
You're a fool for your baby
(Girl, you've been in love too long)
You're a fool 'cause when a week of loneliness
Can be erased with just one sweet caress
Girls, you've been in love too long
(You're a fool for your baby)
I say girls, oh yeah, you're a fool
When his wrongs looks right
'Cause he always treats you bad
When you find little excuses
For all the sadness and abuses
Don't you know, girls you're in love?
You're just a fool for your baby",youre a fool for your baby dont you know girls youve been in love too long youre a fool for your baby when just his smile takes all your pain away and you find yourself believing whatever he may say now when he keeps you cryin but your heart tells you girl keep right on tryin girls youve been in love too long youre a fool for your baby dont you know girls youve been in love too long youre a fool for your baby when you accept his wrongs just to share his kiss and even your lonely nights are filled with happiness now girl youre in trouble you know your heart is seein double when your head tells you to run but your heart says hes the only one girls youve been in love too long youre a fool for your baby girl youve been in love too long youre a fool cause when a week of loneliness can be erased with just one sweet caress girls youve been in love too long youre a fool for your baby i say girls oh yeah youre a fool when his wrongs looks right cause he always treats you bad when you find little excuses for all the sadness and abuses dont you know girls youre in love youre just a fool for your baby
