song_title,artist,genre,lyrics,clean_lyrics
I Got You Babe,UB40,reggae,"They say we're young and we don't know
Won't find out until we grow
Well I don't know if baby that's true
Cause you've got me baby, I've got you

Babe, I've got you babe
I've got you, babe

They say our love won't pay the rent
Before it's earned our money's always spent
I guess that's so, we don't have a lot
At least I'm sure we've all the things we've got

Babe, I've got you babe
I've got you, babe

I got flowers in the spring
I got you to wear my ring
And when I'm sad, you're around
And when I get scared you're always around
So let them say your hair's too long
I don't care, with you I can't go wrong
Then put your little hand in mine
There ain't no hill or mountain we can't climb

Babe, I've got you babe
I've got you, babe
I've got you, babe

I got you to hold my hand
I got you to understand
I got you to walk with me
I got you to talk with me
I got you to kiss goodnight
I got you to hold me tight
I got you and I won't let go
I got you to love me so

I got you, babe",they say were young and we dont know wont find out until we grow well i dont know if baby thats true cause youve got me baby ive got you babe ive got you babe ive got you babe they say our love wont pay the rent before its earned our moneys always spent i guess thats so we dont have a lot at least im sure weve all the things weve got babe ive got you babe ive got you babe i got flowers in the spring i got you to wear my ring and when im sad youre around and when i get scared youre always around so let them say your hairs too long i dont care with you i cant go wrong then put your little hand in mine there aint no hill or mountain we cant climb babe ive got you babe ive got you babe ive got you babe i got you to hold my hand i got you to understand i got you to walk with me i got you to talk with me i got you to kiss goodnight i got you to hold me tight i got you and i wont let go i got you to love me so i got you babe
Get It On (Bang A Gong),The Power Station,Pop,"Get on


Well, you're dirty and sweet
Clad in black, don't look back, and I love you
You're dirty and sweet, oh, yeah
Well, you're slim and you're weak
You've got the teeth of the hydra upon you
You're dirty, sweet, and you're my girl

Get it on, bang a gong, get it on
Get it on, bang a gong, get it on
Dah!

Well, you're built like a car
You've got a hubcap diamond star halo
You're built like a car, oh, yeah
Well you're an untamed youth
That's the truth with your cloak full of eagles
You're dirty, sweet, and you're my girl

Get it on, bang a gong, get it on
Get it on, bang a gong, get it on

Ooh-hoo-ooh-ooh, yeah
Get it on, bang a gong, get it on
Get it on, bang a gong, get it on

Well, you're windy and wild
You've got the blues in your shoes and your stockings
You're windy and wild, oh, yeah
Well, you're built like a car
You've got a hubcap diamond star halo
You're dirty, sweet, and you're my girl

Get it on, bang a gong, get it on
Get it on, bang a gong, get it on

Get it on
Get it on
Bang a gong

Ooh-hoo-ooh-ooh, yeah
Get it on, bang a gong, get it on
Get it on, bang a gong, get it on

Get it on, bang a gong, get it on
Get it on, bang a gong, get it on

Ooh-hoo-ooh-ooh
Get it on, bang a gong, get it on Bang a gong
Get it on, bang a gong, get it on
Get it on, bang a gong, get it on
Get it on, bang a gong, get it on
Get it on, bang a gong, get it on

Get it on",get on well youre dirty and sweet clad in black dont look back and i love you youre dirty and sweet oh yeah well youre slim and youre weak youve got the teeth of the hydra upon you youre dirty sweet and youre my girl get it on bang a gong get it on get it on bang a gong get it on dah well youre built like a car youve got a hubcap diamond star halo youre built like a car oh yeah well youre an untamed youth thats the truth with your cloak full of eagles youre dirty sweet and youre my girl get it on bang a gong get it on get it on bang a gong get it on oohhoooohooh yeah get it on bang a gong get it on get it on bang a gong get it on well youre windy and wild youve got the blues in your shoes and your stockings youre windy and wild oh yeah well youre built like a car youve got a hubcap diamond star halo youre dirty sweet and youre my girl get it on bang a gong get it on get it on bang a gong get it on get it on get it on bang a gong oohhoooohooh yeah get it on bang a gong get it on get it on bang a gong get it on get it on bang a gong get it on get it on bang a gong get it on oohhoooohooh get it on bang a gong get it on bang a gong get it on bang a gong get it on get it on bang a gong get it on get it on bang a gong get it on get it on bang a gong get it on get it on
People Are People,Depeche Mode,"new wave, synthpop, darkwave","It is tied with 2 other singles in the UK as their highest charting single, peaking at #4. It was the group’s first… Read More 
People are people, so why should it be
You and I should get along so awfully?
People are people, so why should it be
You and I should get along so awfully?

So we're different colours and we're different creeds
And different people have different needs
It's obvious you hate me, though I've done nothing wrong
I've never even met you, so what could I have done?

I can't understand
What makes a man
Hate another man
Help me understand

People are people, so why should it be
You and I should get along so awfully?
People are people, so why should it be
You and I should get along so awfully?

Help me understand
Help me understand, help me understand

Now you're punching and you're kicking and you're shouting at me
I'm relying on your common decency
So far, it hasn't surfaced, but I'm sure it exists
It just takes a while to travel from your head to your fists (Head to your fists)

I can't understand
What makes a man
Hate another man
Help me understand

People are people, so why should it be
You and I should get along so awfully?
People are people, so why should it be
You and I should get along so awfully?

I can't understand
What makes a man
Hate another man
Help me understand
I can't understand
What makes a man
Hate another man
Help me understand
I can't understand
What makes a man
Hate another man
Help me understand
I can't understand
What makes a man
Hate another man
(Why should it be?)
Help me understand
I can't understand
What makes a man
(Why should it be?)
Hate another man
Help me understand
I can't understand
What makes a man
(Why should it be?)
Hate another man
Help me understand",it is tied with 2 other singles in the uk as their highest charting single peaking at 4 it was the group’s first… read more people are people so why should it be you and i should get along so awfully people are people so why should it be you and i should get along so awfully so were different colours and were different creeds and different people have different needs its obvious you hate me though ive done nothing wrong ive never even met you so what could i have done i cant understand what makes a man hate another man help me understand people are people so why should it be you and i should get along so awfully people are people so why should it be you and i should get along so awfully help me understand help me understand help me understand now youre punching and youre kicking and youre shouting at me im relying on your common decency so far it hasnt surfaced but im sure it exists it just takes a while to travel from your head to your fists head to your fists i cant understand what makes a man hate another man help me understand people are people so why should it be you and i should get along so awfully people are people so why should it be you and i should get along so awfully i cant understand what makes a man hate another man help me understand i cant understand what makes a man hate another man help me understand i cant understand what makes a man hate another man help me understand i cant understand what makes a man hate another man why should it be help me understand i cant understand what makes a man why should it be hate another man help me understand i cant understand what makes a man why should it be hate another man help me understand
Dancing In The Street,David Bowie & Mick Jagger,"glam rock, art rock","Bowie and Jagger recorderd a cover of this in 1985 to raise money for the Live Aid  famine relief cause. It was organally planned… Read More Okay
Tokyo, South America, Australia, France, Germany, UK, Africa
Calling out around the world
Are you ready for a brand-new beat
Summer's here and the time is right
For dancing in the street
They're dancing in Chicago (Dancing in the street)
Down in New Orleans (Dancing in the street)
In New York City (Dancing in the street)
All we need is music, sweet music
There'll be music everywhere
They'll be swinging, swaying, records playing
Dancing in the street, oh
It doesn't matter what you wear
Just as long as you are there
So come on, every guy, grab a girl
Everywhere, around the world
They'll be dancing, dancing in the street
(Dancing in the street)
It's an invitation across the nation, a chance for folks to meet
They'll be laughing and singing and music swinging
Dancing in the street

Philadelphia, PA (Dancing in the street)
Baltimore in DC now (Dancing in the street)
Don't forget the motor city (Dancing in the street)
On the streets of Brazil (Dancing in the street)
Back in the USSR (Dancing in the street)
Don't matter where you are (Dancing in the street)
All we need is music, sweet music
There'll be music everywhere
They'll be swinging, swaying, records playing
Dancing in the street, oh
It doesn't matter what you wear
Just as long as you are there
So come on every guy, grab a girl
Everywhere, around the world
They'll be dancing, dancing in the street
(Dancing in the street)
Way down in L.A., everyday
Dancing in the street (Dancing in the street)
Cross in China too, me and you
Dancing in the street (Dancing in the street)
Don't you know they'll be dancing
Dancing in the street (Dancing in the street)
Don't you know they'll be d-d-d-d-dancing
Dancing in the street (Dancing in the street)",bowie and jagger recorderd a cover of this in 1985 to raise money for the live aid famine relief cause it was organally planned… read more okay tokyo south america australia france germany uk africa calling out around the world are you ready for a brandnew beat summers here and the time is right for dancing in the street theyre dancing in chicago dancing in the street down in new orleans dancing in the street in new york city dancing in the street all we need is music sweet music therell be music everywhere theyll be swinging swaying records playing dancing in the street oh it doesnt matter what you wear just as long as you are there so come on every guy grab a girl everywhere around the world theyll be dancing dancing in the street dancing in the street its an invitation across the nation a chance for folks to meet theyll be laughing and singing and music swinging dancing in the street philadelphia pa dancing in the street baltimore in dc now dancing in the street dont forget the motor city dancing in the street on the streets of brazil dancing in the street back in the ussr dancing in the street dont matter where you are dancing in the street all we need is music sweet music therell be music everywhere theyll be swinging swaying records playing dancing in the street oh it doesnt matter what you wear just as long as you are there so come on every guy grab a girl everywhere around the world theyll be dancing dancing in the street dancing in the street way down in la everyday dancing in the street dancing in the street cross in china too me and you dancing in the street dancing in the street dont you know theyll be dancing dancing in the street dancing in the street dont you know theyll be dddddancing dancing in the street dancing in the street
Lovin' Every Minute Of It,Loverboy,Rock,"I'm just something in between
Whoa, oh, whoa, whoa
I'm all love, a dynamo
So push the button and let me go
Whoa, oh, whoa, whoa
You want me to come alive
Flick the switch into overdrive
You and me can let it be
Ready (ready), aim (aim), fire
Touch that dial
Turn me on
Start me like a motor
Make me run
Lovin' every minute of it
Lovin' every minute of it
Turn that dial all the way
Shoot me like a rocket into space
Lovin' every minute of it
Lovin' every minute of it
Lovin' every minute of it, c'mon
I got fun, you want some
I'm ever ready, Dr. Love
Whoa, oh, whoa, whoa
I'm antenna, aerial
I'm tunin' in, I'm outta control
Whoa, oh, whoa, whoa

You got love, you got a deal
You wanna drive then take the wheel
You and me can let it be
Ready (ready), aim (aim), fire
Touch that dial
Turn me on
Start me like a motor
Make me run
Lovin' every minute of it
Lovin' every minute of it
Turn that dial all the way
Shoot me like a rocket into space
Lovin' every minute of it
Lovin' every minute of it
Lovin' every minute of it, all right
Oh, you want me to come alive
So flick the switch into overdrive
You and me can let it be
Ready (ready), aim (aim), fire
Touch that dial
Turn me on
Start me like a motor
Make me run
(Lovin')
Lovin' every minute of it
Lovin' every minute of it

Turn that dial all the way
Shoot me like a rocket into space
Lovin' every minute of it
Lovin' every minute of it
Lovin' every minute of it
Lovin' every minute of it
C'mon and touch that dial
Turn me on
Start me like a motor
Make me run
Turn that dial all the way
Shoot me like a rocket into space
Lovin' every minute of it
Lovin' every minute of it
Whoa, oh, whoa, whoa",im just something in between whoa oh whoa whoa im all love a dynamo so push the button and let me go whoa oh whoa whoa you want me to come alive flick the switch into overdrive you and me can let it be ready ready aim aim fire touch that dial turn me on start me like a motor make me run lovin every minute of it lovin every minute of it turn that dial all the way shoot me like a rocket into space lovin every minute of it lovin every minute of it lovin every minute of it cmon i got fun you want some im ever ready dr love whoa oh whoa whoa im antenna aerial im tunin in im outta control whoa oh whoa whoa you got love you got a deal you wanna drive then take the wheel you and me can let it be ready ready aim aim fire touch that dial turn me on start me like a motor make me run lovin every minute of it lovin every minute of it turn that dial all the way shoot me like a rocket into space lovin every minute of it lovin every minute of it lovin every minute of it all right oh you want me to come alive so flick the switch into overdrive you and me can let it be ready ready aim aim fire touch that dial turn me on start me like a motor make me run lovin lovin every minute of it lovin every minute of it turn that dial all the way shoot me like a rocket into space lovin every minute of it lovin every minute of it lovin every minute of it lovin every minute of it cmon and touch that dial turn me on start me like a motor make me run turn that dial all the way shoot me like a rocket into space lovin every minute of it lovin every minute of it whoa oh whoa whoa
Hangin' On A String,Loose Ends,"post-disco, new jack swing","I've waited, oh, so long
For you to come to me
What did I do wrong?
It's all a mystery to me

Baby, I feel it too
What am I supposed to do?
Maybe I've just changed
Or could I be wrong for you?

You, you've got me hanging on a string now
(I'm not a plaything)
You, you've got me hanging on a string now
(Am I your plaything?)

You never told me you were waiting, contemplating
(With my heart, my love)
You never told me you were waiting, contemplating
(With my heart!)

Do you mean to say
That after all this time
I waited like a fool
Now who been changing you?!

You, you've got me hangin' on a string now
(I'm not your plaything)
You, you've got me hanging on a string now
(I ain't no plaything)
You, you've got me hangin' on a string now
(stop masquerading)
You, you've got me hanging on a string now
(I ain't your plaything)


You never told me you were waiting, contemplating
You never told me you were waiting, contemplating
Come on, child, take me by the hand

You, you've got me hanging on a string now
(I'm not no plaything!)
Stop hanging on the bus, I'm waiting on you
(no no no)
You, you've got me hanging on a string now
Hang on, hang on yeah
You, you've got me hanging on a string now
(Just a plaything)
You, you've got me hanging on a string now
You never told me you were waiting, contemplating
(You never told me)
You, you've got me hanging on a string now
You never told me you were waiting, contemplating
(I didn't know)
You, you've got me hanging on a string now
Come on child, take me by the hand
You, you've got me hanging on a string now
(I'm not no plaything!)
You, you've got me hanging on a string now",ive waited oh so long for you to come to me what did i do wrong its all a mystery to me baby i feel it too what am i supposed to do maybe ive just changed or could i be wrong for you you youve got me hanging on a string now im not a plaything you youve got me hanging on a string now am i your plaything you never told me you were waiting contemplating with my heart my love you never told me you were waiting contemplating with my heart do you mean to say that after all this time i waited like a fool now who been changing you you youve got me hangin on a string now im not your plaything you youve got me hanging on a string now i aint no plaything you youve got me hangin on a string now stop masquerading you youve got me hanging on a string now i aint your plaything you never told me you were waiting contemplating you never told me you were waiting contemplating come on child take me by the hand you youve got me hanging on a string now im not no plaything stop hanging on the bus im waiting on you no no no you youve got me hanging on a string now hang on hang on yeah you youve got me hanging on a string now just a plaything you youve got me hanging on a string now you never told me you were waiting contemplating you never told me you youve got me hanging on a string now you never told me you were waiting contemplating i didnt know you youve got me hanging on a string now come on child take me by the hand you youve got me hanging on a string now im not no plaything you youve got me hanging on a string now
You Give Good Love,Whitney Houston,Pop,"After co-writer La La sent fellow co-writer Kashif a copy of the song (which was originally offered… Read More 
Ooh, ooh

I found out what I've been missing
Always on the run
I've been looking for someone

Now you're here, like you've been before
And you know just what I need
It took some time for me to see, yeah

That you give good love to me
Baby, it's so good
Take this heart of mine into your hands
You give good love to me (You give good love to me)
It's never (Never too much, will never be) too much
Baby, you give good love (Oh)

Never stopping
I was always searching for that perfect love
The kind that girls like me dream of, mm

Now you're here, like you've been before
And you know just what I need
It took some time for me to see

That you give good love to me
Baby, it's so good
Take this heart of mine into your hands
You give good love to me (You give good love to me)
It's never (Never too much, will never be) too much
Baby, you give good love, ooh

Now I, I can't stop looking around
It's not what this love's all about
Our love is here to stay, to stay

Baby, you give good love (You give good love to me)
You give (Never too much, will never be)
So good
Take this heart of mine into your hands
You give good love to me (You give good love to me)
It's never (Never too much, will never be), never too much
No, no, no, no, no, you give good love to me

(You give good love to me) It's so good
(You give good love, baby) So good, woo-hoo
(You give good love, darling)
Into your hands (You give, you give, give it)
(You give good love, honey) Woo-hoo
(You give good love, baby)
(You give good love, darling)
(You give, you give, give it)
(You give good love to me) Good love
(You give good love, baby) Good love, yeah, you do
(You give, you give, give it)
(You give good love, darling) You know what I need
(You give, you give, give it) Never too much, never will be
(You give good love, darling)
(You give, you give, give it)
(You give good love, honey)",after cowriter la la sent fellow cowriter kashif a copy of the song which was originally offered… read more ooh ooh i found out what ive been missing always on the run ive been looking for someone now youre here like youve been before and you know just what i need it took some time for me to see yeah that you give good love to me baby its so good take this heart of mine into your hands you give good love to me you give good love to me its never never too much will never be too much baby you give good love oh never stopping i was always searching for that perfect love the kind that girls like me dream of mm now youre here like youve been before and you know just what i need it took some time for me to see that you give good love to me baby its so good take this heart of mine into your hands you give good love to me you give good love to me its never never too much will never be too much baby you give good love ooh now i i cant stop looking around its not what this loves all about our love is here to stay to stay baby you give good love you give good love to me you give never too much will never be so good take this heart of mine into your hands you give good love to me you give good love to me its never never too much will never be never too much no no no no no you give good love to me you give good love to me its so good you give good love baby so good woohoo you give good love darling into your hands you give you give give it you give good love honey woohoo you give good love baby you give good love darling you give you give give it you give good love to me good love you give good love baby good love yeah you do you give you give give it you give good love darling you know what i need you give you give give it never too much never will be you give good love darling you give you give give it you give good love honey
And We Danced,Hooters,Rock,"Wow!
Hey, hey!

She was a be-bop baby on a hard day's night
She was hangin' on Johnny, he was holdin' on tight
Oh, I could feel her coming from a mile away
There was no use talking, there was nothing to say
When the band began to play and play

And we danced like a wave on the ocean, romanced
We were liars in love, and we danced
Swept away for a moment by chance
And we danced and danced and danced, skah!

I met my be-bop baby at the Union Hall
She could dance all night and shake the paint off the wall
But when I saw her smile across a crowded room, yeah
Well, I knew we'd have to leave the party soon
As the band began to play out of tune

And we danced like a wave on the ocean, romanced
We were liars in love, and we danced
Swept away for a moment by chance
And we danced and danced and danced, yeah
And we danced


The endless beat, she's walkin' my way
Hear the music fade when she says
Are we getting too close, do we dare to get closer
The room is spinning, she whispers my name

And we danced like a wave on the ocean, romanced
We were liars in love, and we danced
Swept away for a moment by chance
And we danced and danced

And we danced like a wave on the ocean, romanced
We were liars in love, and we danced
Swept away for a moment by chance
And we danced and danced and danced
And danced and danced and danced
And danced and danced and danced
Ow! Whoa
And we danced
And we danced
(Hey! Oh!)
And we danced
(Come on, baby!
Hey!)

And we danced and danced and danced
And danced and danced and danced
And danced and danced and danced
(Hey!
Yeah, oh!)
And we danced
(Oooh, ooh)
And we danced",wow hey hey she was a bebop baby on a hard days night she was hangin on johnny he was holdin on tight oh i could feel her coming from a mile away there was no use talking there was nothing to say when the band began to play and play and we danced like a wave on the ocean romanced we were liars in love and we danced swept away for a moment by chance and we danced and danced and danced skah i met my bebop baby at the union hall she could dance all night and shake the paint off the wall but when i saw her smile across a crowded room yeah well i knew wed have to leave the party soon as the band began to play out of tune and we danced like a wave on the ocean romanced we were liars in love and we danced swept away for a moment by chance and we danced and danced and danced yeah and we danced the endless beat shes walkin my way hear the music fade when she says are we getting too close do we dare to get closer the room is spinning she whispers my name and we danced like a wave on the ocean romanced we were liars in love and we danced swept away for a moment by chance and we danced and danced and we danced like a wave on the ocean romanced we were liars in love and we danced swept away for a moment by chance and we danced and danced and danced and danced and danced and danced and danced and danced and danced ow whoa and we danced and we danced hey oh and we danced come on baby hey and we danced and danced and danced and danced and danced and danced and danced and danced and danced hey yeah oh and we danced oooh ooh and we danced
First Night,Survivor,Rock,"We will remember this first night forever
After all the songs fade away
And the stage fades to gray
And we will remember this first night together
We'll recall the things that we said
All the foolish dreams in our head
On the night we met

I'm searching your eyes, have I seen you somewhere?
You're filling my thoughts with a strange intrigue
I rivet my glance to your every movement
I got a notion your love's in a whole different league

Tell me your name, what's your persuasion?
Your first impression of this whole occasion

And this night shall be the first night
And first nights were made for love
I can taste the action in the air tonight
Hearts are poundin' as the sparks ignite
And this night shall be remembered
Long after the music's gone
And we'll reminisce on the things we said
And we'll fall in love again

In the air I can sense a strong attraction
Emotions run wild, are we on the verge?
We got a hotline to satisfaction
I got the answer if you got the urge

My motor is hot, I'm feeling elation
You came in the night with the right temptation

And this night shall be the first night
And first nights were made for love
I can taste the action in the air tonight
Hearts are poundin' as the sparks ignite
And this night shall be remembered
Long after the music's gone
And we'll reminisce on the things we said
And we'll fall in love again

We will remember this first night forever
We'll recall the things that we said
All the foolish dreams in our head

And this night shall be the first night
And first nights were made for love
I can taste the action in the air tonight
Hearts are poundin' as the sparks ignite
And this night shall be remembered
Long after the music's gone
And we'll reminisce on the things we said
And we'll fall in love again",we will remember this first night forever after all the songs fade away and the stage fades to gray and we will remember this first night together well recall the things that we said all the foolish dreams in our head on the night we met im searching your eyes have i seen you somewhere youre filling my thoughts with a strange intrigue i rivet my glance to your every movement i got a notion your loves in a whole different league tell me your name whats your persuasion your first impression of this whole occasion and this night shall be the first night and first nights were made for love i can taste the action in the air tonight hearts are poundin as the sparks ignite and this night shall be remembered long after the musics gone and well reminisce on the things we said and well fall in love again in the air i can sense a strong attraction emotions run wild are we on the verge we got a hotline to satisfaction i got the answer if you got the urge my motor is hot im feeling elation you came in the night with the right temptation and this night shall be the first night and first nights were made for love i can taste the action in the air tonight hearts are poundin as the sparks ignite and this night shall be remembered long after the musics gone and well reminisce on the things we said and well fall in love again we will remember this first night forever well recall the things that we said all the foolish dreams in our head and this night shall be the first night and first nights were made for love i can taste the action in the air tonight hearts are poundin as the sparks ignite and this night shall be remembered long after the musics gone and well reminisce on the things we said and well fall in love again
Wild And Crazy Love,Mary Jane Girls,post-disco,"(Wild and crazy love)
(Wild and crazy love)
(Wild and crazy love)
(Wild and crazy)

Baby, you've got a sexy body
I think I ought to tell you so
You look so deep and so delicious
I'd kiss you from your head to toe
If there's a chance I could romance you
I'd make you scream in sheer delight
I'd give you so much love and pleasure
You'd want to make love every night

You know I could (Ooh, ooh, ooh)
Wrap my arms around you
You know I would (Ooh, ooh, ooh)
Squeeze and hold your body tight
I'd tell the world (Ooh, ooh, ooh)
I'm so glad I found you
Don't you know, baby? (Ooh, ooh, ooh)
Now tonight's the night for love

I'm gonna give my all to you (Wild and crazy love)
Gonna have a ball with you (Wild and crazy love)
I'm gonna give my all to you (Wild and crazy love)
I'm gonna give it to you, give it to you
Give it to you, give it to you, baby (Wild and crazy)

Baby, there's no one who can move me
Or do the freaky things you do
You set a fire through my body
Whenever I make love to you
Come next time that we get together
I'll probably say these words again
But as for now, boy, when you want me
Just open up and come on in

You know I could (Ooh, ooh, ooh)
Wrap my arms around you
You know I would (Ooh, ooh, ooh)
Squeeze and hold your body tight
I'd tell the world (Ooh, ooh, ooh)
I'm so glad I found you
Don't you know, baby? (Ooh, ooh, ooh)
Now tonight's the night for love

I'm gonna give my all to you (Wild and crazy love)
Gonna have a ball with you (Wild and crazy love)
I'm gonna give my all to you (Wild and crazy love)
I'm gonna give it to you, give it to you
Give it to you, give it to you, baby (Wild and crazy love)
I'm gonna give my all to you (Wild and crazy love)
I'm gonna have a ball with you (Wild and crazy love)
I'm gonna give my all to you (Wild and crazy love)
I'm gonna give it to you, give it to you
Give it to you, give it to you, baby (Wild and crazy love)

I want to slowly take my time with you
I want to rap and I want to dine with you
I want to drink the finest wine with you
And then go wild and crazy
I want eyes to meet, I want lips to touch
I don't think that's asking of too much
If you want me like I want you
Then let's go wild and crazy

I'm gonna give it to you, give it to you
Give it to you, give it to you, baby (Wild and crazy)
I wanna give my all to you (Wild and crazy love)
I wanna have a ball with you (Wild and crazy)
I wanna give my all to you (Wild and crazy love)
I wanna give it to you, give it to you
Give it to you, give it to you, baby (Wild and crazy)


(Wild and crazy)

I wanna give my all to you (Wild and crazy love)
I wanna have a ball with you (Wild and crazy)
I wanna give my all to you (Wild and crazy love)
I wanna give it to you, give it to you
Give it to you, give it to you, baby (Wild and crazy)
I wanna give my all to you (Wild and crazy love)
I wanna have a ball with you (Wild and crazy)
I wanna give my all to you (Wild and crazy love)
I wanna give it to you, give it to you
Give it to you, give it to you, baby (Wild and crazy)",wild and crazy love wild and crazy love wild and crazy love wild and crazy baby youve got a sexy body i think i ought to tell you so you look so deep and so delicious id kiss you from your head to toe if theres a chance i could romance you id make you scream in sheer delight id give you so much love and pleasure youd want to make love every night you know i could ooh ooh ooh wrap my arms around you you know i would ooh ooh ooh squeeze and hold your body tight id tell the world ooh ooh ooh im so glad i found you dont you know baby ooh ooh ooh now tonights the night for love im gonna give my all to you wild and crazy love gonna have a ball with you wild and crazy love im gonna give my all to you wild and crazy love im gonna give it to you give it to you give it to you give it to you baby wild and crazy baby theres no one who can move me or do the freaky things you do you set a fire through my body whenever i make love to you come next time that we get together ill probably say these words again but as for now boy when you want me just open up and come on in you know i could ooh ooh ooh wrap my arms around you you know i would ooh ooh ooh squeeze and hold your body tight id tell the world ooh ooh ooh im so glad i found you dont you know baby ooh ooh ooh now tonights the night for love im gonna give my all to you wild and crazy love gonna have a ball with you wild and crazy love im gonna give my all to you wild and crazy love im gonna give it to you give it to you give it to you give it to you baby wild and crazy love im gonna give my all to you wild and crazy love im gonna have a ball with you wild and crazy love im gonna give my all to you wild and crazy love im gonna give it to you give it to you give it to you give it to you baby wild and crazy love i want to slowly take my time with you i want to rap and i want to dine with you i want to drink the finest wine with you and then go wild and crazy i want eyes to meet i want lips to touch i dont think thats asking of too much if you want me like i want you then lets go wild and crazy im gonna give it to you give it to you give it to you give it to you baby wild and crazy i wanna give my all to you wild and crazy love i wanna have a ball with you wild and crazy i wanna give my all to you wild and crazy love i wanna give it to you give it to you give it to you give it to you baby wild and crazy wild and crazy i wanna give my all to you wild and crazy love i wanna have a ball with you wild and crazy i wanna give my all to you wild and crazy love i wanna give it to you give it to you give it to you give it to you baby wild and crazy i wanna give my all to you wild and crazy love i wanna have a ball with you wild and crazy i wanna give my all to you wild and crazy love i wanna give it to you give it to you give it to you give it to you baby wild and crazy
Be Near Me,ABC,Pop,"The message is perfectly simple
The meaning is clear
Don't ever stray too far
And don't disappear
No, don't disappear

Ever had the feeling
Almost broke in two
Said that you were leaving
Like you do, you do

All my dreams came true last night
All my hopes and fears
All my dreams came true once more
In tears, in tears

Be near me, be near
Be near me, be near
Be near

Never had that feeling
Until I first met you
Never felt like kneeling
Now I do, yes, I do
Yes, I do, ooh

All my dreams came true last night
All my hopes and fears
All my dreams came true once more
In tears, in tears

Be near me, be near
Be near me, be near
Oh, be near me, be near
Be near

The message is perfectly simple
The meaning is clear
Don't ever stray too far
And don't disappear
No, don't disappear

Be near me, be near
Be near me, be near
Be near me, be near
Be near me, be near

What's your reputation?
Ecstasy
What's your destination?
Next to me",the message is perfectly simple the meaning is clear dont ever stray too far and dont disappear no dont disappear ever had the feeling almost broke in two said that you were leaving like you do you do all my dreams came true last night all my hopes and fears all my dreams came true once more in tears in tears be near me be near be near me be near be near never had that feeling until i first met you never felt like kneeling now i do yes i do yes i do ooh all my dreams came true last night all my hopes and fears all my dreams came true once more in tears in tears be near me be near be near me be near oh be near me be near be near the message is perfectly simple the meaning is clear dont ever stray too far and dont disappear no dont disappear be near me be near be near me be near be near me be near be near me be near whats your reputation ecstasy whats your destination next to me
Love And Pride,King,"hindi hip hop, desi hip hop, punjabi hip hop","That's what my heart yearns for now
Love and pride
That's what my heart yearns for now
Love and pride

Start your journey, early or maybe later
(Get your boots on)
Look for rainbows (It's cloudy)
Take your hair dryer, blow them all away

In you, I've found a story I want to keep hearing
In you, I see all colours, not just black or white
In you, I find a reason and hope for all dreamers
You are my fill, you're my supply of love and pride

That's what my heart yearns for now
Love and pride
That's what my heart yearns for now
Love and p-p-p-p-pride

Knowing, sensing, seeing, eating, sleeping
(That's just being)
Touchin', testin'
Lovin', wantin' and taking more love and more pride

In you, I've found a story I want to keep hearing
In you, I see all colours, not just black or white
In you, I find a reason and hope for all dreamers
You are my fill, you're my supply of love and pride

That's what my heart yearns for now
Love and pride
That's what my heart yearns for now
Love and pride

Ah-oh-oh-oh-ah-ah-ah-ah-ah-oh
Ah-oh-oh-oh-ah-ah-ah-ah-ah-oh
I'm taking it 'round the world (World)
The world (I'm takin' it 'round the world)
Some love and pride

That's what my heart yearns for now
Love and pride
That's what my heart yearns for now
Love and pride
I said that's what my heart yearns for now
Love and pride
That's what my heart yearns for now
Love and pride, ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh",thats what my heart yearns for now love and pride thats what my heart yearns for now love and pride start your journey early or maybe later get your boots on look for rainbows its cloudy take your hair dryer blow them all away in you ive found a story i want to keep hearing in you i see all colours not just black or white in you i find a reason and hope for all dreamers you are my fill youre my supply of love and pride thats what my heart yearns for now love and pride thats what my heart yearns for now love and pppppride knowing sensing seeing eating sleeping thats just being touchin testin lovin wantin and taking more love and more pride in you ive found a story i want to keep hearing in you i see all colours not just black or white in you i find a reason and hope for all dreamers you are my fill youre my supply of love and pride thats what my heart yearns for now love and pride thats what my heart yearns for now love and pride ahohohohahahahahahoh ahohohohahahahahahoh im taking it round the world world the world im takin it round the world some love and pride thats what my heart yearns for now love and pride thats what my heart yearns for now love and pride i said thats what my heart yearns for now love and pride thats what my heart yearns for now love and pride oohoohoohooh oohoohoohooh
