song_title,artist,simplified_genre,clean_lyrics
Am I Okay?,Megan Moroney,Country,i check my pulse and my hearts still beatin exhale i think im still breathin both feet on the ground but somethings changed ive been playin less black keys baby and my friends swear ive gone crazy i dont know how to act i dont know what to say cause oh my god he walked in like a 62 dream heaven sent he says what he means and he means what he says and hes funny and hes smart and hes good in — good in — maybe love aint always what it was not cryin and dyin and messin me up i think im really happy i think i wanna stay oh my god am i okay who knew guys still brought flowers or picked up the phonе before a last call hour and not cause thеy cheated and not cause they lied and not cause theyre sorta sorry after a fight and wait theres guys that can communicate that arent lookin for a heart to break always thought hell no no way and then oh my god he walked in like a 62 dream heaven sent he says what he means and he means what he says and hes funny and hes smart and hes good in — good in — maybe love aint always what it was not cryin and dyin and messin me up i think im really happy i think i wanna stay oh my god am i okay i dont feel like a sad song soundtrack the old me doesnt know how to feel about that am i okay i think im okay cause oh my god he walked in like a 62 dream heaven sent he says what he means and he means what he says and hes funny and hes smart and hes good in — good in — maybe love aint always what it was not cryin and dyin and messin me up i think im really happy i think i wanna stay oh my god am i okay i check my pulse and my hearts still beatin exhale i think im still breathin
Back To Friends,sombr,Rock,touch my body tender cause the feeling makes me weak kicking off the covers i see the ceiling while youre looking down at me how can we go back to being friends when we just shared a bed how can you look at me and pretend im someone youve never met it was last december you were layin on my chest i still remember i was scared to take a breath didnt want you to movе your head how can we go back to being friеnds when we just shared a bed yeah how can you look at me and pretend im someone youve never met the devil in your eyes wont deny the lies youve sold im holding on too tight while you let go this is casual how can we go back to being friends when we just shared a bed yeah how can you look at me and pretend im someone youve never met how can we go back to being friends when we just shared a bed yeah how can you look at me and pretend im someone youve never met im someone youve never met yeah
Me Jalo,Fuerza Regida & Grupo Frontera,Other,fuerza regida chula qué bellos ojos dime si andas con tu vato soy cero celoso pregunto por mañoso me miente y me hago el tonto dice que eso es especial pero yo soy el otro en su culo lo noto porque a la hora que llamas no es nada normal vi que me pusiste otro nombre en el whats loquita tú me usas pa portarte mal pa’ portarte mal si supieras que por tu culpa me la paso desvelado que tú me llamas cuando se va ese pеlado y yo me jalo mami me encantas dimе qué tranzas si supieran que por tu culpa me la paso desvelado que tú me llamas cuando se va ese pelado que en corto yo me jalo mamita tú me encantas solo dime qué tranza que yo me voy pa allá me voy pa allá me dices ven pa’ acá vente pa acá y ahí te voy pa allá me voy pa allá bien desvelado pero le caigo tú di que voy pa allá me voy pa allá me dices ven pa acá vente pa acá y ahí te voy pa’ allá me voy pa’ allá bien desvelado pero le caigo y esto es grupo frontera fuerza regida porque a la hora que llamas no es nada normal ya vi que me pusiste otro nombre en el whats loquita tú me usas para portarte mal para portarte mal si supieras que por tu culpa me la paso desvelado que tú me llamas cuando se va ese pelado y en corto yo me jalo mamita tú me encantas solo dime qué tranza si supieran que por tu culpa me la paso desvelado que tú me llamas cuando se va ese pelado y en corto yo me jalo mamita tú me encantas solo dime qué tranza que yo me voy pa allá me voy pa’ allá me dices ven pa acá vente pa acá y ahí te voy pa allá te voy pa’ allá bien desvelado pero le caigo tú di que voy pa allá me voy pa allá me dices ven pa acá vente pa acá y ahí te voy pa allá me voy pa allá bien desvelado pero le caigo
Love Me Not,Ravyn Lenae,R&B,see right now i need you ill meet you somewhere now you up now i see you i get you take care now slow down be cool i miss you come here now its yours now keep it ill hold out until now i need you right now once i leave you im strung out if i get you im slowly breaking down and oh its hard to see you but i wish you were right here oh its hard to leave you when i get you everywhere all this time im thinking we could never be a pair oh no i dont need you but i miss you come here and oh its hard to see you but i wish you were right here oh its hard to leave you when i get you everywhere all this time im thinking im strong enough to sink it oh no i dont need you but i miss you come here he love me not he loves me he holds me tight then lets me go he love me not he loves me he holds me tight then lets me go soon as you leave me we always lose connection its gettin messy i fiend for your affection dont loosen your grip got a hold on me now forever lets get back together lord take it so far away i pray that god we dont break i want you to take me up and down and round and round again and oh its hard to see you but i wish you were right here oh its hard to leave you when i get you everywhere all this time im thinking we could never be a pair oh no i dont need you but i miss you come here and oh its hard to see you but i wish you were right here oh its hard to leave you when i get you everywhere all this time im thinking im strong enough to sink it oh no i dont need you but i miss you come here he love me not he loves me he holds me tight then lets me go he love me not he loves me he holds me tight then lets me go he love me not he loves me he holds me tight then lets me go he love me not he loves me he holds me tight then lets me go youre gonna say that youre sorry at the end of the night wake up in the morning everythings alright at the end of the story youre holdin me tight i dont need to worry am i out of my mind and oh its hard to see you but i wish you were right here im losing my mind oh its hard to leave you when i get you everywhere all this time im thinking im strong enough to sink it oh no i dont need you but i miss you come here
Smile,Morgan Wallen,Country,i cant remember the last time you looked as happy as you did tonight your tipsy friend grabbed that bartender gave him her phone and pulled us over there with her he counted to three and baby i havent seen that side of you in forever and i hate its the truth but baby you never do when were alone together it was good to see you smile girl you know its been a while it was good to see you smile even if it was just for the picture they say a pictures worth a thousand words but you aint said onе since you woke up silly me thinkin wе could make it work can you blame me for getting my hopes up you know it took me right back to how it used to be baby seeing us like that is still a little bittersweet but it was good to see you smile girl you know its been a while it was good to see you smile even if it was just for the picture if someone were to see this theyd think everythings alright at least we got a pretty little moment frozen in time it was good to see you smile girl you know its been a while it was good to see you smile even if it was just for the picture even if it was just for the picture
Twilight Zone,Ariana Grande,Pop,did i dream the whole thing was i just a nightmare different dimensions stuck in the twilight zone is this a blackandwhite scene if so then im in the gray one hope you win for best actor cause i had you completely wrong does she know youre not who you say you are cause i might give her a call or was i just not me at all and its not like im still not over you its so strange this i never do not that i miss you i dont sometimes i just cant believe you happened its not like id ever change a thing cause im right here where im meant to be not that id call you i wont sometimes i just cant believe you happened were we just mistaken disguised our intentions our nest was a masquerade masquerade why do i still protect you pretend these songs arent about you songs arent about you hope this might be the last one cause im not fooling anyone does she know youre not who you say you are cause i might give her a call or was i just not me at all and its not like im still not over you its so strange this i never do not that i miss you i dont sometimes i just cant believe you happened its not like id ever change a thing cause im right here where im meant to be not that id call you i wont sometimes i just cant believe you happened its not like im over you its so strange i dont miss you not that i miss you i dont sometimes i just cant believe you happened
Somebody Loves Me,PARTYNEXTDOOR & Drake,R&B,all the girls i know theres somebody who loves me somebody who really loves me who loves me and thats all i need we in miami turnin up another notch a notch we smokin broccoli but she smellin baccarat carat im in her panties tryna get all in her crotch her crotch friends all on my friends and they tryna get got get got her name is angel but shes far from god from god bet it dont pay well to fall in love in love must be the stars but somethings linin up its up thought my exes was bad but you finer finer oh no no no oh oh oh yеah yeah somebody who loves mе in the buildin somebody who feel me in the buildin oh oh oh we throw fifty thou to the ceiling oh yeah oh yeah yeah we in miami turnin up another notch a notch we took the trophy let the shorties take the yacht carat we all in santos i rented out the spot her crotch friends all on my friends and they tryna get got get got her name is angel but she must forgot from god she said her bestie wanna get you home and swap i said im shy baby and thats doin a lot im tryna do more than bust down your watch i need somebody who gon meet me at the top whos out there for me whos out there for me whos out there for me said it dont pay well to fall in love in love i need the stars or somethin linin up its up thought my exbitch was bad but you finer finer oh yeah oh oh oh yeah yeah somebody who loves me in the buildin somebody who feel me in the buildin oh oh oh we throw fifty thou to the ceiling oh yeah i know theres somebody who loves me somebody who really loves me who loves me and thats all i need yeah im holding yall hands real real real real tight when i say this cause i dont feel like fightin but please quit callin them lil oneweek breaks celibacy youre not celibate youre not celibate youre not celibate
Undressed,sombr,Rock,you had a dream you wanted better you were sick of all the holes in your sweater you looked to me and wondered whether i was the lamppost to which you were tethered im lookin at you and youre lookin at me but the glimmer in your eyes is sayin you wanna leave youre sayin to me what youre sayin to me but the glimmer in your eyes is telling me other things i dont wanna get undrеssed for a new person all ovеr again i dont wanna kiss someone elses neck and have to pretend its yours instead i took the train to see my mother i look across the tracks to see you with another theres nothin worse than seein your lover moving on while you still suffer im lookin at you and youre lookin at me but the glimmer in your eyes is sayin you wanna leave youre sayin to me what youre sayin to me but the glimmer in your eyes is telling me other things i dont wanna get undressed for a new person all over again i dont wanna kiss someone elses neck and have to pretend its yours instead and i dont wanna learn another scent i dont want the children of another man to have the eyes of the girl i wont forget i wont forget i dont wanna get undressed for a new person all over again i dont wanna kiss someone elses neck and have to pretend its yours instead i dont wanna get undressed for a new person all over again
Revolving Door,Tate McRae,Pop,my cold heart is finally melting i moved from the east to the west wing i finally think it might be helping oh oh i confess im not that versatile say im good but i might be in denial takes one call and that undoes the dial ah baby i tried to call you off like a bad habit tried to call you off like a bad habit but i keep comin back like a revolvin door say i couldnt want you less but i just want you more so i keep comin back like a revolvin door say i couldnt want you less but i just want you more and more and more and more more more and more and more and more more more shut it down that i tried then you comе come around fuck me good fuck me up thеn i gotta move towns howd i get from the gym to your couch oh how baby i tried to tried to call you call you off like a bad habit yeah tried to tried to call you call you off like a bad habit but i keep comin back oh no like a revolvin door yeah say i couldnt want you less but i just want you more but i keep comin back oh no like a revolvin door yeah say i couldnt want you less but i just want you more and more cant get what i want and more cant get enough of and more you when you make me more more and more cant get what i want and more cant get enough of and more you when you make me more more change my mind so much i cant find it i work so much cant be reminded life feels worse but good with you in it supposed to be on stage but fuck it i need a minute change my mind so much its exhaustin i still think bout that night out in boston im more hurt than i would admit im supposed to be an adult but fuck it i need a minute oh i need a minute i need a minute ooh i need a i need fuck it i need a minute i need a i need a minute i need a minute yeah i need a i need fuck it i need a minute i need a minute ooh i need a minute mm mm
Baile Inolvidable,Bad Bunny,Hip-Hop,pensaba que contigo iba a envejecer en otra vida en otro mundo podrá ser en esta solo queda irme un día y solamente verte en el atardecer si me ven solo y triste no me hablen si me ven solo y triste soy culpable la vida es una fiesta que un día termina y fuiste tú mi baile inolvidable y fuiste tú mi baile inolvidable eheh eheh eheh eheh mientras uno está vivo uno debe amar lo más que pueda pensaba que contigo iba a envejecer en otra vida en otro mundo podrá ser en esta solo queda irme un día y ver pal cielo a ver si te veo caer si me ven solo y triste no me hablen si me ven solo y triste soy culpable la vida es una fiesta que un día termina y fuiste tú mi baile inolvidable no no te puedo olvidar no no te puedo borrar tú me enseñaste a querer me enseñaste a bailar no no te puedo olvidar no no te puedo borrar tú me enseñaste a querer me enseñaste a bailar yeahyeahyeahyeah ey dime cómo le hago pa olvidarte hay un paso nuevo que quiero enseñarte en las noche ya ni puedo dormir lo que hago es soñarte no no te puedo olvidar no no te puedo borrar tú me enseñaste a querer me enseñaste a bailar cómo tú me besabas cómo yo te lo hacía cómo tú me mirabas bellaquito me ponía se siente feo no tenerte cerquita la nueva mama bien pero no es tu boquita mi diabla mi ángel mi loquita mi diabla mi ángel mi loquita ey esto suena cabrón vamo a hacerlo otra ve como anoche como anoche tan tan tanana tanana aprieta chamaquito aprieta ¡ahí ahí ahí vamo allá no no te puedo olvidar no no te puedo borrar tú me enseñaste a querer me enseñaste a bailar ay yo con cualquiera me puedo acostar pero no con cualquiera quiero despertar solo con usted con usted yo bailo con usted na más con usted un beso donde estés donde estés bebé no no te puedo olvidar no no te puedo borrar tú me enseñaste a querer me enseñaste a bailar y yo he tenido muchas novia pero como tú ninguna ya no tengo mi sol me paso en la luna si te pienso me tiro de una eheh mi diabla mi ángel mi loquita mi diabla mi ángel mi loquita eheh
Rather Lie,Playboi Carti & The Weeknd,Hip-Hop,id rather lie than to lose you girl id rather lie than confuse you girl truth is we lapped them they want us gone truth is they cant handle me at the top id rather spare you the details my love oh id rather wake up f1lthy id rather lie than lose you id rather lie swamp izzo hahaha id rather id rather id rather lie than lose you id rather lie id rather id rather id rather lie than lose you she wanna fuck lets make up ex got a problеm tell him say somethin schyeah housе in the hills we can lay up schyeah bae you could stay we could play fun she dont do much just lie anything she want i can get it done hundred thousand racks in the bando schyeah hundred thousand racks in the bando she want a break and i get that she tryna leave told me she— uh said that she leavin she wanna— uh im off a bean its gettin me— uh she bend right back then we bool at the top we could swim in the pool schyeah in the penthouse im lovin on you ha said she fuckin she fuckin with me yeah ha oh you know id lie to you than lose and break your heart id rather tell you a lie than tell you the truth and leave you stuck schyeah how you gon take it this far baby know that you fuck with a star yeah baby know that you fuck with a star yeah id rather lie than to lose you girl id rather lie than confuse you girl truth is we lapped them they want us gone truth is they cant handle me at the top id rather spare you the details my love hahaha oh id rather id rather lie than lose you id rather lie id rather im back on the track gettin off like this im back on the lean ima talk like this im back on that shit ima walk like this house got a view we could fuck like this niggas get mad when i talk this shit niggas be mad cause i offed his bitch hol on this nigga mad cause i fucked her bagged me a cougar im younger im diggin deep like a plunger i took her panties up off her opposites always attract how you happy then get mad schyeah but i want you bad and she wanna make up i might just tell you that this true love give you my kidney wrist philadelphia mine im spendin im off the lean and molly at the same damn time i cant even stay up what wrist in the freezer ima crash out cause you mine ima pull up get behind you all of that ass let me bite that give you my card tell you swipe that it wasnt you its me it aint me its you i know its hard to see but id rather lie than lose id rather id rather id rather id rather lie than to lose you girl swamp izzo hahaha id rather lie than confuse you girl truth is we lapped them they want us gone truth is they cant handle me at the top id rather spare you the details my love oh id rather id rather lie than lose you id rather lie wake up f1lthy id rather id rather id rather lie than lose you id rather lie id rather id rather id rather lie than lose you
The Giver,Chappell Roan,Pop,two three aint got antlers on my walls but i sure know mating calls from the stalls in the bars on a friday night and other boys may need a map but i can close my eyes and have you wrapped around my fingers like that so baby when you need the job done you can call me baby cause you aint got to tell me its just in my nature so take it like a taker cause baby im a giver aint no need to hurry cause baby i deliver aint no country boy quitter i get the job done i get the job done girl i dont need no lifted truck revvin loud to pick you up cause how i look is how i touch and in this stripmall town of dreams good luck finding a man who has the means to rhinestone cowgirl all night long so baby if you never had one call me baby yeah cause you aint gotta tell me its just in my nature so take it like a taker cause baby im a giver aint no need to hurry cause baby i deliver aint no country boy quitter i get the job done i get the job done nanana na nananana nanana na nananana nanana na nananana nanana she gets the job done nanana na nananana nanana na nananana she gets the job done nanana na nananana nanana cause you aint gotta tell me its just in my nature so take it like a taker cause baby im a giver aint no need to hurry cause baby i deliver aint no country boy quitter i get the job done i get the job done i get the job done i get the job done i get the job done yes maam yes i do youre welcome
Peekaboo,Kendrick Lamar Featuring AzChike,Hip-Hop,give a helping hand to your fellow men oh my— ayy what look what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin hm ayy what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin hm peekaboo i just put them boogers in my chain peekaboo eightypointers like a kobe game peekaboo 762sll make em plank peekaboo poppin out you better not smut my name peekaboo put two foreigns on the 405 peekaboo cacio e pepe if im doin pasta peekaboo why you actin tough on ig live peekaboo you know my lil niggas off they rocker peekaboo surprisе bitch its that nigga checkin cheese peekaboo let mе facetime my opp bitch im up the street peekaboo yeah its az im puttin somethin to sleep peekaboo he on the ground i praise god and start stompin feet peekaboo i put ten on his face bitch my shooter playin peekaboo i hit it from the back i told her move her hands peekaboo then slide my thumb in it where her uh at peekaboo im on your top im with dot bitch dont look back what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin hm hey hey hey hey hey hey hey thats my bitch hey hey hey hey hey hey hey thats my bitch hey hey hey hey with all that fake shit hey hey hey hey aint the one to play with hey hey hey hey hey pull off in a lam doublepark it all at tams mr getoffonyourmans if he hatin disrespect you better follow up with hands losses to the neck but now im trophied up im sayin like bingbopboomboomboombopbam the type of shit im on you wouldnt understand the type of skits im on you wouldnt understand bigdog business i would not hold your hand brokebitch business i could not be your man never got his ass whooped until we opened up that can damn alleyoop me bands ima slam jam freak bitch i like my mac touchin yams play that opp shit around me ima tell you turn it off heard what happened to your mans not sorry for your loss shouldve prayed before them shooters came and nailed him to the cross i let your boy get a pass bitch you lucky he soft for real what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin hm ayy what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin hm peekaboo
BMF,SZA,Hip-Hop,young and fine and dark and handsome the boy from south detroit keep bossing and i cant keep my panties from dropping hes so fly fly going too fast dont hurt yourself i cant keep up with all the lies you tell yourself you kinda cute but play too much dont play yourself im not the one but we can still pretend this can be my man you say you feel different when you with me tell me anything compliment my energy its different laying next to me all i ask is dont make me pull up and get to dumping you know i cant give no fucks you know im with all the ruckus can you young and fine and dark and handsome the boy west side of compton camе walking in i cant keep my panties from dropping hes so fly fly ooh he bossy ooh hе crip walkin took me to slauson and he slut me out and when i got a problem he get to packing he bout all that action call him mr handle it you know im hella different from them chickens you been trickin on i can be your ride or die get down your strongest bone trust me boy im good in every hood trickin finna fall in backwards im just tryna show you what it would be like if you my man young and fine and dark and handsome the boy from south of somewhere came walking in and i cant keep my panties from dropping hes so fly fly blowin money fast it wont last ohwoah tryna make it last oohoh blowin money fast we might crash mmm ill make it last well be— ohoh ecstasy is just a pill away pop it up or you could screw today im just tryna hear you say my name love to play your ruler be your jane you could be my tarzan toss me up other hoes is lacking call me up know my baby packing why im stuck thats why he my man young and he fine and he tall and he handsome talkin so fine i might hold it for ransom put it in drive im not shy i might let ya cruise all night blowin money fast it wont last ohwoah tryna make it last oohoh blowin money fast we might crash mmm ill make it last well be— ohoh
Fix What You Didn't Break,Nate Smith,Country,i was a tenyear train wreck with a lastcall longneck i was searchin id been hurt real bad movin on gettin sidetracked one step forward and five back not your fault i was scared to fall and i dont know why why you saw somethin in me baby girl but you saw right through all the pain and you came and saved me yeah i know you didnt leave me lonely werent the one that put the heartbreak on me picked up the pieces it wasnt the mess that you made couldve left me just the way you found me but you came and put your wings around me girl you went out of your way to fix what you didnt break you were the star in the pitch black shine the way on the way back out of nowhere answered all my prayers picked up the towel that i threw in took in a heart that was ruined showed me the past aint a tattoo loved me even when you didnt have to yeah i know you didnt leave me lonely werent the one that put the heartbreak on me picked up the pieces it wasnt the mess that you made couldve left me just the way you found me but you came and put your wings around me girl you went out of your way to fix what you didnt break to fix what you didnt break and i dont know why why you saw somethin in me baby girl but you saw right through all the pain and you came and saved me yeah i know you didnt leave me lonely werent the one that put the heartbreak on me picked up the pieces it wasnt the mess that you made couldve left me just the way you found me but you came and put your wings around me girl you went out of your way to fix what you didnt break to fix what you didnt break
Holy Smokes,Bailey Zimmerman,Country,well i was only scared of the devil and her dad so wed park somewhere we knew theyd never look no i never seen nothin like her playing with the flame on her mommas lighter no it wasnt very long fore i was hooked heaven was a preachers spot in that first church parking lot her hangin onto me like the cross on a rearview does her eyes were blue thе words were red on that half pack of cigarеttes at seventeen thats what hallelujah was life wasnt heavy in the back of that chevy me her and the holy ghost somethin bout us hell of a rush fallin in love lightin up them holy smokes oh oh theyd run us off but wed come runnin back and wed pick up where we left off the night before she said how pissed off would your mama be if we walked in there and you married me even if we never made it through them old wood doors heaven was a preachers spot in that first church parkin lot her hangin onto me like the cross on the rearview does her eyes were blue the words were red on that half pack of cigarettes at seventeen thats what hallelujah was life wasnt heavy in the back of that chevy me her and the holy ghost somethin bout us hell of a rush fallin in love lightin up them holy smokes oh oh nothin bout those nights felt like sinnin and jesus forgives but i cant forget when heaven was a preachers spot in that first church parkin lot her hangin onto me like the cross on the rearview does her eyes were blue the words were red on that half pack of cigarettes at seventeen thats what hallelujah was life wasnt heavy in the back of that chevy me her and the holy ghost somethin bout us hell of a rush fallin in love lightin up them holy smokes oh oh
Somethin' 'Bout A Woman,Thomas Rhett Featuring Teddy Swims,Pop,no it aint the moon nah it aint the band only one thing thatd make me do this kinda dance nah it aint this wine thats got me buzzin im flyin high and its all because theres somethin bout a woman somethin bout the way they bring ya to your knees somethin bout a woman somethin bout a woman does somethin to me ooh ooh never used to beg never used to plead yeah settling down just wasnt for me wasnt the type that would rush in thought i was good but i wasnt lord i cant even function now man theres somethin bout a woman somethin somethin bout the way thеy bring ya to your knees somethin bout a woman somethin somethin bout a woman doеs somethin to me make your heart start to beat make you sweat make you dream lose your mind lose your sleep pushin me doin things i thought i couldnt aw theres just somethin bout a woman theres somethin bout em theres somethin bout em theres somethin bout em that sets you free mm theres somethin bout em theres somethin bout em somethin bout the one that you sent to me ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh theres somethin bout a woman somethin oh theres somethin bout the way they bring ya to your knees somethin bout a woman somethin somethin bout a woman does somethin to me ooh ooh ooh ooh somethin bout a woman ooh ooh ooh ooh theres somethin bout a woman
Te Queria Ver,Aleman X Neton Vega,Unknown,te quería ver solo un ratito volverte a tener un momentito pero te quería ver solo un ratito volverte a tener eh te necesito le tiré por el insta solo le dije hola mami vamos a vernos extraño mucho esa cola yo te voy a cuidar aquí cargo una tola y pa comprarte todo tengo un chingo de dollars me dicen el patrón mami tú eres la patrona me pongo belicón tú te pones belicona así quería tenеrte de frentе en persona mátame las ganas porque tú eres mi matona dame tu mano los dos juntos volamos locos estamos baby ¿cuándo nos damos ay no paro no deja de menearlo no sé qué tú tienes hay que seguirnos mirando te quería ver solo un ratito volverte a tener un momentito pero te quería ver solo un ratito volverte a tener te necesito te quería ver solo un ratito volverte a tener un momentito pero te quería ver solo un ratito volverte a tener te necesito no te voa contar lo que va a pasar mensajeamo mucho y no pasa na vente de una ve que te va a gutar ponte en modo avión deja el celular mija te mandé la ubi ya tengo listo el hotel sabes que ya tiene marcado mi besos en tu piel aquí traigo tu fragancia hace dos días era cartier me gusta machín el versace pero me encanta el chanel si estamos en la cama siempre hacemos magia yeah te espero en el hotel o en la homegrown mafia oh para hacerte reir pa eso tengo gracia yeah yeah yeah las bolsas que te pido ya vienen de italia oh el cuarto está caliente que parece un sauna yeah conmigo te vas a olvidar de to los traumas ando tan elevado que ya veo tu aura tú eres la única droga que me pone en calma ah ah te quería ver solo un ratito volverte a tener un momentito pero te quería ver solo un ratito volverte a tener te necesito
Friends Like That,John Morgan Featuring Jason Aldean,Country,the suns gone down since you got gone i bet you think im still sitting here alone all tore up like a whiskey label starin at the key that you left on the table hate to tell you baby but you got it wrong i aint missing you like crazy im keepin better company lately im doing alright for the shape im in sitting by the fire with some damn good friends willie on my left jack on my right blowin that smoke on a friday night waylon turned up on the jbl girl you probably think im going through hell but i dont care if you never come back cause who needs you when i got friends like that about this time you and id be tangled up yeah but thats alright this fires been keeping me warm enough holding onto you girl who needs that i got a whiteknuckle grip on a whiskey glass when it gets down to ice i just fill it back up on my own girl i might lose it but i got buds to get me through it im doing alright for the shape im in sitting by the fire with some damn good friends willie on my left jack on my right blowin that smoke on a friday night waylon turned up on the jbl girl you probably think im going through hell but i dont care if you never come back cause who needs you when i got friends like that yeah i got friends like that mm yeah telling me i dont need you no more telling me i dont need you no more this kinda thing is what friends are for this kinda thing is what friends are for willie on my left jack on my right im blowin that smoke on a friday night doing alright for the shape im in sitting by the fire with some damn good friends willie on my left jack on my right blowin that smoke on a friday night waylon turned up on the jbl girl you probably think im going through hell but i dont care if you never come back cause who needs you when i got friends like that yeah girl i got friends like that yeah i got friends like that
Loco,Neton Vega,Other,ey cholo yo no me equivoco si monto un reggaetón ese culo lo rebotoboto ya préndela güey ya aquí traigo una de ley que lo poco que sé me lo enseñó el sensei ey cholo yo no me equivoco si monto un reggaetón ese culo lo rebotoboto ya préndela güey ya aquí traigo una de ley que lo poco que sé me lo enseñó el sensei mamacita nuevamente déjame probar un poco lе caigo de repentе yo soy el que la sofoco mi suegra no me quiso francamente yo tampoco a la doña le dijeron que andaba fumando fogo y aunque ya no somos nada pero si quiere la toco sale muy de zapatillas con su vestidito corto dicen que yo nunca cambio que traigo los ojos rojos saco coche bomba y sale el humo por el quemacoco y no y no no me digas que no si yo sé bien sé bien que te gusto y no y no no me digas que no si yo sé bien sé bien que te gusto me dijo tu amiga que tienes el cora roto desde que ando libre me la paso bien loco melday no necesito tus polvo me prestaron otros y otra vez ando bien coco me dijo tu amiga que tienes el cora roto desde que ando libre me la paso bien loco melday no necesito tus polvo me prestaron otros y otra vez ando bien coco si me llamas ya sabes que te robo como siempre ya sabe que estoy solo si me llama ya sabes que te robo como siempre ya sabe que estoy solo me dijo tu amiga que tienes el cora roto desde que ando libre me la paso bien loco melday no necesito tus polvo me prestaron otros y otra vez ando bien coco me dijo tu amiga que tienes el cora roto desde que ando libre me la paso bien loco melday no necesito tus polvo me prestaron otros y otra vez ando bien coco si me llamas ya sabes que te robo como siempre ya sabe que estoy solo si me llama ya sabes que te robo como siempre ya sabe que estoy solo ya sabes que estoy solo me dijo tu amiga que tienes el cora roto desde que ando libre me la paso bien loco melday no necesito tus polvo me prestaron otros y otra vez ando bien coco polvo me prestaron otros y otra vez ando bien coco
Texas,Blake Shelton,Country,she cut me loose and caught herself a somewhere wind i havent heard a word and havent seen her since she disappeared quicker than this double shot of jim cause everybody at the bar started askin hows your girl she aint my girl where she been i aint quite sure good question no tellin but im bettin shes probably in texas amarillo all i know george strait said it yeah thats where all them exes go if she aint with me out here in tennessee then i dont know where shes headed if im guessin i reckon shes probably in texas shes probably in texas she might be down in georgia at her mamas for the week could be carolina california somethings tellin me shes somewhere in the lone star state with all the rest yeah that one king song knows best shes probably in texas amarillo all i know george strait said it yeah thats where all them exes go if she aint with me out here in tennessee then i dont know where shes headed if im guessin i reckon shes probably in texas shes probably in texas hows your girl she aint my girl where she been i aint quite sure good question no tellin but im bettin shes probably in texas amarillo all i know george strait said it yeah thats where all them exes go if she aint with me out here in tennessee then i dont know where shes headed if im guessin i reckon shes probably in texas shes probably in texas shes probably in texas shes probably in texas
Happen To Me,Russell Dickerson,Country,i dont know who broke up with who but shes in here chasin tequila with high noon dont know how long shes been movin on maybe five weeks or five minutes but it cant be too long and we did that whats your name thing where you from and whats your favorite drink she said shut up come and dance with me and now shes singin girls just wanna have fun at the top of her lungs dont even know shes bout to wreck someone and boys im in trouble now aint even tryna get out so come on baby take me down down down yeah dont know what happened tonight dont know what happened last week dont know what happеned to her but shes bout to happеn to me happen to me she bout to happen to me shell probably be the one that got away but right now im takin every second i can take so we keep talkin and we keep drinkin oh and i keep on fallin and she keeps on singin girls just wanna have fun at the top of her lungs dont even know shes bout to wreck someone and boys im in trouble now aint even tryna get out so come on baby take me down down down yeah dont know what happened tonight dont know what happened last week dont know what happened to her but shes bout to happen to me oh we keep on talkin and we keep on drinkin and i keep on fallin she keeps on singin girls mmm girls mmmmmm oh girls just wanna have fun at the top of her lungs dont even know shes bout to wreck someone wreck someone and boys im in trouble now aint even tryna get out so come on baby take me down down down yeah dont know what happened tonight dont know what happened last week dont know what happened to her but shes bout to happen to me she bout to happen mmm she bout to happen yeah she bout to she bout to she bout to
Your Way's Better,Forrest Frank,Christian,when i’m overwhelmed within from the weight of all my sin i need a friend to call my own i need a house to call my home when i’m broken down inside and there’s nowhere else to hide i need a place where i feel known can someone help me then i hear your reply bringing teardrops to my eyes saying i’m not alone oh lord i need you now more than ever would you put my heart back together i searched the world till my hеad hurt just to find out your way’s better ohoh your ways bettеr ohoh your ways better oh lord your ways better jesus your ways better lord i am so thankful for the ways that you blessed me everything you say making waves like a jetski you love every part of me even when i was messy now i see the heart in your beauty so i can finally sing jehovahjireh provider your way always gets me higher even on my darkest days you’re a lighter my messiah oh lord i need you now more than ever would you put my heart back together i searched the world till my head hurt just to find out your way’s better ohoh your ways better ohoh your ways better oh lord your ways better jesus mmm lord i need you now more than ever would you put my heart back together i searched the world till my head hurt just to find out your way’s better ohoh your ways better ohoh your ways better oh lord your way’s better jesus your ways better ohhohh your ways better ohhohh your ways better ohhohh your ways better jesus your ways better it’s better better better it’s better better better it’s better better better it’s better than the rest
