song_title,artist,simplified_genre,clean_lyrics
And We Danced,Hooters,Rock,wow hey hey she was a bebop baby on a hard days night she was hangin on johnny he was holdin on tight oh i could feel her coming from a mile away there was no use talking there was nothing to say when the band began to play and play and we danced like a wave on the ocean romanced we were liars in love and we danced swept away for a moment by chance and we danced and danced and danced skah i met my bebop baby at the union hall she could dance all night and shake the paint off the wall but when i saw her smile across a crowded room yeah well i knew wed have to leave the party soon as the band began to play out of tune and we danced like a wave on the ocean romanced we were liars in love and we danced swept away for a moment by chance and we danced and danced and danced yeah and we danced the endless beat shes walkin my way hear the music fade when she says are we getting too close do we dare to get closer the room is spinning she whispers my name and we danced like a wave on the ocean romanced we were liars in love and we danced swept away for a moment by chance and we danced and danced and we danced like a wave on the ocean romanced we were liars in love and we danced swept away for a moment by chance and we danced and danced and danced and danced and danced and danced and danced and danced and danced ow whoa and we danced and we danced hey oh and we danced come on baby hey and we danced and danced and danced and danced and danced and danced and danced and danced and danced hey yeah oh and we danced oooh ooh and we danced
First Night,Survivor,Rock,we will remember this first night forever after all the songs fade away and the stage fades to gray and we will remember this first night together well recall the things that we said all the foolish dreams in our head on the night we met im searching your eyes have i seen you somewhere youre filling my thoughts with a strange intrigue i rivet my glance to your every movement i got a notion your loves in a whole different league tell me your name whats your persuasion your first impression of this whole occasion and this night shall be the first night and first nights were made for love i can taste the action in the air tonight hearts are poundin as the sparks ignite and this night shall be remembered long after the musics gone and well reminisce on the things we said and well fall in love again in the air i can sense a strong attraction emotions run wild are we on the verge we got a hotline to satisfaction i got the answer if you got the urge my motor is hot im feeling elation you came in the night with the right temptation and this night shall be the first night and first nights were made for love i can taste the action in the air tonight hearts are poundin as the sparks ignite and this night shall be remembered long after the musics gone and well reminisce on the things we said and well fall in love again we will remember this first night forever well recall the things that we said all the foolish dreams in our head and this night shall be the first night and first nights were made for love i can taste the action in the air tonight hearts are poundin as the sparks ignite and this night shall be remembered long after the musics gone and well reminisce on the things we said and well fall in love again
Wild And Crazy Love,Mary Jane Girls,Disco,wild and crazy love wild and crazy love wild and crazy love wild and crazy baby youve got a sexy body i think i ought to tell you so you look so deep and so delicious id kiss you from your head to toe if theres a chance i could romance you id make you scream in sheer delight id give you so much love and pleasure youd want to make love every night you know i could ooh ooh ooh wrap my arms around you you know i would ooh ooh ooh squeeze and hold your body tight id tell the world ooh ooh ooh im so glad i found you dont you know baby ooh ooh ooh now tonights the night for love im gonna give my all to you wild and crazy love gonna have a ball with you wild and crazy love im gonna give my all to you wild and crazy love im gonna give it to you give it to you give it to you give it to you baby wild and crazy baby theres no one who can move me or do the freaky things you do you set a fire through my body whenever i make love to you come next time that we get together ill probably say these words again but as for now boy when you want me just open up and come on in you know i could ooh ooh ooh wrap my arms around you you know i would ooh ooh ooh squeeze and hold your body tight id tell the world ooh ooh ooh im so glad i found you dont you know baby ooh ooh ooh now tonights the night for love im gonna give my all to you wild and crazy love gonna have a ball with you wild and crazy love im gonna give my all to you wild and crazy love im gonna give it to you give it to you give it to you give it to you baby wild and crazy love im gonna give my all to you wild and crazy love im gonna have a ball with you wild and crazy love im gonna give my all to you wild and crazy love im gonna give it to you give it to you give it to you give it to you baby wild and crazy love i want to slowly take my time with you i want to rap and i want to dine with you i want to drink the finest wine with you and then go wild and crazy i want eyes to meet i want lips to touch i dont think thats asking of too much if you want me like i want you then lets go wild and crazy im gonna give it to you give it to you give it to you give it to you baby wild and crazy i wanna give my all to you wild and crazy love i wanna have a ball with you wild and crazy i wanna give my all to you wild and crazy love i wanna give it to you give it to you give it to you give it to you baby wild and crazy wild and crazy i wanna give my all to you wild and crazy love i wanna have a ball with you wild and crazy i wanna give my all to you wild and crazy love i wanna give it to you give it to you give it to you give it to you baby wild and crazy i wanna give my all to you wild and crazy love i wanna have a ball with you wild and crazy i wanna give my all to you wild and crazy love i wanna give it to you give it to you give it to you give it to you baby wild and crazy
Be Near Me,ABC,Pop,the message is perfectly simple the meaning is clear dont ever stray too far and dont disappear no dont disappear ever had the feeling almost broke in two said that you were leaving like you do you do all my dreams came true last night all my hopes and fears all my dreams came true once more in tears in tears be near me be near be near me be near be near never had that feeling until i first met you never felt like kneeling now i do yes i do yes i do ooh all my dreams came true last night all my hopes and fears all my dreams came true once more in tears in tears be near me be near be near me be near oh be near me be near be near the message is perfectly simple the meaning is clear dont ever stray too far and dont disappear no dont disappear be near me be near be near me be near be near me be near be near me be near whats your reputation ecstasy whats your destination next to me
Love And Pride,King,Hip-Hop,thats what my heart yearns for now love and pride thats what my heart yearns for now love and pride start your journey early or maybe later get your boots on look for rainbows its cloudy take your hair dryer blow them all away in you ive found a story i want to keep hearing in you i see all colours not just black or white in you i find a reason and hope for all dreamers you are my fill youre my supply of love and pride thats what my heart yearns for now love and pride thats what my heart yearns for now love and pppppride knowing sensing seeing eating sleeping thats just being touchin testin lovin wantin and taking more love and more pride in you ive found a story i want to keep hearing in you i see all colours not just black or white in you i find a reason and hope for all dreamers you are my fill youre my supply of love and pride thats what my heart yearns for now love and pride thats what my heart yearns for now love and pride ahohohohahahahahahoh ahohohohahahahahahoh im taking it round the world world the world im takin it round the world some love and pride thats what my heart yearns for now love and pride thats what my heart yearns for now love and pride i said thats what my heart yearns for now love and pride thats what my heart yearns for now love and pride oohoohoohooh oohoohoohooh
Down On Love,Foreigner,Rock,some people stay all alone and hide they dont even want to know the reason why theyve given up on finding someone new but new love comes its going to come for you when true love comes its going to comfort you now you say youve got a broken heart you ought to know this side of love can leave you torn apart dry your eyes because your hearts gonna mend and maybe tonight youll fall in love again yeah maybe tonight youll fall in love again but i know i know that youre down on love but youre wrong so wrong to be down on love now love seems so far away your skies are so cloudy and the tears come like falling rain face up to it and dont pretend and maybe tonight youll fall in love again yeah maybe tonight youll fall in love again just once in a life youll realize when love takes two only one heart cries in matters of the heart you better know before you start you cant get down on love so always be prepared to be alone and a little scared but never down on love you see you cant stay down forever girl down on love come on now dont get down on love this aint right baby no down on love dont you go through life living down on love down on love dont you go through life living down on love down on love dont you go through life down on love down on love
Lay It Down,Ratt,Rock,i know you dont really know me i know you dont really care to see me im into total affection not bein scared if you never please me you know you really want to lay it down right now and how i know you really want to lay it down right now lay it down lay it down lay it down lay it down under the sheets you will find me i know that nothings for free you take whats good for your pleasin ill take whats good for this crazy evening you know you really want to lay it down right now and how i know you really want to lay it down right now lay it down lay it down lay it down lay it down lay it down lay it down lay it down lay it down i know you only want romance ill give you all that i can if you give me just one chance to prove myself and my love lay it down lay it down lay it down lay it down lay it down lay it down oh yeah lay it down yeah yeah yeah lay it down lay it down lay it down lay it down lay it down oh yeah lay it down lay it down hey lay it down lay it down
Sunset Grill,Don Henley,Rock,lets go down to the sunset grill we can watch the working girls go by watch the basket people walk around and mumble stare out at the auburn sky theres an old man there from the old world to him its all the same calls all his customers by name down at the sunset grill down at the sunset grill down at the sunset grill down at the sunset grill you see a lot more meanness in the city its the kind that eats you up inside hard to come away with anything that feels like dignity hard to get home with any pride these days a man makes you somethin and you never see his face but there is no hiding place down at the sunset grill down at the sunset grill down at the sunset grill down at the sunset grill respectable little murders pay they get more respectable every day dont worry girl im gonna stick by you and someday soon were gonna get in that car and get outta here lets go down to the sunset grill watch the working girls go by watch the basket people walk around and mumble gaze out at the auburn sky maybe well leave come springtime meanwhile have another beer what would we do without all these jerks anyway besides all our friends are here down at the sunset grill down at the sunset grill down at the sunset grill down at the sunset grill
You Look Marvelous,Billy Crystal,Other,and you know who you are come on lets mingle so nice to see you throw your hips into the air like cyd charisse and fred astaire lets crazy go nuts just looking into your eyes darling i can tell that you have the legs of a dancer so bring those legs and the rest of your body over here and be nandos private prancer darling i got to tell you something and i dont say this to everybody you look marvelous absolutely marvelous you know my dear my father used to say to me nando dont be a schnook its not how you feel its how you look he was marvelous but you darling you look marvelous absolutely marvelous and this is from my heart which is deep inside my body its better to look good than to feel good get down lets rap fernando darlings whos marvelous try me cyndi lauper marvelous tina turner still marvelous jayne meadows shes marvelous grace jones humongous cher marvelous chaka khan marvelous vanity marvelous apollonia ditto madonna her belly button is absolutely marvelous im about to lose control and i think i like it oh look theres sting looking for his last name in the dip i am what love is all about ive got american teeth and a spanish mouth please hold me while i tango so my dear its been a blast you were not my first you wont be my last ciao ive got to mambo nothing lasts forever darling but its not the end of the world when i was fired by paramount they were still mgm i love you young people today with your rock and roll like that eddie van heflin van halen whatever when i look into your eyes darling i see the reflection of me look at me dancing around in there i look marvelous absolutely marvelous you know darling i love dancing dancing to me is like standing still only faster do you know what im saying to you my dear do you understand the term full grown midget must be me there are eight million stories in the naked city darling lets be two of them im kidding you im a kidder lets you and i go back to my private hideaway you put on some soft music ill put on my spiderman pajamas and well do things im going to tell my friends we did anyway darling im worried about the cabbage patch kids i mean when they grow up will they be confused that these people are not their real parents you know i went to a madonna concert and the people come dressed like her with the navel showing and the brassiere and the ties with the pantyhose and the beauty mark and these were some of the guys i tell you this rock and roll is really nuts if a train is leaving chicago at eleven am in the morning with five thousand pounds of bluefish and another train is leaving phoenix at exactly the same time and bert convy is still hosting tattle tales
Tonight It's You,Cheap Trick,Pop,you cant win cause time cant lose so stop so stop what youre doin start on something new dont no dont dont be hypnotized dont start thinkin with your eyes i dont know why you mean that much to me you dont know what it feels like lovin you we all know a change is good for you thats all right gotta do what you gotta do anyway all i want is a place in your heart to fall into all i need is someone to love and tonight its you tonight its you times not sleeping and time wont lose you cant win cause time cant lose so stop so stop what youre doin start on something new dont no dont dont be hypnotized dont start thinkin with your eyes i dont know why you mean that much to me you dont know what it feels like lovin you we all know a change is good for you thats all right gotta do what you gotta do anyway all i want is a place in your heart to fall into all i need is someone to love and tonight its you tonight its you come to my world come away with me smile with your eyes so i can see i dont know why you mean that much to me you dont know what it feels like lovin you we all know a change is good for you thats all right gotta do what you gotta do anyway all i want is a place in your heart to fall into all i need is someone to love and tonight its you tonight its you tonight its you all i want is a place in your heart to fall into all i need is someone to love and tonight its you tonight its you tonight its you tonights its you
Sentimental Street,Night Ranger,Rock,whatcha doin out there who you tryin to be i know what youre thinking cause ive been there myself ive been kicked so many times i dont know nothin else still i noticed your urgency and recognized the flair that ya got from chasin all those east coast dares and ive seen it before it happens time and again all cut up inside yet youre caught in a spin out on sentimental street in the avenues take a good hard look there aint nothin ever new out on sentimental street in the avenues will you ever find out guess ill leave it up to you saw you dancin out at madame wong twos you did the same two steps that i taught you back in june heard you dined last night at conte razors café did you get your fill did you think you had to pay still i noticed your urgency and recognized the pain and im sure its the same you feel again and again and i wish i could get us that second chance but youre having too much fun with your sudden romance out on sentimental street in the avenues take a good hard look there aint nothin ever new out on sentimental street in the avenues will you ever find us guess ill leave it up to you out on sentimental street in the avenues take a good hard look there aint nothin ever new out on sentimental street in the avenues will you ever find us guess ill leave it up to you sentimental street in the avenues oh take a good hard look there aint nothin ever new out on sentimental street in the avenues will you ever find us guess ill leave it up to you saw you walking out on sentimental street whatcha doin out there who you tryin to be out on sentimental street in the avenues will you ever find us guess ill leave it up to you
Jesse,Julian Lennon,Pop,jesses in a new low rider outside franks drivein hes there with juanita and the gang but nodding out again jesse youre a fool to yourself cause you wont stop you cant take it with you jesse youre losing yourself ooh dont be a fool again there may not be a next time ooh dont be a fool again jesse jesse theres a whole world out there that you cant ignore but nickel bags and chromelined cars is that all that you want jesse you cant get their respect if you dont stop you dont even want to jesse youre losing yourself
Summertime Girls,Y&T,Hip-Hop,just wanna watch the girls goin by its like poetry in motion against a hot summer sky im in love yeah yeah at least every minute or two until the next time a girl walks by i think i love her too oh i i cant help myself but i just lose my head every time you see em walkin by summertime girls you make my whole world go around summertime girls and when you lift me up i never come down oh no shes hot i dig her wiggle and oh that shake you can read that body language yeah a million miles away sometimes i yeah yeah come on just a bit a bit too strong but i just like to pretend yes that i can have em all no time time to catch my breath so easily impressed it doesnt matter if its day or night summertime girls you make my whole world go around summertime girls but when you lift me up i never come down no no come here girls summertime girls you make my whole world go around summertime girls when you lift me up i never come down no no summertime girls oh baby you make my whole world go around summertime girls the way you lift me up i never come down no no summertime girls summertime girls summertime girls you make my whole world go around summertime girls
Looking Over My Shoulder,'Til Tuesday,Other,if im calling you out of the blue its because its neverending and if im dragging out pictures of you its because im only pretending and if im looking over my shoulder its just because i hope youll be there and if im looking older and older its cause i know i havent a prayer when im wearing my heart on my sleeve it wears out after a fashion oh and im finding it hard to believe your wholehearted lack of compassion and if im looking over my shoulder its just because i hope youll be there and if im looking older and older its cause i know i havent a prayer and if im looking over my shoulder its just because i hope youll be there and if im looking older and older its cause i know i havent a prayer and if im looking over my shoulder its just because i hope youll be there and if im looking older and older its cause i know i havent a prayer
Raspberry Beret,Prince And The Revolution,Rock,originally demoed in 1982 the track was greatly reworked by the time it was released reflecting the… read more one two one two three uh yeah i was working part time in a fiveanddime my boss was mr mcgee he told me several times that he didnt like my kind cause i was a bit too leisurely seems that i was busy doing something close to nothing but different than the day before thats when i saw her ooh i saw her she walked in through the out door out door she wore a raspberry beret the kind you find in a secondhand store raspberry beret and if it was warm she wouldnt wear much more raspberry beret i think i love her built like she was she had the nerve to ask me if i planned to do her any harm so look here i put her on the back of my bike and uh we went riding down by old man johnsons farm i said now overcast days never turned me on but something bout the clouds and her mixed she wasnt too bright but i could tell when she kissed me she knew how to get her kicks she wore a raspberry beret the kind you find in a secondhand store raspberry beret and if it was warm she wouldnt wear much more raspberry beret i think i love her the rain sounds so cool when it hits the barn roof and the horses wonder who you are thunder drowns out what the lightning sees you feel like a movie star listen they say the first time aint the greatest but i tell you if i had the chance to do it all again ooh i wouldnt change a stroke cause baby im the most with a girl as fine as she was then raspberry beret oh the kind you find the kind you find the kind you find in a secondhand store oh no no raspberry beret and if it was warm where have all the raspberry women gone she wouldnt wear much more yeah raspberry beret aah i think i i think i i think i love her raspberry beret no no no no no no the kind you find in a secondhand store raspberry beret tell me where have all the raspberry women gone and if it was warm she wouldnt wear much more raspberry beret ooh uh i think i love
Dancin' In The Key Of Life,Steve Arrington,Disco,thinking of you get out of bed and put on my dancing shoes hey hey i dont have a worry not a care in the world im dancing in time with my favorite girl dont you know that dancing feet dancing in the key of life dancing feet dancing in the key of life dancing feet dancing in the key of life dancing feet dancing in the key of life working monday to friday waiting for my payday go to church on sunday where i kneel to pray you know it i thank god for making my dreams come true when the demon tries to make a play you know you always pulled me through oh oh my dancing feet are nothing without the spirit within i know im gonna be there when the saints go marching in im just out here grooving to the universes heartbeat just want to spread some joy to all the people i meet the good news of the father you just cant ignore uh uh when the fight starts to hit you you want more and more and more now my dancing feet are nothing without the spirit within yeah i know im gonna be there when the saints go marching in oh oh dancing feet dancing in the key of life from generation to generation dancing feet dancing in the key of life dancing feet dancing in the key of life dancing feet dancing in the key of life
A View To A Kill,Duran Duran,Pop,meeting you with a view to a kill face to face in secret places feel the chill nightfall covers me but you know the plans im making still overseas could it be the whole earth opening wide a sacred why a mystery gaping inside a week is why until we dance into the fire that fatal kiss is all we need dance into the fire to fatal sounds of broken dreams dance into the fire that fatal kiss is all we need dance into the fire the choice for you is the view to a kill between the shades assassination standing still the first crystal tears fall as snowflakes on your body first time in years to drench your skin in lovers rosy stain a chance to find the phoenix for the flame a chance to die but can we dance into the fire that fatal kiss is all we need dance into the fire to fatal sounds of broken dreams dance into the fire that fatal kiss is all we need dance into the fire when all we see is the view to a kill
All Of Me For All Of You,9.9,Hip-Hop,all of me for all of you nothing less will ever do i cant give you all of me not for half of you all of you for all of me thats the way its got to be i wont give you all of me not for half of you this is the beginning of a love for us were holding squeezing talking that lovey stuff i need you want you hoping anyone should be allowed to need a love anything bring to me the same thing im bringing oh by the way one more thing its this is the beginning of a me and you kissy kissy kissy meaning i love you huggy huggy meaning no one else will do im your baby as long as youre my baby too lets make this an adventure not a trip im not gonna love someone else that aint really love all of me for all of you nothing less will ever do i cant give you all of me not for half of you im bringing you a woman nothing less will do bring me a man hey im bringing you a woman nothing less will do bring me a man all of me for all of you nothing less will ever do i love you more than i did yesterday you picked a loving each and every day all of me for all of you nothing less will ever do ill give you loving that wont rub off of you tender sweet love thatll knock the socks off of you not for half of you
Voices Carry,'Til Tuesday,Other,im in the dark id like to read his mind but im frightened of the things i might find oh there must be something hes thinking of to tear him away ehaye when i tell him that im falling in love why does he say ehaye hush hush keep it down now voices carry hush hush keep it down now voices carry i try so hard not to get upset because i know all the trouble ill get oh he tells me tears are something to hide and something to fear ehaye and i try so hard to keep it inside so no one can hear hush hush keep it down now voices carry hush hush keep it down now voices carry hush hush keep it down now voices carry oh he wants me but only part of the time he wants me if he can keep me in line hush hush keep it down now voices carry hush hush keep it down now voices carry oh hush hush so shut up now voices carry oh hush hush keep it down now voices carry oh hush hush darling she might overhear oh no voices carry hush hush he said shut up he said to shut up oh god cant you keep it down voices carry ohno voices carry i wish he would let me talk
Wise Up,Amy Grant,Christian,im not sure about climbing in where theres temptation can i get back out i never can quite find the answer the one i want to hear the one that justifies my action says the coast is clear something on the outside says to jump on in but something on the inside is telling me again chorus better wise up better think twice never leave room for compromise you better wise up better get smart and use your head to guard your heart its gonna get rough so you better wise up take a look at your intentions when you have to choose could it be that apprehension might be telling you to back off now is better so take your heart and run but get your thoughts together before they come undone repeat chorus you got to wise up you got to think twice you got to wise up you got to you got to to back off now is better so take your heart and run but get your thoughts together before they come undone repeat chorus so you better wise up better think twice and never leave room for compromise oh you better wise up better get smart and use your head to guard your heart its gonna get rough so you better wise up you got to wise up you got to think twice hohhhh you got to wise up oh yeah you got to you got to so you better wise up now you got to wise up you got to think twice better wise up yall you got to wise up you got to you got to oh yeah you got to wise up you got to think twice better you got to wise up oh you better wise up now you got to you got to ohhhhh yeah you got to wise up hoo hoo hoo hoo hoooooooohoo you got to think twice you got to wise up you got to you got to oh got to show yo yeah you got to wise up you got to think twice hoaa oowwwww you got to wise up you got to you got to
Some People,Belouis Some,Pop,some people dance life was so simple then a kind of playtime you made it easy then we had a great time i try not to talk too fast like you do when you fall in love but some people let their passion scream and some people understand their dream life was so simple then a kind of playtime you made it easy then we had a great time some people dance cheek to cheek some people dance life was so simple then a kind of playtime you made it easy then we had a great time i take you somewhere different its only me can see the change ‘cause some people are tied to emotion and some people understand their dream life was so simple then a kind of playtime you made it easy then we had a great time some people dance cheek to cheek some people dance life was so simple then a kind of playtime you made it easy then we had a show time …could you hold you kind of will… a kind of playtime you made it easy then we had a great time some people dance cheek to cheek some people dance some people dance cheek to cheek some people dance some people
Rebels,Tom Petty And The Heartbreakers,Rock,you know you wont feel this way tomorrow well maybe a little rough around the edges or inside a little hollow i get faced with some things sometimes that are so hard to swallow hey i was born a rebel down in dixie on a sunday mornin yeah with one foot in the grave and one foot on the pedal i was born a rebel born a rebel she picked me up in the mornin and she paid all my tickets then she screamed in the car left me out in the thicket well i never wouldve dreamed that her heart was so wicked yeah but i keep coming back cause its so hard to kick it hey hey hey i was born a rebel down in dixie on a sunday mornin yeah with one foot in the grave and one foot on the pedal i was born a rebel born a rebel even before my fathers father they called us all rebels as they burned our cornfields and left our cities leveled i can still feel the eyes of those bluebellied devils yeah when im walking round at night through the concrete and metal hey hey hey i was born a rebel down in dixie on a sunday mornin yeah with one foot in the grave and one foot on the pedal i was born a rebel born a rebel i was born a rebel down in dixie on a sunday mornin yeah with one foot in the grave and one foot on the pedal i was born a rebel born a rebel hey hey hey
Stir It Up,Patti LaBelle,Soul,it peaked at 41 on the billboard hot 100 and 5 on billboard’s black singles chart in 1985 this was one of two tracks that patti… read more i cant sit here while i go nowhere chase my dreams through the polluted air walking on a wire running out of time theres no room in this ol heart of mine bill collectors waiting down the hall neighbors scream and crack the bedroom wall nerves jump off the pavement passion hits the street angers cookin in the city heat worlds too crazy i cant take no more i wont stay here locked behind the door baby stir it up got to break it up now when i think about tomorrow i cant wait to stir it up got to shake it up now if i have to beg or borrow im not gonna take it anymore hungry minds do stare you in the eye spread it thick and lay the biggest lies dont say what you feel must play hard to get all those time bombs tickin in your head so much pressure to keep holdin on pack my clothes up baby ill be gone baby stir it up got to break it up now when i think about tomorrow i cant wait to stir it up got to shake it up now if i have to beg or borrow im not gonna take it anymore cant find love because its trapped inside cant find freedom flirting with the line make some room in this ol heart of mine so much pressure to keep holdin on pack my clothes up baby ill be gone baby stir it up got to break it up now when i think about tomorrow i cant wait to stir it up got to shake it up now if i have to beg or borrow im not gonna take it anymore got to break it up now when i think about tomorrow i cant wait to stir it up got to shake it up now if i have to beg or borrow im not gonna take it anymore
Forever,Kenny Loggins,Rock,now while were here alone and all is said and done now i can let you know because of all youve shown ive grown enough to tell you youll always be inside of me how many roads have gone by so many words left unspoken i needed to be by your side if only to hold you forever in my heart forever we will be and even when im gone youll be here in me forever once i dreamed that you were gone i cried out trying to find you i begged the dream to fade away and please awaken me but night took a hold of my heart and left me with no one to follow the love that i lost to the dark ill always remember forever in my heart forever here youll be know that when im gone youll be near to me forever in my life always thought id be id be yours forever
Not Enough Love In The World,Don Henley,Rock,sometimes i wonder where it is love goes i dont know if even heaven knows i know you had some dreams that didnt quite come true and now im not the one little girl whos keeping you i was either standing in your shadow or blocking your light though i kept on trying i could not make it right for you girl theres just not enough love in the world i know people hurt you so bad they dont know the damage they can do and it makes me so sad how we knock each other down just like children on a playground even after that old sun went down i was either standing in your shadow or blocking your light though i kept on trying i could not make it right for you girl theres just not enough love in the world oh darlin this is still a shady little town and sometimes its so hard to smile for the world for the camera and still have something left you dont have to prove nothin to nobody just take good care of yourself im not easy to live with i know that its true youre no picnic either babe thats one of the things i loved about you but the time will come around when we need to settle down got to get off this merrygoround i was either standing in your shadow or blocking your light though i kept on trying i could not make it right for you girl theres just not enough love in the world for you girl oh girl theres just not enough love in the world not enough love in the world in the world in the world in the world
In And Out Of Love,Bon Jovi,Rock,in and out of love in and out of love in and out of love in and out of love in and out of love in and out of love young and wired set to explode in the heat you wont tire cause baby was born with the beat take you higher than youve ever known then drive you down to your knees ill pick you up when youve had enough you been burned baby lessons learned in and out of love hear what im saying in and out of love its the way that were playing in and out of love too much is never enough shes gonna get you up running wild when me and my boys hit the streets right on time shes here to make my night complete then im long gone i got another show one more town one mile to go one endless night of fantasy is all she left of her with me in and out of love hear what im saying in and out of love its the way that were playing in and out of love when were together in and out of love its too much forever in and out of love hear what im saying in and out of love its the way that were playing in and out of love too much is never enough shes going to get you up out of love out of love out of love out of love in and out of love in and out of love in and out of love in and out of love love in and out of love in and out of love in and out of love in and out of love you want me to meet your what in and out of love your daddy is who in and out of love hey just how old are you anyway oh oh no
Power Of Love (You Are My Lady),Air Supply,Rock,of lovers sleeping tight are rolling like thunder now as i look in your eyes i hold on to your body and feel each move you make your voice is warm and tender a love that i could not forsake cause you are my lady and im your man whenever you reach for me ill do all that i can lost is how im feeling lying in your arms when the world outsides too much to take that all ends when im with you even though there may be times it seems im far away never wonder where i am cause i am always by your side cause you are my lady and im your man whenever you reach for me ill do all that i can were heading for something somewhere ive never been sometimes i am frightened but im ready to learn of the power of love the sound of your heart beating made it clear suddenly the feeling that i cant go on is light years away were heading for something somewhere ive never been sometimes i am frightened but im ready to learn of the power of love were heading for something somewhere ive never been sometimes i am frightened but im ready to learn of the power of love were heading for something somewhere ive never been sometimes i am frightened but im ready to learn of the power of love
The Search Is Over,Survivor,Rock,according to former survivor guitartistkeyboardist jim peterik about the song’s meaning it wasn’t about my life as much… read more how can i convince you what you see is real who am i to blame you for doubting what you feel i was always reachin you were just a girl i knew i took for granted the friend i have in you i was living for a dream loving for a moment taking on the world that was just my style now i look into your eyes i can see forever the search is over you were with me all the while can we last forever do we fall apart the times its so confusing the questions of the heart you followed me through changes and patiently youd wait til i came to my senses through some miracle of fate i was living for a dream loving for a moment taking on the world that was just my style now i look into your eyes i can see forever the search is over you were with me all the while now the miles stretch out behind me loves that i have lost broken hearts lie victims of the game then good luck it finally struck like lightnin from the blue every highway is leadin me back to you now at last i hold you now all is said and done the search has come full circle our destinies are one so if you ever loved me show me that you give a damn youll know for certain the man i really am i was living for a dream loving for a moment taking on the world that was just my style then i touched your hand i could hear you whisper the search is over love was right before my eyes
Running Back,Urgent,Other,i dont wanna hear that word anymore anymore easier said than done easier said than done i keep sayin to myself its only love who needs all that stupid stuff anyway anyway easier said than done easier said than done i keep runnin back runnin back runnin back runnin back for more for more i keep runnin back runnin back runnin back runnin back for more for more easier said than done easier said than done easier said than done i keep runnin back runnin back runnin back runnin back for more for more i keep runnin back runnin back runnin back runnin back for more for more runnin back im not gonna fall in love anymore runnin back runnin back runnin back for more for more runnin back i dont want to hear that word anymore runnin back runnin back runnin back for more for more runnin back im not gonna fall in love anymore runnin back runnin back runnin back for more for more
19,Paul Hardcastle,Jazz,just another foreign war but it wasnt it was different in many ways as so were those who did the fighting in world war ii the average age of the combat soldier was twentysix in vietnam he was nineteen in vietnam he was nineteen in vietnam he was nineteen in vietnam he was nineteen nnnnnineteen the heaviest fighting of the past two weeks continued today twentyfive miles northwest of saigon i really wasnt sure what was going on nnnnnineteen nineteen nnineteen nineteen in vietnam the combat soldier typically served a twelve month tour of duty but was exposed to hostile fire almost everyday nnnnnineteen nnnnnineteen nnnnnineteen nnnnnineteen in saigon a us miltary spokesman said today more than 720 troops were killed last week in that sensitive border area in all of south vietnam the enemy lost a total of 2689 soldiers all those who remember the war they wont forget what theyve seen destruction of men in their prime whose average age was nineteen ddddddestruction ddddddestruction according to a veterans administration study half of the vietnam combat veterans suffered from what psychiatrists call posttraumatic stress disorder many vets complain of alienation rage or guilt some succumb to suicidal thoughts eight to ten years after coming home almost eighthundredthousand men are still fighting the vietnam war none of them received a heros welcome saigon saigon ssssssaigon ssssssaigon nineteen sssssaigon nnnnnnineteen nnnnnnineteen nnnnnnineteen nnnnnnineteen vietnam sssaigon vietnam sssaigon vietnam sssaigon vietnam sssaigon
So In Love,Orchestral Manoeuvres In The Dark,Pop,talk to me dont lie to me save your breath dont look at me dont smile at me just close your eyes i was so impressed by you i was running blind i would fall for every trick every twist of mind heaven is cold without any soul its hard to believe i was so in love with you dont say your prayers dont build your hopes just walk away dont phone me up dont call around dont waste your time you were so in awe of me you were so divine you would do just anything to still be mine heaven is cold without any soul its hard to believe hard to believe i was so in love with you all the things you said to me i was so obsessed you were always talking talking god i did my best heaven is cold without any soul its hard to believe i was so in love with you i was so in love with you heaven is cold without any soul its hard to believe hard to believe i was so in love with you i was so in love with you heaven is cold without any soul its hard to believe hard to believe i was so in love with you i was so in love i was so in love i was so in love with you so in love with you
Information,Eric Martin,Rock,1 contributorinformation lyricsim still tracin over lines that you used on me yeah i should forget but i cant shake the memory in the dead of night dreams come alive how you left me alone and you pushed me aside nothin i could do to try to make you see make up your mind yeah make up your mind baby my heart is pumpin for information plan your moves on me somewhere somehow some time youre gonna realize just what you mean to me i tracked you down like a hunter breakin you undеr my spell blastin like thunder callin out your namе in the heat of night dreams come alive how you left me alone and pushed me aside nothin i could do to try to make you see make up your mind yeah make up your mind baby my heart is pumpin for information plan your moves on me somewhere somehow some time youre gonna realize just what you mean to me in the heat of the night dreams come alive how you left me alone and pushed me aside nothin i could do to try to make you see make up your mind make up your mind baby my heart is pumpin for information did you plan your moves on me somewhere somehow some time youre gonna realize just what you mean what you do what youre doin my heart is pumpin for information plan your moves on me yeah somewhere somehow some time youre gonna realize just what you mean what you do what you do my heart is pumpin for information you plan your moves on me
