song_title,artist,simplified_genre,clean_lyrics
Who's Holding Donna Now,Debarge,Other,sometimes a love wont let go hard as i try i know it shows everybodys telling me youll be over her eventually but how am i supposed to feel so secure when i keep wonderin whos holding donna now and i keep wonderin whose heart shes knocking around theres nothing i wouldnt do to be in his shoes somehow and i keep wonderin whos holding donna now and i keep wonderin what magic can be found to turn me back to the one whos holding donna now the letter started with goodbye ive read it half a million times tell me this is just a dream when i wake up shell be here next to me tell me it will be just the way it was oh well i keep wonderin whos holding donna now and i keep wonderin whose heart shes knocking around theres nothing i wouldnt do to be in his shoes right now and i keep wonderin whos holding donna now and i keep wonderin what magic can be found to turn me back to the one whos holding donna now whos holding donna now i keep wonderin whose heart shes knocking around theres nothing i wouldnt do to be in his shoes right now whoa whoa whoa whos holding donna now oh donna what magic can be found to make me the one whos holding donna now i cant get donna off my mind whos holding donna now i keep wonderin whose heart shes knocking around theres nothing i wouldnt do to be in his shoes right now
You Spin Me Round (Like A Record),Dead Or Alive,Pop,it was also the first charting single by both the pop band dead or alive and… read more if i i get to know your name well if i could trace your private number baby all i know is that to me you look like youre lots of fun open up your lovin arms i want some want some i set my sights on you and no one else will do and i ive got to have my way now baby all i know is that to me you look like youre havin fun open up your lovin arms watch out here i come you spin me right round baby right round like a record baby right round round round you spin me right round baby right round like a record baby right round round round i i i i i got to be your friend now baby and i i i i would like to move in just a little bit closer to move in just a little bit closer all i know is that to me you look like youre lots of fun open up your lovin arms watch out here i come you spin me right round baby right round like a record baby right round round round you spin me right round baby right round like a record baby right round round round i want your love i want your love all i know is that to me you look like youre lots of fun open up your lovin arms watch out here i come you spin me right round baby right round like a record baby right round round round you spin me right round baby right round like a record baby right round round round you spin me right round baby right round you spin me like a record like a record baby right round round round i want your love you spin me right round baby right round you spin me like a record like a record baby right round round round i want your love you spin me right round baby right round i need your love like a record baby right round round round you spin me right round baby right round i need your love like a record baby right round round round
Dress You Up,Madonna,Pop,youve got style thats what all the girls say satin sheets and luxuries so fine all your suits are custom made in london but ive got something that youll really like gonna dress you up in my love all over all over gonna dress you up in my love all over your body feel the silky touch of my caresses they will keep you looking so brand new let me cover you with velvet kisses ill create a look thats made for you gonna dress you up in my love all over all over gonna dress you up in my love all over your body gonna dress you up in my love in my love all over your body all over your body in my love all over all over from your head down to your toes gonna dress you up in my love all over all over gonna dress you up in my love all over your body gonna dress you up in my love in my love all over your body all over your body in my love all over all over from your head down to your toes gonna dress you up in my love gonna dress you up in my love all over all over dress you up in my love gonna dress you up in my love in my love all over your body all over your body gonna dress you up in my love gonna dress you up in my love all over all over dress you up in my love gonna dress you up in my love in my love all over your body oh yeah love me boy gonna dress you up in my love all over your body all over all over from your head down to your toes gonna dress you up in my love gonna dress you up in my love all over your body dress you up in my love gonna dress you up in my love in my love all over all over oh yeah love me boy gonna dress you up in my love all over your body gonna dress you up in my love all over all over
Mystery Lady,Billy Ocean,Pop,mhm ananananananananana dada hey mystery lady can i spend the night with you ooh can i have your number whoa id be anything you want me to ooh we ought to get something started something started ooh i can tell so very well he has left you brokenhearted its time to start mending your heart darling when the nights are cold and lonely lonely oh ill keep you warm you need to be loved by me mystery lady you need to be loved by me mystery lady oh ooh ooh yeah yeah yeah oh oh hey there mystery lady love is but a kiss away and you can bet your bottom dollar oh ill do anything to make you stay oh so lets get something started something started why hesitate girl i cant wait there is so much that youre missing that youre missing the fire in your eyes you cant disguise so darling when the nights are cold and lonely lonely oh ill keep you warm warm you need to be loved by me yeah mystery lady mmm you need to be loved by me mystery lady mystery lady no no no no you need to be loved by me mystery lady mystery lady lady you need to be loved by me mystery lady a mystery lady mhm mhm girl ill come knocking at your door mhm caught in your magic just look what you started mhm mhm mmm ahah we ought to get something started something started oh i can tell so very well that hes left you brokenhearted its time to start mending your heart so darling when the nights are cold and lonely youre lonely oh ill keep you warm warm you need to be loved by me yeah mystery lady mmm dont you wanna be loved by me mystery lady mystery lady lady you need to be loved by me oh when the nights are cold and lonely mystery lady lady dont you wanna be loved by me mystery lady and i need you to be my baby mystery lady you need to be loved by me i need to be loving you need to be loved by me oh dont you wanna be loved by me mystery lady oh i need to be loving you need to be loved by me you need to be loved by me cause i cant exist without your love baby mystery lady ooh dont you wanna be loved by me mystery lady just love me baby oh sugar take me through the night ooh
Shame,The Motels,Other,a very simple crime a lot of grief reflecting in how we spend our time i want to change things i want to make a change im tired of spending time agonizing yesterdays shame on me shame on you shame on every little thing that we do shame on me shame on you now theres only one thing we can do another empty day another day comes true a lot of selfish dreams are waiting here for you ive got to have you ive got no one to blame its just the two of us with nothing left to say but shame on me shame on you shame on every little thing that we do shame on me shame on you now theres only one thing we can do shame on me shame on you shame on me shame on you ive got to change things ive got to make a change im tired of spending time agonizing yesterdays shame on me shame on you shame on every little thing that we do shame on me shame on you now theres only one thing we can do shame on me shame on you shame on me shame on you shame on me shame on you
Oh Sheila,Ready For The World,R&B,like they always say whats good for the goose is always good for the gander oh sheila oh baby love me right let me love you till we get it right why cant you let the others be cause with you is where i got to be oh suga where you been hangin out with your male friends listen somebodys gonna hurt you the way you love to keep hurting me and we sing oh oh sheila let me love you till the morning comes see the sun oh oh sheila you know i want to be the only one oh baby understand that i want to be the only man but it seems as though its getting too hard and i think ill start to have my own fun oh baby its plain to see that youre qualified to fill your needs you think youve pulled one over on me well honey baby just you wait and see and we sing oh oh sheila let me love you till the morning comes the sun is set oh oh sheila you know i want to be the only one for her oh baby its one two three i love you baby honestly i want to didaldidali a didalidaloo oh oh sheila uh uh uh oh sheila oh oh sheila uh uh uh oh sheila oh baby love me right let me love you till we get it right oh why cant you let the others be cause with you is where i got to be yeah oh baby understand that i want to be the only man you think youve pulled one over on me well honey baby just you wait and see and we sing oh oh sheila oh oh sheila let me love you till the morning comes the sun is set oh oh sheila you know i want to be the only one oh oh sheila let me love you till the morning comes oh oh sheila you know i want to be the only one here we go oh
There Must Be An Angel,Eurythmics,Pop,im thrown and overflown with bliss there must be an angel playing with my heart i walk into an empty room and suddenly my heart goes boom its an orchestra of angels and theyre playing with my heart must be talking to an angel no one on earth could feel like this im thrown and overflown with bliss there must be an angel playing with my heart and when i think that im alone it seems theres more of us at home its a multitude of angels and theyre playing with my heart i must be hallucinating watching angels celebrating could this be reactivating all my senses dislocating this must be a strange deception by celestial intervention leavin me the recollection of your heavenly connection
Take On Me,a-ha,Rock,were talking away no i dont know what im to say ill say it anyway today is another day to find you shyin away ill be comin for your love okay take on me take on me take me on take on me ill be gone in a day or two so needless to say im odds and ends but ill be stumblin away slowly learnin that life is okay say after me its no better to be safe than sorry take on me take on me take me on take on me ill be gone in a day or two oh things that you say yeah is it life or just to play my worries away youre all the things ive got to remember youre shyin away ill be comin for you anyway take on me take on me take me on take on me ill be gone in a day take on me take on me take me on take on me ill be gone take on me take on me in a day take me on take on me take on me take on me take me on take on me take on me
Cry,Godley & Creme,Pop,you dont know how to ease my pain you dont know you dont know how to ease my pain you dont know what the sound is darling its the sound of my tears falling or is it the rain you dont know you dont know how to play the game and you cheat you lie you make me wanna cry you make me wanna cry cry you make me wanna cry you dont know how to ease my pain you dont know you dont know how to ease my pain dont you hear any voices crying thats the sound of our love dying here comes the rain you dont know how to play the game and you cheat you lie you dont even know how to say goodbye you make me wanna cry you dont know you dont even know how to say goodbye you make me wanna cry you dont even know how to say goodbye you make me wanna cry cry cry cry cry
Lonely Ol' Night,John Mellencamp,Rock,she calls me up and says baby its a lonely ol night i dont know im just so scared and lonely all at the same time nobody told us it was gonna work out this way no no no no no i guess they knew wed work it out in our own way its a lonely ol night can i put my arms around you its a lonely ol night custom made for two lonely people like me and you radio playing softly some singers sad sad song hes singing about standing in the shadows of love i guess he feels awfully alone she says i know exactly what he means yeah yeah yeah yeah yeah and its a sad sad sad sad feeling when youre living on those inbetweens but its okay its a lonely ol night can i put my arms around you its a lonely ol night custom made for two lonely people like me and you she calls me baby she calls everybody baby its a lonely ol night but aint they all its a lonely ol night can i put my arms around you its a lonely ol night custom made for two lonely people like me and you yeah its a lonely ol night can i put my arms around you its a lonely ol night custom made for two lonely people like me and you yeah like me and you yeah like me and you hey
Saving All My Love For You,Whitney Houston,Pop,a few stolen moments is all that we shared youve got your family and they need you there though i try to resist being last on your list but no other mans gonna do so im saving all my love for you its not very easy living all alone my friends try and tell me find a man of my own but each time i try i just break down and cry cause id rather be home feeling blue so im saving all my love for you you used to tell me wed run away together love gives you the right to be free you said be patient just wait a little longer but thats just an old fantasy ive got to get ready just a few minutes more gonna get that old feeling when you walk through that door cause tonight is the night for a feeling alright well be making love the whole night through so im saving all my love yes im saving all my love yes im saving all my love for you no other woman is gonna love you more cause tonight is the night that im feeling alright well be making love the whole night through so im saving all my love yeah im saving all my loving yes im saving all my love for you for you for you
Glory Days,Bruce Springsteen,Rock,– bruce springsteen greatest hits liner notes the song was written initially as a… read more oh yeah cmon wooh huh i had a friend was a big baseball player back in high school he could throw that speedball by you make you look like a fool boy saw him the other night at this roadside bar i was walking in he was walking out we went back inside sat down had a few drinks but all he kept talking about was glory days well theyll pass you by glory days in the wink of a young girls eye glory days glory days alright well theres a girl that lives up the block back in school she could turn all the boys heads sometimes on a friday ill stop by and have a few drinks after she put her kids to bed her and her husband bobby well they split up i guess its two years gone by now we just sit around talking about the old times she says when she feels like crying she starts laughing thinking bout glory days yeah theyll pass you by glory days in the wink of a young girls eye glory days glory days rock it now my old man worked twenty years on the line and they let him go now everywhere he goes out looking for work they just tell him that hes too old i was nineyears old and he was working at the metuchen ford plant assembly line now he just sits on a stool down at the legion hall but i can tell whats on his mind glory days yeah goin back glory days aw he aint never had glory days glory days i think im going down to the well tonight and im gonna drink till i get my fill and i hope when i get old i dont sit around thinking about it but i probably will yeah just sitting back trying to recapture a little of the glory yeah well time slips away and leaves you with nothing mister but boring stories of glory days yeah theyll pass you by glory days in the wink of a young girls eye glory days glory days glory days yeah theyll pass you by glory days in the wink of a young girls eye glory days glory days well alright ooh yeah well alright alright come on now oh yeah well alright alright ooh yeah oh yeah alright alright come on now oh yeah wooh yeah alright wooh yeah oh yeah wooh yeah ooh alright boys keep arockin now keep on goin were gonna go home now bring it home yeah bring it home oh oh alright well alright well alright well alright well alright well alright alright alright lets go woo
Rock Me Tonight,Freddie Jackson,Soul,1 contributorrock me tonight lyricsohhoah come on and rock me ooh girl ohoohohoohoohoh come on and rock me ooh girl hey girl long time no see do you have a little time to spend with me i wanna know whats been going on in your life huh talk to me baby your hair perfume you wear brings back memories oh of you and me you look so fine you blow my mind all over again oohoohoohoohoohooh so much has happened in my life since we parted what about you now ive got myself together and i know just what i want and right now i know that its you you rock me tonight for old times sake would you baby hey roll with me tonight for old times sake oohoohoohohoh ooh girl im gonna love you real good come on let me do it now you know i could i really miss the way you squeeze and moan and call out my name woowoowooyou can call me baby i remember you love to take your time to get in the mood oohoohoohyes you can call me baby i remember you love to take your time to get in the mood oohoohoohyes you do yeah but once youre in the mood you like to go shake to the groove ohohohohohyes you do girl its been so long since weve had a night together i miss you when i get through lovin you girl fire and desire will burn in you forever more more rock me tonight for old times sake would you baby hey roll with me tonight for old times sake woowoowould you would you would you rock me tonight for old times sake sweet baby yeah roll with me tonight for old times sake oh girl come on and rock so much has happened in my life since we parted what about you oh now ive got myself together and i know just what i want and right now girl its you you rock me tonight for old times sake sake wont you baby hey roll roll with me tonight for old times sake feels so good feels so right would you rock with me tonight for old times sake sweet baby yeah would you come and roll with me tonight for old times sake oh girl come on and rock me come on and roll with me baby come on and rock me roll with me i wanna feel you next to me i want you to do the things that we used to do together come on lets make it right i wanna feel you rock with a lot of lovin the way i used to do girl do you remember i wanna rock and roll with you baby come on hey im gonna rock and roll and hold and squeeze ya sweet thing yeah
State Of the Heart,Rick Springfield,Rock,im waiting here for you in the state im in i know your name i told you mine weve stopped and passed the time of day you work in town i work at night that gives us six until seven to work this out if i seem a little strange its just the state of the heart im waiting here for you in the state im in you are the moon i am the sea you pull me in and gaze on down at me i was alone i thought i was immune its good to know the door can still be open wide if i seem a little strange its just the state of the heart im waiting here for you in the state im in its just the state of the heart i wait in the dark in the state im in we get closer and closer to falling out or falling in i go over and over but i cant change the state this heart is in if i seem a little strange its just the state of the heart im waiting here for you in the state im in its just the state of the heart you know i wait in the dark in the state im in its the state of the heart the state of the heart the state of the heart the state of the heart
When Your Heart Is Weak,Cock Robin,Pop,whats the matter with the way we look surely its not the end i only meant to make my motions clear you worry too much if its understood should we be seen as friends seems like a real good beginning right here cause when your heart is weak im gonna pick the lock on it my fingertips wont fail me no matter what you do the love you cannot see yet is about to witness a dawning and you can twist and turn but you wont get loose better forget getting rid of me i dont see how you can you put me off and i will hunt you downagain im mighty patient when i have to be you have given me that still i look forward to the day you let me in cause when your heart is weak im gonna pick the lock on it my fingertips wont fail me no matter what you do the love you cannot see yet is about to witness a dawning and you can twist and turn but you wont get loose im gonna prove myself worthy no more just hanging on without a prayer of a chance im gonna come without warning when your defenses are down and youre in a desperate need oh i bet you then youll welcome me your ol companion your ol companion remember baby cause when your heart is weak im gonna pick the the lock on it and you can twist and turn but you wont get you wont get no you wont get loose oh no
Live Every Moment,REO Speedwagon,Rock,love every day cause before you know it your precious time slips away live every moment love every day cause if you dont you might just throw your love away i walked for seven miles this mornin footprints in the sand washed away without a warning when the water hit the land but i will walk on til i can no longer stand ill take you by the hand and well live every moment love every day cause before you know it your precious time slips away theres water in the wind tonight theres a chill in the air its coolin down my skin tonight soakin through your hair theres warmth enough within tonight for both of us to share we can take it anywhere and well live every moment love every day cause if you dont you might just throw your love away sometimes i wish we could take a trip far away leave all this trouble and heartache and pain for another day i will search for that place but til i find it all i can say is live every moment and love every day oooh sometimes i wish we could take a trip far away leave all this trouble and heartache and pain for another day i will search for that place but til i find it all i can say is live every moment love every day cause before you know it your precious time slips away live every moment love every day cause if you dont you might just throw your love away you might just throw your love away you might just throw your love away you got to live every moment you got to you got to you got to you got to you got to live every moment
Every Step Of The Way,John Waite,Rock,thinkin bout you constantly its true that i want you youre the meaning of success to me cause anything you want you can get from me dont try to work it out just let it be emotion has no price and love is free ive been going round in circles youre always on my mind i need you so bad its driving me out of my mind reflected in your eyes cant you see you and i against the world young lions roam free youre always taking me somewhere that ive neven seen no matter where you go im with you every step of the way no matter what you need ive got more every single day my heart is full for you and im longing to find you every step of the way im with you every step of the way im right beside you cause anything you want you can get from me dont try to work it out just let it be emotion has no price and love is free its free and no matter where you go im with you every step of the way no matter what you need ive got more every single day my heart is full for you in your shadow youll find me every step of the way im with you every step of the way im right beside you no matter what you do no matter what you say im right beside you every single day no matter what you do or who you do it to no matter where youve been no matter what you say or who you say it to no matter what you do i will stay close to you every step of the way every single day every step of the way
I Wonder If I Take You Home,Lisa Lisa And Cult Jam With Full Force,Other,take me home take me home baby i know youre wondering why i wont go over to your place cause im not too sure bout how you feel so id rather go at my own pace and i know and you know that if we get together emotions will go to work and i may do something i might regret the next day and end up hurt oh i dont know thats the way that i feel the way that i feel im so afraid of a one night deal i need you so i wonder if i take you home would you still be in love baby because i need you tonight i wonder if i take you home would you still be in love baby because i need you tonight huhho your love is take me home huhhuhhuhho lately youve been expressing to me just how much you want to make love i want it just as much as you do but will you still keep in touch you say im teasing but i do have a reason dont let your feelings fade cause you will have me and sooner than you know it if you could only wait oh i dont know thats the way that i feel the way that i feel im so afraid of a one night deal im so afraid and sometimes i wonder if i take you home would you still be in love baby because i need you tonight i wonder if i take you home would you still be in love baby home home because i need you tonight home home i wonder if i take you home would you still be in love baby because i need you tonight i wonder if i take you home would you still be in love baby home home because i need you tonight huhho home home and on the real side if you love me huh you would wait ooh nananano no i wonder if i take you home home home home home i wonder if i take you home your love is hhhome i wonder if i take you home would you still be in love baby because i need you tonight i wonder if i take you home would you still be in love baby because i need you tonight huhho i wonder i wonder i really really wonder home home take me home home home i wonder i wonder i really really wonder take me home your love is no good they say beauty lies in the eye of the beholder huhho youre not sure youre the beholder of my eyes i gave our relationship more credit than it deserves no its just that i feel youre rushing me okay okay since you dont love me you dont wanna be with me no its not that its just that im afraid of getting hurt i dont know i just keep asking myself should i really take you home what do you think take me take me take me home take me take me take me home take me take me take me home take me take me home home take me home home home ooh nanananana home nanananana no home youre down on your knees begging me please huhho take me home take you home oh will you still love me if i take you home will you still love me if i take you home
C-I-T-Y,John Cafferty & The Beaver Brown Band,Rock,1 contributorcity lyrics on the south side of detroit city im working all night on the line under black smoke stacks building cadillacs jack not one of them will ever be mine im gonna make it out of the city got an american dream thats true want a big red car and a big white house and a blueeyed girl like you you can spend all my money honey na na na na your man has come its alright im living in the city talking hard times in the city living in the city life here aint no dream living in the city walking hard times in the city living in the city you know what i mean times are tough in the motor city where the bright lights used to shine got two rooms looking down a oneway street staring out at a deadend sign little girl im gonna be somebody if its the last thing i ever do buy the prettiest things good money can bring there aint nothing i wont do for you and you can spend all my money honey na na na na your man has come its alright im living in the city talking hard times in the city living in the city life here aint no dream living in the city walking hard times in the city living in the city you know what i mean im living in the city talking hard times in the city living in the city life here aint no dream living in the city walking hard times in the city living in the city you know what i mean im living in the city talking hard times in the city living in the city life here aint no dream living in the city walking hard times in the city living in the city you know what i mean im living in the city talking hard times in the city living in the city life here aint no dream living in the city walking hard times in the city living in the city you know what i mean
No Lookin' Back,Michael McDonald,Other,this song is about taking the road and… read more im fading out of sight my wheels are the only sound runnin at the speed of light i cant slow down out on the open road racing to beat the night no matter where i go guess ill get there all right so why dont i understand whats trippin me up it used to be a simple thing i cant hold on and i cant return time to let go start to live and learn i took the one way flight too high to see the ground now i know how long it takes a heart to come down so why dont i understand whats trippin me up i know it oughta be a simple thing i cant hold on and i cant return rivers will run and bridges will burn im not sure just how im not sure just how but theres no lookin back now i cant hold on i cant return rivers will run bridges will burn im not sure just how im not sure just how but theres no lookin back now i cant hold on i cant hold on i cant return rivers will run rivers will run bridges will burn im not sure just how but theres no lookin back now no lookin back now no lookin back now no lookin back now no lookin back now ohoh ohoh no lookin back now ohoh
Do You Want Crying,Katrina And The Waves,Pop,overseas… read more so long now since you walked and left me why did your love grow cold dont you think you need me i see that smile its your face i feel you holding on and on i hear your voice its saying bye bye love i count my teardrops as they fall do you want crying look im crying do you want crying oh oh oh youve got me crying youve got me crying do you want crying so long now since you walked and left me why did your love grow cold dont you think you need me do you want crying look im crying do you want crying oh oh oh youve got me crying youve got me crying do you want crying oh oh oh yeah do you want crying look im crying do you want crying do you want crying look im crying do you want crying oh oh oh youve got me crying youve got me crying do you want crying oh oh oh yeah do you want crying look im crying do you want crying oh oh oh
Fortress Around Your Heart,Sting,Hip-Hop,under the ruins of a walled city crumbling towers and beams of yellow light no flags of truce no cries of pity the siege guns had been pounding through the night it took a day to build the city we walked through its streets in the afternoon as i returned across the fields id known i recognized the walls that id once made i had to stop in my tracks for fear of walking on the mines id laid and if i built this fortress around your heart encircled you in trenches and barbed wire then let me build a bridge for i cannot fill the chasm and let me set the battlements on fire then i went off to fight some battle that id invented inside my head away so long for years and years you probably thought or even wished that i was dead while the armies are all sleeping beneath the tattered flag wed made i had to stop my tracks for fear of walking on the mines id laid and if i built this fortress around your heart encircled you in trenches and barbed wire then let me build a bridge for i cannot fill the chasm and let me set the battlements on fire this prison has now become your home a sentence you seem prepared to pay it took a day to build the city we walked through its streets in the afternoon as i returned across the lands id known i recognized the fields where id once played had to stop in my tracks for fear of walking on the mines id laid and if i built this fortress around your heart encircled you in trenches and barbed wire then let me build a bridge for i cannot fill the chasm and let me set the battlements on fire
Spanish Eddie,Laura Branigan,Pop,the song peaked at 40 on the billboard hot 100 29 on billboard’s adult contemporary chart 26 on billboard’s hot dance… read more there was heat in the air and cops everywhere you looked there wasnt a lot so the breaks that youve got you know you took and i remember wonderin where youve been the night spanish eddie cashed it in the night spanish eddie cashed it in they were playin desolation row on the radio the night spanish eddie fell from grace there was amazement on his face on the night that eddie failed sanity prevailed it was june or july when the heat from above beat down it was famine or drought when the brothers went out of style uptown and we was mixin vicks with lemon gin the night spanish eddie cashed it in the night spanish eddie cashed it in they were playin desolation row on the radio the night spanish eddie made front page his revolution came of age he wrote surrender on the wall the night he took the fall i heard someone say hes trying to fly like eddie used to say well do when we die i know someone turned you for a spin the night spanish eddie cashed it in the night spanish eddie cashed it in they were playin desolation row on the radio the night spanish eddie fell from grace there was amazement on his face on the night that eddie failed sanity prevailed the night spanish eddie cashed it in they were playin desolation row on the radio the night spanish eddie cashed it in they were playin desolation row on that radio the night spanish eddie cashed it in they were playin desolation row on the radio the night spanish eddie cashed it in they were playin desolation row on the radio
I Got You Babe,UB40,Other,they say were young and we dont know wont find out until we grow well i dont know if baby thats true cause youve got me baby ive got you babe ive got you babe ive got you babe they say our love wont pay the rent before its earned our moneys always spent i guess thats so we dont have a lot at least im sure weve all the things weve got babe ive got you babe ive got you babe i got flowers in the spring i got you to wear my ring and when im sad youre around and when i get scared youre always around so let them say your hairs too long i dont care with you i cant go wrong then put your little hand in mine there aint no hill or mountain we cant climb babe ive got you babe ive got you babe ive got you babe i got you to hold my hand i got you to understand i got you to walk with me i got you to talk with me i got you to kiss goodnight i got you to hold me tight i got you and i wont let go i got you to love me so i got you babe
Get It On (Bang A Gong),The Power Station,Pop,get on well youre dirty and sweet clad in black dont look back and i love you youre dirty and sweet oh yeah well youre slim and youre weak youve got the teeth of the hydra upon you youre dirty sweet and youre my girl get it on bang a gong get it on get it on bang a gong get it on dah well youre built like a car youve got a hubcap diamond star halo youre built like a car oh yeah well youre an untamed youth thats the truth with your cloak full of eagles youre dirty sweet and youre my girl get it on bang a gong get it on get it on bang a gong get it on oohhoooohooh yeah get it on bang a gong get it on get it on bang a gong get it on well youre windy and wild youve got the blues in your shoes and your stockings youre windy and wild oh yeah well youre built like a car youve got a hubcap diamond star halo youre dirty sweet and youre my girl get it on bang a gong get it on get it on bang a gong get it on get it on get it on bang a gong oohhoooohooh yeah get it on bang a gong get it on get it on bang a gong get it on get it on bang a gong get it on get it on bang a gong get it on oohhoooohooh get it on bang a gong get it on bang a gong get it on bang a gong get it on get it on bang a gong get it on get it on bang a gong get it on get it on bang a gong get it on get it on
People Are People,Depeche Mode,Pop,it is tied with 2 other singles in the uk as their highest charting single peaking at 4 it was the group’s first… read more people are people so why should it be you and i should get along so awfully people are people so why should it be you and i should get along so awfully so were different colours and were different creeds and different people have different needs its obvious you hate me though ive done nothing wrong ive never even met you so what could i have done i cant understand what makes a man hate another man help me understand people are people so why should it be you and i should get along so awfully people are people so why should it be you and i should get along so awfully help me understand help me understand help me understand now youre punching and youre kicking and youre shouting at me im relying on your common decency so far it hasnt surfaced but im sure it exists it just takes a while to travel from your head to your fists head to your fists i cant understand what makes a man hate another man help me understand people are people so why should it be you and i should get along so awfully people are people so why should it be you and i should get along so awfully i cant understand what makes a man hate another man help me understand i cant understand what makes a man hate another man help me understand i cant understand what makes a man hate another man help me understand i cant understand what makes a man hate another man why should it be help me understand i cant understand what makes a man why should it be hate another man help me understand i cant understand what makes a man why should it be hate another man help me understand
Dancing In The Street,David Bowie & Mick Jagger,Rock,bowie and jagger recorderd a cover of this in 1985 to raise money for the live aid famine relief cause it was organally planned… read more okay tokyo south america australia france germany uk africa calling out around the world are you ready for a brandnew beat summers here and the time is right for dancing in the street theyre dancing in chicago dancing in the street down in new orleans dancing in the street in new york city dancing in the street all we need is music sweet music therell be music everywhere theyll be swinging swaying records playing dancing in the street oh it doesnt matter what you wear just as long as you are there so come on every guy grab a girl everywhere around the world theyll be dancing dancing in the street dancing in the street its an invitation across the nation a chance for folks to meet theyll be laughing and singing and music swinging dancing in the street philadelphia pa dancing in the street baltimore in dc now dancing in the street dont forget the motor city dancing in the street on the streets of brazil dancing in the street back in the ussr dancing in the street dont matter where you are dancing in the street all we need is music sweet music therell be music everywhere theyll be swinging swaying records playing dancing in the street oh it doesnt matter what you wear just as long as you are there so come on every guy grab a girl everywhere around the world theyll be dancing dancing in the street dancing in the street way down in la everyday dancing in the street dancing in the street cross in china too me and you dancing in the street dancing in the street dont you know theyll be dancing dancing in the street dancing in the street dont you know theyll be dddddancing dancing in the street dancing in the street
Lovin' Every Minute Of It,Loverboy,Rock,im just something in between whoa oh whoa whoa im all love a dynamo so push the button and let me go whoa oh whoa whoa you want me to come alive flick the switch into overdrive you and me can let it be ready ready aim aim fire touch that dial turn me on start me like a motor make me run lovin every minute of it lovin every minute of it turn that dial all the way shoot me like a rocket into space lovin every minute of it lovin every minute of it lovin every minute of it cmon i got fun you want some im ever ready dr love whoa oh whoa whoa im antenna aerial im tunin in im outta control whoa oh whoa whoa you got love you got a deal you wanna drive then take the wheel you and me can let it be ready ready aim aim fire touch that dial turn me on start me like a motor make me run lovin every minute of it lovin every minute of it turn that dial all the way shoot me like a rocket into space lovin every minute of it lovin every minute of it lovin every minute of it all right oh you want me to come alive so flick the switch into overdrive you and me can let it be ready ready aim aim fire touch that dial turn me on start me like a motor make me run lovin lovin every minute of it lovin every minute of it turn that dial all the way shoot me like a rocket into space lovin every minute of it lovin every minute of it lovin every minute of it lovin every minute of it cmon and touch that dial turn me on start me like a motor make me run turn that dial all the way shoot me like a rocket into space lovin every minute of it lovin every minute of it whoa oh whoa whoa
Hangin' On A String,Loose Ends,R&B,ive waited oh so long for you to come to me what did i do wrong its all a mystery to me baby i feel it too what am i supposed to do maybe ive just changed or could i be wrong for you you youve got me hanging on a string now im not a plaything you youve got me hanging on a string now am i your plaything you never told me you were waiting contemplating with my heart my love you never told me you were waiting contemplating with my heart do you mean to say that after all this time i waited like a fool now who been changing you you youve got me hangin on a string now im not your plaything you youve got me hanging on a string now i aint no plaything you youve got me hangin on a string now stop masquerading you youve got me hanging on a string now i aint your plaything you never told me you were waiting contemplating you never told me you were waiting contemplating come on child take me by the hand you youve got me hanging on a string now im not no plaything stop hanging on the bus im waiting on you no no no you youve got me hanging on a string now hang on hang on yeah you youve got me hanging on a string now just a plaything you youve got me hanging on a string now you never told me you were waiting contemplating you never told me you youve got me hanging on a string now you never told me you were waiting contemplating i didnt know you youve got me hanging on a string now come on child take me by the hand you youve got me hanging on a string now im not no plaything you youve got me hanging on a string now
You Give Good Love,Whitney Houston,Pop,after cowriter la la sent fellow cowriter kashif a copy of the song which was originally offered… read more ooh ooh i found out what ive been missing always on the run ive been looking for someone now youre here like youve been before and you know just what i need it took some time for me to see yeah that you give good love to me baby its so good take this heart of mine into your hands you give good love to me you give good love to me its never never too much will never be too much baby you give good love oh never stopping i was always searching for that perfect love the kind that girls like me dream of mm now youre here like youve been before and you know just what i need it took some time for me to see that you give good love to me baby its so good take this heart of mine into your hands you give good love to me you give good love to me its never never too much will never be too much baby you give good love ooh now i i cant stop looking around its not what this loves all about our love is here to stay to stay baby you give good love you give good love to me you give never too much will never be so good take this heart of mine into your hands you give good love to me you give good love to me its never never too much will never be never too much no no no no no you give good love to me you give good love to me its so good you give good love baby so good woohoo you give good love darling into your hands you give you give give it you give good love honey woohoo you give good love baby you give good love darling you give you give give it you give good love to me good love you give good love baby good love yeah you do you give you give give it you give good love darling you know what i need you give you give give it never too much never will be you give good love darling you give you give give it you give good love honey
