song_title,artist,simplified_genre,clean_lyrics
"Baby, I'm Yours",Barbara Lewis,Pop,and ill be yours until the stars fall from the sky yours until the rivers all run dry in other words until i die baby im yours and ill be yours until the sun no longer shines yours until the poets run out of rhyme in other words until the end of time im gonna stay right here by your side do my best to keep you satisfied nothing in this world can drive me away cause every day youll hear me say baby im yours and ill be yours until two and two is three yours until the mountain crumbles to the sea in other words until eternity baby im yours till the stars fall from the sky baby im yours till the rivers all run dry baby im yours till the poets run out of rhyme baby im yours
You Were On My Mind,We Five,Rock,when i woke up this mornin you were on my mind and you were on my mind i got troubles whoaoh i got worries whoaoh i got wounds to bind so i went to the corner just to ease my pain said just to ease my pain i got troubles whoaoh i got worries whoaoh i came home again but i woke up this mornin you were on my mind and you were on my mind yeah i got troubles whoaoh i got worries whoaoh i got wounds to bind hey i got a feelin down in my shoes said away down in my shoes hey i got to ramble whoaoh i got to move whoaoh i got to walk away my blues but i woke up this mornin you were on my mind and you were on my mind hey i got troubles whoaoh i got worries whoaoh i got wounds to bind
Nothing But Heartaches,The Supremes,Soul,nothing but heartaches ooh nothing but heartaches he brings nothing but heartaches ooh i cant break away from his arms i cant break away i cant break away from his charms i cant break away i cant break away from his kiss i cant break away cause his kiss ill surely miss i cant break away all my life i needed someone to need me so i do my very best to please him but the more and more i care the more of him other girls share when i need a hand to hold thats the time he leaves me all alone just keeps me keeps me crying myself to sleep he brings nothing but heartaches nothing but heartaches ooh nothing but heartaches he brings nothing but heartaches but i cant break away oh no i keep on loving him more each day ooh i cant break away from his arms i cant break away i cant break away from his charms i cant break away i cant break away from his kiss i cant break away cause his kiss ill surely miss i cant break away to him im loyal to him im true why cant he be the same way too but the more my love has grown the less love he had shown he makes promises he doesnt keep sometimes i dont see him all week just keeps me keeps me crying myself to sleep he brings nothing but heartaches nothing but heartaches ooh nothing but heartaches he brings nothing but heartaches but i cant break away oh no i keep on loving him more each day ooh i cant break away from his arms i cant break away i cant break away from his charms i cant break away i cant break away from his kiss i cant break away cause his kiss ill surely miss i cant break away nothing but heartaches ooh nothing but heartaches he brings nothing but heartaches i cant break away oh no i keep on loving him more each day i cant break away from his arms i cant break away i cant break away from his charms i cant break away i cant break away from his kiss i cant break away cause his kiss ill surely miss
Don't Just Stand There,Patty Duke,Other,please dont just stand there come and kiss me like before please dont just stand there looking down at the floor if something is wrong give me just one little sign if theres someone else please tell me tell me what what what whats on your mind once when wed meet youd run to hold me tight life was so sweet until tonight please dont just stand there get it over if were through please dont just stand there while my heart breaks in two knowing i care how can you be so unkind please stop hurting me and help me tell me what what what whats on your mind if its a game i dont want to play it and if its goodbye why cant you just say it why make me cry like you do how can you be so unkind please start loving me or leave me tell me what what what whats on your mind dont just stand there tell me what what what whats on your mind dont just stand there tell me what what what whats on your mind dont just stand there tell me what what what whats on your mind
All I Really Want To Do,Cher,Soul,now i aint lookin to compete with you beat on cheat on mistreat you simplify you classify you deny defy mystify you all i really want to do is baby be friends with you baby be friends with you now i aint lookin to fight with you frighten you or uptighten you drag you down or drain you down chain you down or bring you down all i really want to do is baby be friends with you baby be friends with you i aint lookin to block you up dock or rock or lock you up analyze you categorize you finalize or advertise you all i really want to do is baby be friends with you baby be friends with you i dont want to straightface you up race or chase or track or trace you or disgrace you or displace you or define you or confine you all i really want to do is baby be friends with you baby be friends with you now i dont want to meet your kin make you spin or do you in or select you or dissect you or inspect you or reject you all i really want to do is baby be friends with you baby be friends with you
(I Can't Get No) Satisfaction,The Rolling Stones,Rock,i cant get no satisfaction i cant get no satisfaction cause i try and i try and i try and i try i cant get no i cant get no when im driving in my car and that man comes on the radio and hes telling me more and more about some useless information supposed to fire my imagination i cant get no oh no no no hey hey hey thats what ill say i cant get no satisfaction i cant get no satisfaction cause i try and i try and i try and i try i cant get no i cant get no when im watching my tv and a man comes on and tells me how white my shirts can be well he cant be a man cause he doesnt smoke the same cigarettes as me i cant get no oh no no no hey hey hey thats what i say i cant get no satisfaction i cant get no girl reaction cause i try and i try and i try and i try i cant get no i cant get no when im riding round the world and im doing this and im signing that and im trying to make some girl who tells me baby better come back maybe next week cause you see im on a losing streak i cant get no oh no no no hey hey hey thats what ill say i cant get no i cant get no i cant get no satisfaction no satisfaction no satisfaction no satisfaction i cant get no
Since I Lost My Baby,The Temptations,Soul,the sun is shining oh yeah theres plenty of light a new day is dawning sunny and bright but after ive been crying all night the sun is cold and the new day seems old since i lost my baby since i lost my baby oh since i lost my baby since i lost my baby the birds are singing and the children are playing doodoodoo theres plenty of work and the bosses are paying not a sad word should a young heart be saying but fun is a bore and with money im poor since i lost my baby since i lost my baby oh since i lost my baby since i lost my baby next time ill be kinder next time ill be kinder wont you please help me find her wont you please help me find her someone just remind her someone just remind her of this love she left behind her of this love she left behind her til i find her ill be trying til i find her ill be trying every day im more inclined to find her inclined to find her inclined to find my baby been looking everywhere baby baby i really really care oh determination is fading fast oh yeah inspiration is a thing of the past oh yeah cant see how my hopes gonna last good things are bad and whats happy is sad since i lost my baby since i lost my baby oh since i lost my baby since i lost my baby i feel so bad since i lost my baby i feel so sad since i lost my baby everything is wrong since i lost my baby this heart is hard to carry on since i lost my baby im lost as can be since i lost my baby whats gonna happen to me
What's New Pussycat?,Tom Jones,Pop,whats new pussycat woah woah pussycat pussycat ive got flowers and lots of hours to spend with you so go and powder your cute little pussycat nose pussycat pussycat i love you yes i do you and your pussycat nose whats new pussycat woah woah whats new pussycat woah woah pussycat pussycat youre so thrilling and im so willing to care for you so go and make up your big little pussycat eyes pussycat pussycat i love you yes i do you and your pussycat eyes whats new pussycat woah woah whats new pussycat woah woah what’s new pussycat woah woah pussycat pussycat youre delicious and if my wishes could all come true ill soon be kissing your sweet little pussycat lips pussycat pussycat i love you yes i do you and your pussycat lips you and your pussycat eyes you and your pussycat nose
The Tracks Of My Tears,The Miracles,Soul,do do doo do do do doo do do do doo do do do doo doo doo doo people say im the life of the party cause i tell a joke or two although i might be laughing loud and hearty deep inside im blue so take a good look at my face youll see my smile looks out of place if you look closer its easy to trace the tracks of my tears i need you need you need you need you since you left me if you see me with another girl seeming like im having fun although she may be cute shes just a substitute because youre the permanent one so take a good look at my face youll see my smile looks out of place yeah look a little bit closer and its easy to trace oh the tracks of my tears oh i need you need you need you need you hey yeah outside im masquerading inside my hope is fading just a clown ooh yeah since you put me down my smile is my make up i wear since my break up with you baby take a good look at my face ah youll see my smile looks out of place yeah just look closer and its easy to trace oh the tracks of my tears baby baby baby take a good look at my face ooh yeah youll see my smile looks out of place look a little bit closer its easy to trace yeah the tracks of my tears oh yeah baby take a good look at my face yeah
It Ain't Me Babe,The Turtles,Rock,go away from my window leave at your own chosen speed im not the one you want babe im not the one you need you say youre lookin for someone whos never weak but always strong to protect you and defend you whether you are right or wrong someone to open each and every door but it aint me babe ano no no it aint me babe well it aint me youre lookin for babe go lightly from the ledge babe go lightly on the ground im not the one you want babe ill only lead you down you say youre lookin for someone wholl promise never to part someone to close his eyes to you someone to close his heart someone who will die for you and more but it aint me babe ano no no it aint me babe well it aint me youre lookin for babe no it aint me youre lookin for babe i said ano no no it aint me babe i said ano no no it aint me babe i said ano no no it aint me babe i said ano no no it aint me babe i said ano no no it aint me babe
I'm A Fool,"Dino, Desi & Billy",Pop,dont you know ill be waiting by the telephone girl while youre out running around yeah im sitting home all alone im a fool just a silly fool to be in love with you you cant be kind to me girl you always treat me bad girl but i cant let you go i know it would only make me sad im a fool just a silly fool to be in love with you you treat me just like dirt you have all the fun i stay at home and hurt baby i wish i knew yeah just how to get you off my mind girl to put you down and say were through yeah i think about you all the time im a fool just a silly fool to be in love with you baby i wish i knew yeah just how to get you off my mind girl to put you down and say were through yeah i think about you all the time im a fool just a silly fool to be in love with you im a fool im a fool im a fool im a fool
In The Midnight Hour,Wilson Pickett,Soul,im gonna wait til the midnight hour thats when my love comes tumbling down im gonna wait til the midnight hour when theres no one else around im gonna take you girl and hold you and do all the things i told you in the midnight hour yes i am oh yes i am one more thing i just want to say right here im gonna wait til the stars come out and see that twinkle in your eyes im gonna wait til the midnight hour that when my love begins to shine youre the only girl i know that really love me so in the midnight hour oh yeah in the midnight hour yeah all right play it for me one time im gonna wait til midnight hour thats when my love comes tumbling down im gonna wait way in the midnight hour thats when my love begins to shine just you and i oh baby huh just you and i nobody around baby just you and i all right you know what im gonna hold you in my arms just you and i oh yeah in the midnight hour oh baby in the midnight hour
Heart Full Of Soul,The Yardbirds,Rock,sick at heart and lonely deep in dark despair thinking one thought only where is she tell me where and if she says to you she dont love me just give her my message tell her of my plea and i know that if she had me back again i would never make her sad ive got a heart full of soul and i know if she had me back again i would never make her sad ive got a heart full of soul shes been gone such a long time longer than i can bear but if she says she wants me tell her that ill be there and if she says to you she dont love me just give her my message tell her of my plea and i know that if she had me back again i would never make her sad ive got a heart full of soul
Ju Ju Hand,Sam The Sham and the Pharaohs,Rock,1 contributorju ju hand lyrics yoka mata huba bakwa juju hand ow they got it ive got an alligator claw and some goofer dust so you better do what you know you must i got a lock of your hair and a bullfrogs eye and if you break my heart you better say goodbye i got a yoka mata huba bakwa juju hand this yoka mata huba bakwa sure is grand makes your eyes look red and your tongue turn green the strongest mess that youve ever seen mojo hand used to be real strong it kept you straight when you did me wrong as time went by you just got so mean but the yoka mata huba bakwa is the thing ive got a yoka mata huba bakwa juju hand this yoka mata huba bakwa sure is grand makes your eyes look red and your tongue turn green the yoka mata huba bakwa makes you scream ah ow yoka mata huba bakwa mojo hand used to be real strong it kept you straight when you did me wrong as time went by you just got so mean but the yoka mata huba bakwa is the thing ive got a yoka mata huba bakwa juju hand this yoka mata huba bakwa sure is grand makes your eyes look red and your tongue turn green the strongest mess that youve ever seen ow yoka mata huba bakwa juju hand yoka mata huba bakwa juju hand
Eve Of Destruction,Barry McGuire,Rock,the eastern world it is explodin violence flarin bullets loadin youre old enough to kill but not for votin you dont believe in war but whats that gun youre totin and even the jordan river has bodies floatin but you tell me over and over and over again my friend ah you dont believe were on the eve of destruction dont you understand what im tryin to say and cant you feel the fears im feelin today if the button is pushed theres no runnin away therell be no one to save with the world in a grave take a look around you boy its bound to scare you boy and you tell me over and over and over again my friend ah you dont believe were on the eve of destruction yeah my bloods so mad feels like coagulatin im sittin here just contemplatin i cant twist the truth it knows no regulation handful of senators dont pass legislation and marches alone cant bring integration when human respect is disintegratin this whole crazy world is just too frustratin and you tell me over and over and over again my friend ah you dont believe were on the eve of destruction think of all the hate there is in red china then take a look around to selma alabama ah you may leave here for four days in space but when you return its the same old place the poundin of the drums the pride and disgrace you can bury your dead but dont leave a trace hate your nextdoor neighbor but dont forget to say grace and tell me over and over and over and over again my friend you dont believe were on the eve of destruction no no you dont believe were on the eve of destruction
Looking Through The Eyes Of Love,Gene Pitney,Pop,in the eyes of the world im a loser just wastin my time i cant make a dime in the eyes of the world being born was my first big mistake i cant get a break but in the eyes of my woman i stand like a hero a giant a man whos as tall as can be any fool can see that shes lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love when she looks at me in the eyes of the crowd im a donothin kind of a guy wholl just live and die in the eyes of the crowd im another poor joe on the street cant get on my feet but in the eyes of my woman theyre wrong im a king and a lover as strong and as brave as can be any fool can see that shes lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love when she looks at me shes making me believe someday someday im gonna find a way to be the man that she can see when she looks at me lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love lookin through the eyes of love
Houston,Dean Martin,Holiday,everybody puts me down im a face without a name just walking in the rain goin back to houston houston houston i got holes in both of my shoes well im a walking case of the blues saw a dollar yesterday but the wind blew it away goin back to houston houston houston i havent eaten in about a week im so hungry when i walk i squeak nobody calls me friend its sad the shape im in goin back to houston houston houston goin back to houston houston houston i got a girl waiting there for me well at least she said shed be i got a home and a big warm bed and a feather pillow for my head goin back to houston houston houston well its lonesome in this old town everybody put me down im a face without a name just walking in the rain goin back to houston houston houston
Take Me Back,Little Anthony And The Imperials,Pop,take me back im begging please take me back im on my knees for you to scold me hurt me hold me darling take me back when you belonged to me i had a jealous mind too late i learned that you were not the cheating kind take me back im begging please take me back im on my knees for you to scold me hurt me hold me darling take me back my jealous eyes have learned to take a look or two they were too blind to see that i was losing you take me back im begging please take me back im on my knees for you to scold me hurt me hold me darling take me back they say you live and learn and though ive tried before i promise never to be jealous any more take me back im begging please take me back im on my knees for you to scold me hurt me hold me darling take me back
Action,Freddy Cannon,Pop,oh baby come on let me take you where the action is oh baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is in every little town cross the usa theres a spot where the people can go every day just leave your problems and get away come on down and listen to the guitars play woah dance dance dance when you hear that beat woah dance dance dance get up off of your seat woah dance dance dance let your backbone slip lets go to the place on the sunset strip oh baby come on let me take you where the action is woah baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is if all day long youve been wantin to dance well all night long youre gonna have your chance so dont sit at home just atwiddlin your thumbs you cant resist the sound of the drivin drums woah dance dance dance when you hear that beat woah dance dance dance get up off of your seat woah dance dance dance let your backbone slip lets go to the place on the sunset strip oh baby come on let me take you where the action is woah baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is oh baby come on let me take you where the action is woah oh baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is oh baby come on let me take you where the action is woah oh baby come on let me take you where the action is oh baby come on let me take you where the action is its so neat to meet your baby where the action is oh baby come on let me take you where the action is woah oh baby come on
Shake And Fingerpop,Jr. Walker & The All Stars,Soul,we goin out to shake and fingerpop hey baby i said put on your wig woman we goin out to shake and fingerpop hey girl we gonna get out on the floor now dance like we never dance befo right on i said look at them people tryin the big fly doin the barracuda the jerk and the twine kick off your shoes baby and get in the groove cause when you hear the music yo feet has got to move i said put on your wig woman goin out to shake and fingerpop thats what ill do gonna get out on the floor now dance like we never danced befo dance dance i said do the boomerang the twine and the jerk theyre jammin at the bandstand so evrybody work i said put on your wig woman we goin out to shake and fingerpop stay is what ill do gonna get out on the floor now dance like we never danced befo hey shake
"Sunshine, Lollipops And Rainbows",Lesley Gore,Pop,sunshine lollipops and rainbows everything thats wonderful is what i feel when were together brighter than a lucky penny when youre near the rain goes disappears dear and i feel so fine just to know that you are mine my life is sunshine lollipops and rainbows thats how this refrain goes so come on join in everybody sunshine lollipops and rainbows everything thats wonderful is sure to come your way when youre in love to stay sunshine lollipops and rainbows everything thats wonderful is what i feel when were together brighter than a lucky penny when youre near the rain goes disappears dear and i feel so fine just to know that you are mine my life is sunshine lollipops and rainbows thats how this refrain goes so come on join in everybody sunshine lollipops and rainbows everything thats wonderful is sure to come your way cause youre in love youre in love and love is here to stay
You'd Better Come Home,Petula Clark,Pop,1 contributoryou’d better come home lyricsyoud better come home and stop your running around youd better come home and get your feet on the ground cause i wont share my love with anyone new youd better be smart youve gotta make up your mind stop breaking my heart and leave the others behind cause i wont share my love whatever i do the love that i give for as long as i live will be yours and nothing can change the way that i feel so baby come back to me baby come back to me baby come back to me baby come back to me love me like you did before youd better come home and see the damage youve done youd better come home because youve had all your fun and i wont share my love with anyone new no oh no the love that i give for as long as i live will be yours and nothing can change the way that i feel so baby come back to me baby come back to me baby come back to me baby come back to me love me like you did before youd better come home and see the damage youve done youd better come home because youve had all your fun and i wont share my love with anyone new no oh no i just want to share it with you youd better come home youd better come home youd better come home
I Want Candy,The Strangeloves,Rock,i know a girl whos soft and sweet shes so fine she cant be beat got everything that i desire sets the summer sun on fire i want candy i want candy hey hey hey hey go to see her with her hair hung down aint no finer girl in town candys just what the doctor ordered shes so sweet she makes my mouth water i want candy i want candy i want candy i want candy i want candy hey hey hey hey candy on the beach theres nothing better but i like candy when its wrapped in a sweater some day soon ill make her mine then ill have candy all the time i want candy i want candy woo
Sugar Dumpling,Sam Cooke,Soul,i love you in every way sugar dumpling youre my baby my love grows stronger every day yeah sugar dumpling youre my baby i love you in every way sugar dumpling youre my baby my love grows stronger every day listen how i tell you a story a story about my girl and i call hear sugar dumpling because shes the sweetest things in this world whenever im feeling bad by the way she puts me to bad and she hides two mercys one to hold my hand the other one to rub my hand sugar dumpling youre my baby i love you in every way sugar dumpling youre my baby my love grows stronger every day whenever i tell her honey im hungry now go and fix me something to eat the girl rushes in the kitchen and fixes me a dinner with seven different kinds of meat if i call her up at two oclock in the morning and come over if you can before i hang up to telephone shes sitting beside me with a cup of coffee in her hand sugar dumpling youre my baby i love you in every way sugar dumpling youre my baby my love grows stronger every day sugar dumpling i love you in every way sugar dumpling my love grows stronger every day
You Tell Me Why,The Beau Brummels,Pop,you tell me that i should not cry you tell me all good things must die you ask me why i get upset you tell me that i will forget tell me why you say i cant be blue for long you say ill find new love thats strong you tell me she was not for me its just the way love has to be tell me why why i cannot see her she wont let me see her tell tell tell me why you tell me i will find my way tomorrow wont be like today you tell me life was meant to be onethird good twothirds misery tell me why
I Like It Like That,The Dave Clark Five,Rock,come on come on let me show you where its at ah come on come on let me show you where its at whoa come on come on let me show you where its at i said the name of the place is i like it like that come on come on let me show you where its at ah come on come on let me show you where its at whoa i wanna show you come on let me show you where its at the name of the place is i like it like that they got a little place down the track the name of the place is i like it like that you take sally and ill take sue and were gonna rock away all of our blues come on come on let me show you where its at whoa come on come on let me show you where its at ah come on come on let me show you where its at the name of the place is i like it like that the last time i was down there they lost my shoes they had some cat shoutin the blues the people was yellin and shoutin for more and all they kept sayin wasa go man go come on come on let me show you where its at ah come on come on let me show you where its at i wanna show you come on let me show you where its at i said the name of the place is i like it like that come on come on let me show you where its at ah come on come on let me show you where its at oh come on come on let me show you where its at the name of the place is i like it like that
"Cara, Mia",Jay & The Americans,Pop,each time we part my heart wants to die darling hear my prayer ooh ooh ooh ooh cara mia fair ill be your love til the end til the end of of til the end of time cara mia mine cara mia mine cara mia mine cara mia mine cara mia why must we say goodbye each time we part my heart wants to die darling hear my prayer ooh ooh ooh ooh cara mia fair ill be your love til the end til the end of of til the end of time cara mia mine cara mia mine cara mia mine cara mia mine ahahah ah ah ahah ah ahahah ah ah each time we part my heart wants to die die darling hear my prayer ooh ooh ooh ooh cara mia fair ill be your love til the end til the end of of til the end of time cara mia mine cara mia mine cara mia mine cara mia mine mine cara mia mine cara mia mine cara mia mine
Agent Double-O-Soul,Edwin Starr,Soul,doubleo soul i dig rock and roll music i can do the twine and the jerk i wear strictly continental suits and high collared shirts ive got a reputation of bein gentle but bold and thats why they call me agent doubleo soul baby agent doubleo soul they call me doubleo soul baby im agent doubleo soul i dont carry no pistol i dont wear a false mustache and youll never see me carrying around a little black bag my real names no secret but from me it will never be told im just known as agent doubleo soul baby agent doubleo soul they call me doubleo soul baby im agent doubleo soul there once was a fella who was down on therock and roll he couldnt get himself together he didnt have no kind of soul the office put me on his case and i tracked him down right away now hes a dj on a radio show a station that everybody knows call me doubleo soul call me doubleo soul doubleo soul doubleo soul doubleo soul doubleo soul at my job i worked real hard im on the go rain sleet or snow im agent doubleo soul baby im agent doubleo soul they call me doubleo soul baby
Catch Us If You Can,The Dave Clark Five,Rock,here they come again mmmmmmm catch us if you can mmmmmmm time to get a move on mmmmmmm we will yell with all of our might catch us if you can catch us if you can catch us if you can catch us if you can now we gotta run mmmmmmm no more time for fun mmmmmmm when were gettin angry mmmmmmm we will yell with all of our might catch us if you can catch us if you can catch us if you can catch us if you can here they come again mmmmmmm catch us if you can mmmmmmm time to get a move on mmmmmmm we will yell with all of our might catch us if you can catch us if you can catch us if you can catch us if you can
We Gotta Get Out Of This Place,The Animals,Rock,in this dirty old part of the city where the sun refused to shine people tell me there aint no use in tryin now my girl youre so young and pretty and one thing i know is true youll be dead before your time is due i know watch my daddy in bed adyin watched his hair been turnin grey hes been workin and slavin his life away oh yes i know it yeah and ive been workin too baby yeah every night and day yeah yeah yeah yeah yeah we gotta get outta this place if its the last thing we ever do we gotta get outta this place cause girl theres a better life for me and you now my girl youre so young and pretty and one thing i know is true youll be dead before your time is due i know watch my daddy in bed adyin watched his hair been turnin grey hes been workin and slavin his life away i know hes been workin so hard yeah every day baby yeah whoa ohhh yeah yeah yeah yeah yeah we gotta get outta this place if its the last thing we ever do we gotta get outta this place girl theres a better life for me and you somewhere baby somehow i know it baby we gotta get outta this place if its the last thing we ever do we gotta get outta this place girl theres a better life for me and you believe me baby i know it baby you know it too
