song_title,artist,simplified_genre,clean_lyrics
"Sad, Sad Girl",Barbara Mason,Soul,im a sad sad girl cause i no longer have you im a sad sad girl cause our romance is through you went away just the other day you didnt telephone left me all alone im a sad sad girl sad sad girl sad sad girl over you over you over you im a sad sad girl cause you did me wrong im a sad sad girl cause youve been gone much too long well i feel like crying i feel like crying im almost almost dying and im a sad sad girl sad sad girl sad sad girl over you over you over you over you i loved you so how much youll never know but now youre gone and the thought still lingers on im a sad sad girl sad sad girl sad sad girl over you over you over you sad and blue over you cause of you sad and blue left me baby over you sad and blue over you
Who'll Be The Next In Line,The Kinks,Pop,wholl be the next in line wholl be the next in line for heartache wholl make the same mistakes i made over you wholl be the next in line wholl be the next in line for you wholl be the next in line wholl be the next to watch your love fade all your affections finally fade away therell be no use in sighing wholl be the next in line for you one day youll find out when im gone i was the best one you had i was the one who gave you love wholl be the next in line wholl be the next in line for heartaches wholl make the same mistakes i made over you therell be no use in sighing wholl be the next in line for you one day youll find out when im gone i was the best one you had i was the one who gave you love wholl be the next in line wholl be the next in line for heartaches wholl make the same mistakes i made over you wholl be the next in line wholl be the next in line for you for you
Summer Nights,Marianne Faithfull,Pop,oh how ive waited so long for summer nights when theres magic in the air and i dont have a care all that matters to me is that you are here on summer nights theres a little cafe where we can hear music play they keep the lights turned down low its a place where lovers go there youll hold me tight and say our love will always be this way on summer nights at the end of the day we can go down to the bay and together hand in hand we will walk along the sand on summer nights in our little cafe well dance the night away and we know our love will be always true eternally and when the moon begins to shine i can see that you are mine on summer nights on summer nights on summer nights
All I Really Want To Do,The Byrds,Rock,beat or cheat or mistreat you simplify you classify you deny defy or crucify you all i really want to do is baby be friends with you no i aint lookin to fight with you frighten you or tighten you drag you down or drain you down chain you down or bring you down all i really want to do is baby be friends with you i dont want to fake you out take or shake or forsake you out i aint lookin for you to feel like me see like me or be like me i dont want to meet your kin make you spin or do you in or select you or dissect you or inspect you or reject you all i really want to do is baby be friends with you baby be friends with you baby be friends with you
A Little You,Freddie And The Dreamers,Pop,did you say such a thing word in the papers you were talking smack about me did you say such a thing i may not amount to much in a lot of ways but i cant be as bad as the things that youve said did you say such a thing why would you say such a thing word out in the papers youve been talking smack about me did you say such a thing what people say about me dont amount to much i guess it some may be true but who can you trust did you say such a thing how come you said such a thing you say you keep the secret its just the people that you tell well heres a little secret you can go straight to hell did you say such a thing did you say such a thing word out on the corner youve been talking shit about me did you say such a thing now did you say such a thing i guess ill see you tomorrow unless youd be gone nеver too soon for me you got your bird seed all wrong did you say such a thing did you say such a thing word in the papеr youve been talking smack about me did you say such a thing did you say such a thing did you say such a thing why would you say such a thing why would you say such a thing ah the lord loves a liar why would you say such a thing
Hang On Sloopy,The McCoys,Pop,hang on sloopy sloopy hang on hang on sloopy sloopy hang on sloopy lives in a very bad part of town and everybody yeah tries to put my sloopy down sloopy i dont care what your daddy do cause you know sloopy girl im in love with you and so i say now hang on sloopy sloopy hang on hang on sloopy sloopy hang on yeah yeah yeah yeah give it to em right now sloopy let your hair down girl oohoohoohooh let it hang down on me sloopy let your hair down girl oohoohoohooh let it hang down on me yeah yeah come on sloopy come on come on well come on sloopy come on come on well come on sloopy come on come on well come on sloopy come on come on well it feels so good come on come on you know it feels so good come on come on uh shake it shake it shake it sloopy come on come on uh shake it shake it shake it yeah come on come on hang on sloopy sloopy hang on yeah yeah yeah yeah yeah yeah hang on sloopy sloopy hang on yeah yeah yeah yeah yeah yeah hang on sloopy sloopy hang on
You've Been In Love Too Long,Martha & The Vandellas,Soul,youre a fool for your baby dont you know girls youve been in love too long youre a fool for your baby when just his smile takes all your pain away and you find yourself believing whatever he may say now when he keeps you cryin but your heart tells you girl keep right on tryin girls youve been in love too long youre a fool for your baby dont you know girls youve been in love too long youre a fool for your baby when you accept his wrongs just to share his kiss and even your lonely nights are filled with happiness now girl youre in trouble you know your heart is seein double when your head tells you to run but your heart says hes the only one girls youve been in love too long youre a fool for your baby girl youve been in love too long youre a fool cause when a week of loneliness can be erased with just one sweet caress girls youve been in love too long youre a fool for your baby i say girls oh yeah youre a fool when his wrongs looks right cause he always treats you bad when you find little excuses for all the sadness and abuses dont you know girls youre in love youre just a fool for your baby
I'll Always Love You,The Spinners,Soul,doo doo doo doo doo doo so youre breakin my heart takin my sunshine away knowing that im to blame darling theres nothing that i can say darling ive got to try cause in my heart i know that i ill always love you ill always love you baby darling return my love no matter where you go ill always love you baby ill always love you baby sometimes a man has too much pride to see but losing your love my darling has opened my eyes for me darling youre going away hurts me more and more each day ill always love you ill always love you baby darling return my love no matter where you go ill always love you baby ill always love you baby doo doo doo doo doo doo doo doo doo doo doo doo though youre leavin me behind girl youll never be out of my mind ill always love you ill always love you baby darling return my love no matter where you go ill always love you baby ill always love you baby ill always love you though the sun is burning out ill always love you though my plans may never turn out ill always love you girl you know that i ill always love you will be lovin you till i die ill always love you ill always love you baby ill always love you
Laugh At Me,Sonny,Dance,i never thought id cut a record by myself but i got something i want to say i want to say it for cher and i hope i say it for a lot of people why can i be like any guy why do they try and make me run son of a gun now what do they care about the clothes i wear why get their kicks from makin fun yeah this worlds got a lot of space and if they dont like my face it aint me thats goin thats goin anyplace no so i dont care then laugh at me if thats so fair i have to beg to be free then baby laugh at me and ill cry for you and ill pray for you and ill do all the things that the man up stairs says to do ill do em for you ill do em ill do em all for you its gotta start someplace its gotta start somehow ill make that other cheek mine and maybe the next guy that dont wear a silk tie he can walk by and say hi say hi instead of why instead of why instead of why babe instead of why what did i do to you
It's Gonna Take A Miracle,The Royalettes,Pop,ooh oohoohoohooh ooh ooh ooh oohoohoohooh ooh ooh ooh ooh loving you so i was too blind to see you letting me go now that youve set me free its gonna take a miracle yes its gonna take a miracle to make me love someone new cause im crazy for you oh didnt you know it wouldnt be so easy letting you go i could have told you that its gonna take a miracle yes its gonna take a miracle to make me love someone new cause im crazy for you oh now i know i cant now i know i cant get through to you im gonna try to show you how much youre turning me around turning me around destroying me ill never be the same anymore you must realise you took your love and left me quite by surprise you can be sure that now its gonna take a miracle yes its gonna take a miracle to make me love someone new cause im crazy for you its gonna take a miracle yes its gonna take a miracle to make me love someone new cause im crazy for you yes its gonna take a miracle yes its gonna take a miracle oh miracle yes its gonna take a miracle yes its gonna make a miracle yes its gonna take a miracle
If I Didn't Love You,Chuck Jackson,Pop,thats a silly question listen if i didnt love you would i call every day if i didnt love you would i act this way so why do you ask do i really love you when its really so clear even strangers can see that i do if i didnt love you love you if i didnt love you would i worry so each and every moon when you come and you go so just ask yourself would i waste my time if i didnt love you would i hope and pray youd be mine if i didnt love you love you oh baby mmm honey oh mmm ooo baby ive got to have you honey if i didnt love you would i miss you this much put heart and soul to rot just for your touch would i be a sling and a fool for your charm if i didnt love you would i be right here in your arms if i didnt love you love you baby if i didnt love you if i didnt love you love you sweety if i didnt love you if i didnt love you love you
I'm A Happy Man,The Jive Five,Pop,im a happy man whoa whoa whoa whoa my baby you look so good yeah yeah yeah yeah my baby just like i knew you would tonight when we go out happy man happy man happy man im feelin so proud happy man happy man happy man walking hand in hand happy man happy man happy man down the lovers lane happy man happy man happy man and iii love you baby i love you so whoa whoa whoa whoa my baby this you know cause im a happy man happy man happy man happy man im a happy man happy man happy man happy man im a happy man happy man happy man happy man yeah baby im a happy man happy man happy man happy man whoa yeah happy man happy man happy man im a happy man happy man happy man happy man come on down and sing the song happy man happy man happy man sing it justa one more time happy man happy man and when we take a stroll happy man happy man happy man tonight if its cold happy man happy man happy man well cuddle up close happy man happy man happy man and baby baby baby ill kiss you baby well be as one yeah yeah yeah i love my baby well have some fun cause im a happy man happy man happy man happy man im a happy man happy man happy man happy man im a happy man happy man happy man happy man yeah baby im a happy man happy man happy man happy man whoooooa yeah happy man happy man happy man im a happy man happy man happy man happy man come on down and sing the song happy man happy man happy man sing it justa one more time happy man happy man happy man whoooooa yeah happy man happy man happy man im a happy man
I'll Take You Where The Music's Playing,The Drifters,Pop,i hear somebody broke your heart i hear that he cheated and lied to you right from the start but its gonna be all right put on your red dress tonight yes and ill take you where the musics playing baby take you where the lights are dim take you where the musics playing baby little by little im gonna help you forget about him ive been your friend but now is my opportunity and im gonna show you just how good a friend can be i know what hes put you through but ill make it all up to you girl and ill take you where the musics playing baby take you where the lights are dim take you where the musics playing baby little by little im gonna help you forget about him they got red lights and green lights shining from the ceiling i know that youll lose that sad and lonely feeling oh im gonna take you where the musics playing baby take you where the lights are dim take you where the musics playing baby little by little im gonna help you forget about him take you where the musics playing baby take you where the lights are dim take you where the musics playing baby
Ride Your Pony,Lee Dorsey,Soul,ride your pony get on your pony ride ah youre ridin high now stay in the saddle were gonna ride way west where the grass is green ride california you know what i mean ride new york city detroit too ride on to new orleans the home of the blues chorus pistol yeah now get ready now shoot bang shoot bang shoot bang chorus were gonna ride to st louis where the girls are pretty ride atlanta ga what a swingin city ride got to make it thats for sho ride move on furthermo chorus pistol yeah now get ready now shoot bang shoot bang shoot bang ride ride all right now stay beside me stay beside me ride ride all right ride ride fade
Baby Don't Go,Sonny & Cher,Pop,i never had a mother i hardly knew my dad ive been in town for 18 years youre the only boy ive had i cant stay maybe ill be back some day baby dont go pretty baby please dont go i love you so pretty baby please dont go i never had no money i bought at the second hand store the way this old town laughs at me i just cant take it no more i cant stay im gonna be a lady some day baby dont go pretty baby please dont go i love you so pretty baby please dont go when i get to the city my tears will all be dry my eyes will look so pretty no ones gonna know i cried yes im goin away maybe ill be back some day baby dont go maybe ill be back some day
Annie Fanny,The Kingsmen,Rock,1 contributorannie fanny lyricseaston theres a chick in the magazine we all know annie fanny yeah yeah so fine shes a swingin little chick we all know annie fanny yeah yeah so fine and what shes got she doesnt owe to luck annie fanny yeah yeah so fine she owes it to a cat named daddy warbucks annie fanny yeah yeah so fine she saves the world theres no one bolder annie fanny yeah yeah so fine she does all this and never gets any older annie fanny yeah yeah so fine annie fanny she does all this and you wouldnt surmise annie fanny this chick needs no disguise annie fanny heres a thing that would be the prize annie fanny to get annie fanny a pair of eyes annie fanny yeah yeah so fine she always gets saved by a pooch named sandy annie fanny yeah yeah so fine but the dogs in trouble and its a sin annie fanny yeah yeah so fine hes as blind as fanny he needs contact lens annie fanny yeah yeah so fine annie fanny she does all this and you wouldnt surmise annie fanny this chick needs no disguise annie fanny heres a thing that would be the prize annie fanny to get annie fanny a pair of eyes yeah annie fanny yeah yeah so fine annie fanny yeah yeah so fine good work i can shake up my whole buzz annie fanny yeah yeah so fine
Hung On You,The Righteous Brothers,Pop,though im not free to fall in love with you oh baby why did i have to get so hung on you tell me why did i have to get so hung on you believe me baby i didnt plan it this way i thought id see you one night and forget you the next day youre not the girl that i belong to and even though i know its wrong to theres a little place where we can go where we wont run into a soul we know whoa baby baby well i wish i could get you out of my heart then i could also get you out of my life baby why did i have to get so hung on you tell me why did i have to get so hung on you sure i could tell you its over and then one day id call you and beg you to see me again this is a fine mess i got myself in and let me tell you baby youre not helping you know the changes im going through and still you look at me the way you do cause you got me to fall in love with you though im not free to fall in love with you baby baby why did i have to get so hung on you i want to know why did i have to get so hung on you
Candy,The Astors,Soul,oh have you seen my girl gee whiz shes out of this world shes got lips so sweet candy red honey bees flying all around her head candy candy ooh wee shes got a heart so warm ooh wee shes like a lucky charm shes got eyes so bright sky blue a voice so soft just like the morning dew candy candy shes just a lump of sugar and sweetened my tea and one of these days shes gonna marry me gee whiz shes got everything gee whiz she should be a queen shes got a loving heart gold pure one of these days ill make her mine im sure candy candy candy candy candy
First I Look At The Purse,The Contours,Soul,what does every man look at first some fellas look at the eyes some fellas look at the nose some fellas look at the size some fellas look at the clothes i dont care if the eyes are red i dont care if her nose is long i dont care if shes underfed i dont care if her clothes are worn why oh why cause first i look at the purse some fellas look the smiles they wear some fellas look the legs thats all some fellas look the style of their hair some fellas want their waist to be small i dont care if the teeth are big i dont care if the legs are big i dont care if their hair is a wig why waste time lookin at the waistline why oh why cause first i look at the purse a woman can be fine as can be with kisses sweet as honey but that dont mean a thing to me if she aint got no money cause if the purse is fat yeah yeah thats where its at yeah yeah some fellas look at the way they walk the way they swing and sway some fellas like the way they talk and dig the things they say but i dont care if she wobbles like a duck or talk with a lisp i still think im in good luck if the dollar bills are crisp why oh why cause first i look at the purse first i look at the purse try to tell you first i look at the purse yeah yeah yeah first i look at the purse kisses can be as sweet as honey first i look at the purse but i want me some money first i look at the purse she can be covered with a rash first i look at the purse as long as she gots some cash first i look at the purse i want a big fine car first i look at the purse and i want one suit first i look at the purse like a hollywood star
Moonlight And Roses (Bring Mem'ries Of You),Vic Dana,Other,bring wonderful memories of you my heart reposes in beautiful thoughts so true june light discloses loves golden dream sparkling anew moonlight and roses bring memories of you june light discloses loves golden dream sparkling anew moonlight and roses bring memories of you moonlight and roses bring memories of you
Danger Heartbreak Dead Ahead,The Marvelettes,Pop,youre in danger youre in danger you may find that youre in love with a stranger with a stranger for who knows what evil lurks within the hearts of men its vanity insanity to play when you cant win when you find that youre losing its time to get on moving cause theres danger heartbreak dead ahead it only takes one second girl to learn to learn that playing with fire will get you burned get you burned now girl dont you be foolish they say that love is blind but its clear as the highway sign that reads danger heartbreak dead ahead heartbreak dead ahead read the sign girl youd better mind girl yeah danger heartbreak dead ahead once the lying starts start packing up your heart listen to me girl when theres nothing to be gained dont keep going on in vain cause theres danger heartbreak dead ahead i said theres danger i said theres danger
I'll Make All Your Dreams Come True,Ronnie Dove,Country,just give me the right ill start with my lips on yours while im holding you tight ill make all your dreams come true just show me youre mine i want no one else but you til the end of time just you to laugh and cry with through all of our years just you to love me til the rest of the world disappears your dreams are as safe as mine so give me your heart ill make all your dreams come true and well never part just you to laugh and cry with through all of our years just you to love me til the rest of the world disappears your dreams are as safe as mine so give me your heart ill make all your dreams come true til death do us part
Give All Your Love To Me,Gerry And The Pacemakers,Pop,1 contributorgive all your love to me lyricslove me till the end of time till the seas run dry till the flowers forget to bloom till the sun dont shine while theres people here on earth while theres stars above oh i beg of you my dear give me all your love give me all your love all of the time as the wind that blows evermore evermore till the moon has lost its glow in the heavens above oh i beg of you my dear give me all your love give me all your love all of the time as the wind that blows evermore evermore give me all your love
Just You,Sonny & Cher,Pop,i didnt know then what he had to say i could tell that he felt bad by the way he looked that he felt sad oh yeah sometimes you hurt me baby i dont know why ill always love you baby till the day i die but when you look at fellas baby i get jealous i only live my life for you anything you say ill do ill live for you ill die for you ill even climb the mountains high for you thought right then hed break my heart i could feel the teardrops start why didnt he know i love him so i could never let him go oh no id never hurt you baby tell you why im gonna love you till the day i die when i look at fellas baby dont get jealous i only live my life for you anything you say ill do ill live for you ill die for you ill even climb the mountains high for you i love you just you nobody else but you i love you only youevery day every day just you
Ride Away,Roy Orbison,Rock,one girl a yearnin big motor burnin the road ill ride the highway im going my way ill leave a story untold pretty girls behind me but pretty girls are everywhere big motor wind up ride away from here ride away she wont approve of things i do or what i am and i dont really give a i understand but shell never see that ill never be any one but me she thinks she needs me she cries for me but i know shes lying crying for others to see what can i say ill just ride away big motor run run background ride ride away ride on away from big motor run run heartache and misery im bound to wander way over yonder someone be waitin just for me true love to cling to i need a dream to share someone to know me someone to show me they care ride away ride away from tears and sorrow like theres no tomorrow tonight ill ride away
No Pity (In The Naked City),Jackie Wilson,Soul,when youre all alone and all your hardearned moneys gone there just aint no pity no no no in the naked city yeah help me now hmm mmmm youll go walking down broadway watching people catch the subway take it from me dont ask for a helping hand cause no one will understand ahhh theres no pity no no no in the naked city yeah ohhh help me now mmm mmmm folks theres no no nice its the only place i know where hearts turn to ice you can neighbor next door or smile at someone dont live there no more bright lights will find you and they will mess you around let me tell you millions will watch you have mercy now as you sink right down to the ground i found no pity no no no in the naked city yeah come on help me now theres no pity no no no in the naked city yeah
I Need You,The Impressions,Pop,i dont wanna be happy with somebody else when i know in my mind id be wastin her time no need of fooling myself and if you dont love me why be concerned about the life i lead life i lead why to me introduce someone else when you know someone else i dont need i need you i need you i need you well i guess im just a stubborn fool kind of hard headed like a mule but how do i love someone else when i need you when i need you well i guess these things dont matter and i apologise theres no kind of love between us i can see from the looks of your eyes and now youre with another and you say that i should join the clan and i guess i could be happy that is if i was another man but i need you i need you i need you and i guess im just a stubborn fool kind of hard headed like a mule but how do i love someone else when i need you when i need you when i need you when i need you when i need you
Colours,Donovan,Other,yellow is the colour of my true loves hair in the mornin when we rise in the mornin when we rise thats the time thats the time i love the best blues the colour of the sky in the mornin when we rise in the mornin when we rise thats the time thats the time i love the best greens the colour of the sparklin corn in the mornin when we rise in the mornin when we rise thats the time thats the time i love the best mellow is the feelin that i get when i see her mmhmm when i see her ahha thats the time thats the time i love the best freedom is a word i rarely use without thinkin mmhmm without thinkin mmhmm of the time of the time when ive been loved
You've Got Your Troubles,The Fortunes,Christian,youve got your troubles ive got mine shes found somebody else to take your place youve got your troubles ive got mine i too have lost my love today all of my dreams have flown away now just like you i sit and wonder why youve got your troubles ive got mine you need some sympathy well so do i youve got your troubles ive got mine she used to love me that i know and it dont seem so long ago that we were walking and we were talking the way that lovers do i too have lost my love today all of my dreams have flown away and so forgive me if i seem unkind youve got your troubles ive got mine counter and it must seem to you my friend that i aint got no pity for you well that aint true you see i lost my lost my lost my little girl too id help another place another time youve got your troubles ive got mine youve got your troubles ive got mine youve got your troubles ive got mine
Summer Wind,Wayne Newton,Other,it lingered there to touch you hair and walk with me all summer long we sang a song and strolled the golden sand two sweethearts and the summer wind like painted kites the days and nights went flyin by the world was new beneath a blue umbrella sky then softer than a piper man one day it called to you and i lost you to the summer wind the autumn wind and the winter winds have come and gone and still the days the lonely days go on and on and guess who sighs his lullabies through nights that never end well my fickle friend the summer wind that old summer wind talkin bout the summer wind the summer wind
Do You Believe In Magic,The Lovin' Spoonful,Rock,the song is written in simple verse form with an… read more do you believe in magic in a young girls heart how the music can free her whenever it starts and its magic if the music is groovy it makes you feel happy like an oldtime movie ill tell you about the magic and itll free your soul but its like tryin tell a stranger bouta rock n roll if you believe in magic dont bother to choose if its jug band music or rhythm and blues just go and listen and itll start with a smile that wont wipe off your face no matter how hard you try your feet start tappin and you cant seem to find how you got there so just blow your mind if you believe in magic come along with me well dance until mornin til theres just you and me and maybe if the music is right ill meet you tomorrow sort of late at night and well go dancin baby then youll see how the magics in the music and the musics in me yeah do you believe in magic yeah believe in the magic of the young girls soul believe in the magic ofa rock n roll believe in the magic that can set you free oh talkin bout the magic do you believe like i believe do you believe in magic do you believe like i believe do you believe believer do you believe like i believe do you believe in magic do you believe like i believe do you believe in magic
With These Hands,Tom Jones,Pop,im yours forever and a day with these hands i will bring to you a tender love as warm as may with this heart i will sing to you long after stars have lost their glow and with these hands ill provide for you should there be a stormy sea ill turn the tide for you and ill never no ill never let you go
I'm Yours,Elvis Presley,Rock,my love i offer you now my heart and all it can give for just as long as i live im yours no arms but yours dear will do my lips will always be true my eyes can see only you im yours and as the years roll along your joy your tears ill gladly share and when things go wrong dear just hold out your hand and ill be there with every beat of my heart with every breath that i take now and forever sweetheart im yours and as the years roll along your joy and tears ill gladly share and when things go wrong dear just hold out your hand and ill be there with every beat of my heart with every breath that i take now and forever sweetheart im yours
Is It Really Over?,Jim Reeves,Christian,dont tell me im losing the love that was mine if youre really leaving take some part of me so ill always remember how sweet love used to be i wonder whos stepping into my shoes who can he be i can tell by your eyes our love has died and its over for me instrumental i wonder whos stepping into my shoes who can he be i can tell by your eyes our love has died and its over for me really over for me
Only Those In Love,Baby Washington,Pop,only those in love someone light the moon in the sky above moonbeams pour but theyre for only those in love jealously my eyes watched her little girl all day through only those in love my all i would gladly give for a chance to live in the world of love someone someone someone send the one that im dreaming of my heart to be part of only those in love of only those in love
Mohair Sam,Charlie Rich,Country,tearin up the chicks with the message that he lays down who is the coolest guy that is what i am fast talkin slow walkin good lookin mohair sam chicks are makin reservations for his lovin so fine screamin and afaintin hes got em all waitin in line who is the coolest guy that is what i am fast talkin slow walkin good lookin mohair sam chicks are makin reservations for his lovin so fine screamin and afaintin hes got em all waitin in line who is the coolest guy that is what i am fast talkin slow walkin good lookin mohair sam fast talkin slow walkin good lookin mohair sam fast talkin slow walkin good lookin mohair sam
"Liar, Liar",The Castaways,Rock,liar liar pants on fire your nose is longer than a telephone wire ask me baby why im sad you been out all night know you been bad dont tell me different know its a lie come kill me honey see how i cry why must you hurt me do what you do listen here girl cant you see i love you make a little effort try to be true ill be happy not so blue liar liar pants on fire your nose is longer than a telephone wire if you keep on tellin me those lies still goin out other guys therell come a day ill be gone take my advice wont be long when that day comes wont be mad be free of you but ill still be sad in spite of your cheatin still love you so ill be unhappy if i let you go liar liar pants on fire your nose is longer than a telephone wire
If You Wait For Love,Bobby Goldsboro,Country,doo dowdowdowdow dowdowdowdow doo dowdowdowdow dowdowdowdow doo dowdowdowdow dowdowdow i got so much to say and so little time to talk and with so little time its best to say nothing at all just let me love you while i can when im gone youll understand that if you wait for love it may be too late for love this day youll never forget and when im gone youll have no regret doodoodoo doo dowdowdowdow dowdowdow though im leaving today ill remember this day for a long long time and ill remember the way that i heard you say youre mine just let me love you while i can when im gone youll understand that if you wait for love it may be too late for love today you are mine cant you see its now or never for me doo dowdowdowdow dowdowdowdow aw just let me love you while i can when im gone youll understand that if you wait for love it may be too late for love this day youll never forget and when im gone youll have no regret doodoodoo doo dowdowdowdow dowdowdowdow doo dowdowdowdow dowdowdowdow doo dowdowdowdow dowdowdow
Home Of The Brave,Jody Miller,Country,1 contributorhome of the brave lyrics the school board says he cant come to school no more unless he wears his hair like he wore it before the pta and all of the mothers say he ought to look like the others home of the brave land of the free why wont you let him be what he wants to be the kids all laugh at his hair and his funny clothes and more than once hes gone home with a bloody nose hes not like them and they cant ignore it so they all hate him for it home of the brave land of the free why wont you let him be what he wants to be it really burns me up when they put him down hes the only one whose saying something in this whole town instead of those the trouble they hand him why dont they try to understand him home of the brave land of the free why wont you let him be what he wants to be he never hurt nobody why wont you let him be what he wants to be hes just a little bit different why wont you let him be what he wants to be you gotta understand him why wont you let him be what he wants to be
Heartaches By The Number,Johnny Tillotson,Pop,i never knew that i could hurt this way o how my heart was filled when you come home again but you came back an never meant to stay now ive got heartaches by the number troubled by the shore ever day i love you more an more ive got heartaches by the number its a love that i cant win but th day you stop lovin me is th day my world will end got heartaches by the number when you called me an said you were coming back to stay with hopeful heart i waited for you but you must have lost your way
Someone Is Watching,Solomon Burke,Soul,to have you for my own the day may never come when i can make my heart your own so just remember what i say and every breathe i breathe today i wanna tell you someone someone is watching over you when im alone at night my pillows whispers your name water dripping in the sink makes me stop and think if i could have a little of your love i tell you two drops one drop will do i wanna tell you someone someone is watching over you someone someone is watching over you if i could hold you in my arms lord id love to kiss you maybe i could prove to you what you really been missing now you can make it if you want to but i know youre gonna do just what you want to you see someone someone is watching over you way in the midnight hour someone someone is watching oh yes they are over you no matter where you go darling someone someone
I Want To (Do Everything For You),Joe Tex,Soul,i want to hold you in my arms til you say turn you lose i want to do little things for you til you say it aint no use i want to wake you every morning with a good morning kiss i want to kiss you to sleep the same way cause i know you like this i want to do everything for you cause thats all that man can do when he loves a woman like i love you and i love you love you love you love you love you love you oohwee i love you i want to say sweet things to you til you say i said enough i want to stand right by your side when the goin gets tough i want to mend your broken heart til you say the hurt is gone i want to stay with you always so that you wont be alone i wanna do everything for you cause thats all that man can do when he loves a woman like i love you and i love you love you love you love you love you love you oohwee i love you i want to work for you every day til you say come home and rest i want to buy you pretty things so you can look your best i want to take you everywhere so the world can see what ive got i wanna treat you with tender love til you say ive got to stop i wanna do everything for you cause thats all that man can do when he loves a woman like i love you and i love you love you love you love you i love you love you oh i love you girl love you i love you love you love you love you haha love you love you yes i love you love you love you i love you love you i love you love you i love you love you
What Are We Going To Do?,David Jones,Rock,1 contributorwhat are we going to do lyricswhat are we going to do if the word gets out what are we going to do if it gets about what are we going to do if your dad finds out we’re in love well what did your sister say when she saw us kiss what have i got to pay so she won’t talk about this and what are we going to do if your dad finds out we’re in love they’ve been saying wait until we’re ready ready but we know we’re ready now so we’ll go steady anyhow so what are we going to do when the word gets out how are they going to stop us when it gets about so what are we going to do we going to tell them we’re in love yeah that’s what we going to do we going to tell them we’re in love they’ve been saying wait until we’re ready ready but we know we’re ready now so we’ll go steady anyhow so what are we going to do when the word gets out how are they going to stop us when it gets about so what are we going to do we going to tell them we’re in love yeah that’s what we going to do we going to tell them we’re in love yeah that’s what we going to do we going to tell them we’re in love yeah that’s what we going to do we going to tell them we’re in love
Home Of The Brave,Bonnie & The Treasures,Pop,the school board wont let him come to school no more no more no more no more unless he wears his hair like he wore it before wears his hair like he wore it before the pta and all of the mothers say he oughta look like the others home of the brave land of the free oh why wont they let him be what he wants to be why wont they let him be what he wants to be the kids all laugh at his hair and his funny clothes they know they hurt him so more than once hes gone home with a bloody nose gone home with a bloody nose hes not like them and they cant ignore it so they all hate him for it home of the brave land of the free oh why wont they let him be what he wants to be he never hurt nobody doesnt he belong cause hes a little bit different tell me why is that so wrong everybody says that i shouldnt take his part no no no no no no but when they put him down how it breaks my heart how it breaks my heart instead of all the trouble they hand him why dont they try to understand him home of the brave land of the free oh why wont they let him be what he wants to be home of the brave land of the free oh why wont they let him be what he wants to be why wont they let him be what he wants to be he never hurt nobody why wont they let him be what he wants to be why wont they let him be what he wants to be dont you understand him
Good Times,Gene Chandler,Pop,dark glasses and dont give a care finger popping out on the street all dressed and neat my buddy pulls up in a cadillac driving slow with the top left back patiently the girls they wait for their heavy date chorus and its gonna be good times its gonna be good times its gonna be good times good times to a slow stop at the first girls door i dont plan to be back til four the old folks they dont worry you see they have trust in me chorus today im gonna get my bread for tonight ive got to look my best my girl would be full of smiles when the music begins were gonna dance awhile fast music and the room smoked up double clutch in an old beer cup digging music from the old hifi giving her the eye chorus yeah yeah yeah yeah
Too Hot To Hold,Major Lance,Soul,1 contributortoo hot to hold lyricstoo hot to hold now baby too hot to hold baby loves so wild its like a raging fire and only you could be my heart desire you treat me any old way you see fit yeah i wanna quit but i just cant split youre worth much more than money and dough and your love is too hot to hold too hot to hold now baby its too hot to hold too hot to hold baby i tended to be dumb to all the wrongs you done you just keep on goofing baby you say its all in fun all of your little friends make me so mad yeah trying to be smart they think theyre bad but dont get me wrong cause i can be bold and your love is too hot to hold too hot to hold now baby its too hot to hold too hot to hold baby i know i love you more each day and i i hate to do it but ive got to get away time and time again i cry please yeah girl have mercy and give my heart a little ease i feel youre gonna hurt me this ive been told so your love is too hot to hold too hot to hold now baby too hot to hold baby
The World Through A Tear,Neil Sedaka,Pop,like ive never seen sky above was never so blue now here am i no one standing near its a lonely world such a lonely world the world through a tear from days gone by the world through a tear too slow to dry the world through a tear the tear i cry just last year we wandered here and dreamed a dream that never would die now only me hopin shell appear its a lonely world such a lonely world the world through a tear from days gone by the world through a tear too slow to dry the world through a tear the tear i cry
High Heel Sneakers,Stevie Wonder,Soul,now i want everybody to clap your hands in this groove come on ha yeah ah yeah now let me get myself together yeah put on your red dress baby cause were going out tonight ha ha yeah put on your red dress baby cause were going out tonight ah yeah ah you better wear your boxing gloves in case some fool might wanna fight yeah put on your high heeled sneakers and wear your wig hat on your head oh yeah put on your high heeled sneakers girl and wear your wig hat on your head ha ha yeah cause im pretty sure now baby im pretty sure youre gonna knock em dead ha ha yeah ha ha yeah put on your high heeled sneakers and wear your wig hat on your head ah baby put on your high heeled jump shoes girl and wear your wig hat on your head na na na cause im pretty sure now baby im pretty sure youre gonna knock em dead yeah ha ha yeah
