song_title,artist,simplified_genre,clean_lyrics
Wake Me Up When September Ends,Green Day,Pop,green day lead singer billie joe armstrong wrote this about his father who died of… read more summer has come and passed the innocent can never last wake me up when september ends like my fathers come to pass seven years has gone so fast wake me up when september ends here comes the rain again falling from the stars drenched in my pain again becoming who we are as my memory rests but never forgets what i lost wake me up when september ends summer has come and passed the innocent can never last wake me up when september ends ring out the bells again like we did when spring began wake me up when september ends here comes the rain again falling from the stars drenched in my pain again becoming who we are as my memory rests but never forgets what i lost wake me up when september ends summer has come and passed the innocent can never last wake me up when september ends like my fathers come to pass twenty years has gone so fast wake me up when september ends wake me up when september ends wake me up when september ends
Summer Nights,Lil Rob,Hip-Hop,im feelin good feelin alright tonight im feelin good now yeah its all good in the neighborhood holmes haha yeah lil rob i feel good i feel alright cruisin through my neighborhood on a warm summer night i feel good thats right i feel good now somethin about these summer nights woah summer days just sittin around but when the sun goes down ill be ready to party woah hey aint nothin like them summer nights keep the top on drop all the girls lookin hot hit the bolo and we just dont stop party until the mornin light woah aint nothin like them summer nights i just kicked it at home i polished up the chrome called the ruca on the phone let her know im home alone its 730 and the suns goin down its a summer night and the funs goin down i pick her up and she looks all dolled up she look good sittin passenger in my rag impala yeah i let her know that she looks beautiful to me the worlds an ugly place but she is such a sight to see the kind of woman that would put up a fight for me the kind that wants to spend her summer nights with me the temp was eighty and im cruisin with my lady playin some ralfi pagan ooh baby baby i see my homeboys and theyre cruisin in their ride hey wassup holmes with their ladies sittin by their side people think we look crazy but i think we look classy but then again thats only if you ask me woah summer days just sittin around but when the sun goes down ill be ready to party woah hey aint nothin like them summer nights keep the top on drop all the girls lookin hot hit the bolo and we just dont stop party until the mornin light woah aint nothin like them summer nights my homeboys throwin a backyard boogie so everybody gets together to unwind relax and have a fun time the djs spinnin so i grab the mic and be like aint nothin like them summer nights the partys packed with beautiful women and the gang of the homies that wanna get with em and theyll say anything just to hit em and its usually a nice summer night when they did em i dont know it must be something in the air cant help but have a good time because the feelin is there to some people the feelin is rare theyre at the pad sayin god damn i wish i was there to have a drink have a toke and hook up with someone fine but the kind that looks up gotta keep some pisto in the cup party until the sun comes up or we give up woah summer days just sittin around but when the sun goes down ill be ready to party woah hey aint nothin like them summer nights keep the top on drop all the girls lookin hot hit the bolo and we just dont stop party until the mornin light woah aint nothin like them summer nights them summer nights can keep a smile on your face gotta try to have a good time with this life otherwise its just a waste either way im gonna party just in case like prince partied like it was 99 in 87 88 i couldnt ask for no better weather im right next to the pacific to be specific the candy paint job glows under the moonlight as i close out my summer night and say goodnight its time to put the top up and park it drop it unplug the ground roll up the windows and lock it walk in the pad and fall into bed as she lays on my chest to rest her sleepy head and we do this all night long from dusk til dawn but its not quite the same when summer nights are gone but even when theyre gone it wont be long eight more months then once again its on woah summer days just sittin around but when the sun goes down ill be ready to party woah hey aint nothin like them summer nights keep the top on drop all the girls lookin hot hit the bolo and we just dont stop party until the mornin light woah aint nothin like them summer nights fingazz on the track
These Boots Are Made For Walkin',Jessica Simpson,Pop,are you ready boots im ready start walkin lets go yeehaw mm come on let’s go you keep saying you got something for me uh well officer i don’t mind to say you do now youre looking right where i thought you’d be looking legs come in handy when the laws in front of you these boots are made for walking thats just what they’ll do one of these days these boots are gonna walk all over you alright hm you believe youve stopped me for a reason uh now im pretending my bendings just for fun you keep playing where i got you playing yeah these double d initials work to run these boots are made for walking thats just what they’ll do one of these days these boots are gonna walk all over you im just the girl i’m the girl with the good boys who don’t mean you no harm this diamond way with hazard county charm you got that right there aint no crime in havin a little fun yeah swerve my stride bat my sexy eyes where my boots at haha strut ya stuff come on hey yall woo wanna come and see something uhuh uhuh cant touch can i get a hand clap for the way i work my back with the diasy dukes on ticktock all around the clock drop it push ya tush like that can i get a suueey suueey can i get a yeehaw yeehaw you keep thinking what you shouldnt be thinking another two buttons down til youre kissing ground ima gonna send you back home til youre cryin but uncle jesse he sure is gonna be proud uh these boots are made for walking thats just what they’ll do one of these days these boots are gonna walk all over you lets go uh these boots are made for walking thats just what they’ll do one of these days these boots are gonna walk all over you come on boots start walking come on ladies hey yall wanna come and see something uhuh uhuh can’t touch can i get a hand clap for the way i work my back with the daisy dukes on ticktock all around the clock drop it push ya tush like that can i get a suueey suueey can i get a yeehaw yeehaw come on willie oh yeah ow yeehaw willie nelson everybody lets go home now and willie he can come with us
A Real Fine Place To Start,Sara Evans,Christian,im gonna do it darlin i could waste time tryin to figure it out but im jumpin anyhow ive never been this far didnt know love could run so deep didnt know id lose this much sleep holdin you close chasin that moon spendin all night lovin just who you are sparks flyin in the dark shootin out lights runnin down dreams figurin out what love really means baby givin you my heart is a real fine place to start somethin is goin on i cant explain but sure can touch its callin both of us stronger than any fear or doubt its changin everything i see its changin you its changin me right here right nows the perfect spot the perfect time the perfect moment when your skin is next to mine yeah yeah holdin you close holdin you close chasin that moon chasin that moon spendin all night lovin just who you are sparks flyin in the dark shootin out lights shootin down lights runnin down dreams runnin down dreams figurin out just what love really means baby givin you my hearts a real fine place real fine place to start oh yeah oh oh oh
Breathe (2 AM),Anna Nalick,Pop,2 am and she calls me cause im still awake can you help me unravel my latest mistake i dont love him winter just wasnt my season yeah we walk through the doors so accusing their eyes like they have any right at all to criticize hypocrites youre all here for the very same reason cause you cant jump the track were like cars on a cable and lifes like an hourglass glued to the table no one can find the rewind button girl so cradle your head in your hands and breathe just breathe oh breathe just breathe in may he turned twentyone on the base of fort bliss just a day he said down to the flask in his fist aint been sober since maybe october of last year here in town you can tell hes been down for a while but my god its so beautiful when the boy smiles wanna hold him maybe ill just sing about it cause you cant jump the track were like cars on a cable and lifes like an hourglass glued to the table no one can find the rewind button boys so cradle your head in your hands and breathe just breathe oh breathe just breathe theres a light at each end of this tunnel you shout cause youre just as far in as youll ever be out and these mistakes youve made youll just make them again if you only try turning around 2 am and im still awake writing a song if i get it all down on paper its no longer inside of me threatening the life it belongs to and i feel like im naked in front of the crowd cause these words are my diary screaming out loud and i know that youll use them however you want to but you cant jump the track were like cars on a cable and lifes like an hourglass glued to the table no one can find the rewind button now sing it if you understand and breathe just breathe oh breathe just breathe oh breathe just breathe oh breathe just breathe
Give Me That,Webbie Featuring Bun B,Hip-Hop,oh girl give me that oh oh oh girl give me that girl give me that pussy oh oh oh girl give me that girl give me that pussy oh oh oh girl give me that there girl give me that pussy oh oh oh girl give me that you know you want it girl dont act like you dont want it girl i want it just as bad as you do and look see i can tell from this lil vibe you got me feeling that you dig me boo im digging you too you wanna be one of the chosen few then gon jig up in this motherfucker maybe me and you can do it big up in this motherfucker sit you in a crib where you can chill dont have to move a muscle give you some be good now you be good daddy gon hustle come here let me whisper in your ear i gotta tell you something listening to this song kinda make a nigga want something did some daydreaming now im fiending like im on something girl dont hold it from me cause right now ill be don strong on ya i aint the type to ruin your life by running game and throwing your dreams get in your brain suit your game ease your pain and show you things sit you on some leather seats while blowing green and switching lanes girl stop playing games let me beat it out the frame girl give me that pussy girl give me that girl give me girl give me that there she five foot seven a hundred and thirty nine pounds thirty six twenty four thirty eight pretty fine brown bad lil broad i aint seen her in a minute since the allstar game and im still tryin to hit it got a baby for this nigga that i used to sell things he caught a fed case and he aint leave her no change she sold all his jewels she sold all his cars now she dancing in the shaker club stripping for the stars sliding down the pole slow drop it to a split pussy popping on a handstand man she the shit she still looking tight though still built right though run my game right and after the club she might go back to the telly with me shake her jelly with me let my people bust on her face and her belly with me i got lil webbie with me and he aint hating we some players in this bitch so baby stop hesitating girl give me that pussy girl give me that girl give me girl give me that there now i can tell from your size that that pussy is fire so im here and willing to give you whatever it require for you to lay down on your back and then open your thighs long sharp deep and wide have you rolling your eyes you a big fine horse i had no choice but to try it look like its worth a couple gs but aint some shit i buy let me whisper in your ear again i aint gon lie i might share a lil meal just dont tell nobody look you know you want it girl dont act like you dont want it girl you want it just as bad as i do but check this out you gon be wishing that you been gave me your money by the time i finish rumbling with you while rhymes get loose lets take this shit to the room and you just keep yourself excited til we get to the room cuz ive been rocked up since i met you im ready to give you the blues dont stunt now take off your shoes dont act confused you know what time it is girl give me that pussy girl give me that girl give me girl give me that there
Right Here,Staind,Rock,i know ive been mistaken but just give me a break and see the changes that ive made ive got some imperfections but how could you collect them all and throw them in my face but you always find a way to keep me right here waiting you always find the words to say to keep me right here waiting and if you chose to walk away id still be right here waiting searching for the things to say to keep you right here waiting i hope youre not intending to be so condescending its as much as i can take but youre so independent you just refuse to bend so i keep bending til i break but you always find a way to keep me right here waiting you always find the words to say to keep me right here waiting if you chose to walk away id still be right here waiting searching for the things to say to keep you right here waiting ive made a commitment im willing to bleed for you i needed fulfillment i found what i need in you why cant you just forgive me i dont want to relive all the mistakes ive made along the way but i always find a way to keep you right here waiting i always find the words to say to keep you right here waiting but you always find a way to keep me right here waiting you always find the words to say to keep me right here waiting and if i chose to walk away would you be right here waiting searching for the things to say to keep me right here waiting
This Is How A Heart Breaks,Rob Thomas,Pop,dont you wanna go for a ride just keep your hands inside and make the most out of life now dont you take it for granted life is like a mean machine it made a mess out of me it left me caught between like an anchor dream i was stranded i was stranded and im steady though im starting to shake and i dont know how much more i can take well this is it now everybody get down this is all i can take this is how a heart breaks you take a hit now you feel it break down make you stay wide awake this is how a heart breaks dont you wanna go for a ride down to the other side feels so good you could cry now wont you do what i told you i remember when you used to be shy yeah once we were so fine you and i yeah why you gotta make it so hard on me hey its hard on me and im sorry but its not a mistake and im running but youre getting away well this is it now everybody get down this is all i can take this is how a heart breaks you take a hit now you feel it break down make you stay wide awake this is how a heart breaks well this is how a heart breaks youre not the best thing that i knew never was never cared too much for all this hanging around its just the same thing all the time never get what i want never get too close to the end of the line youre just the same thing that i knew right before the time when i was running for you well this is it now everybody get down this is all i can take this is how a heart breaks you take a hit now you feel it break down make you stay wide awake this is how a heart breaks well this is it now everybody get down this is all i can take this is how a heart breaks you take a hit now you feel it break down make you stay wide awake this is how a heart breaks oh oh oh oh oh oh oh oh oh oh this is how a heart breaks oh oh oh oh oh this is it yeah yeah this is it oh oh oh oh oh this is how a heart breaks oh oh oh oh oh cant take it cant take it cant take it cant take it this is how a heart breaks cant take it no more oh yeah oh yeah oh yeah oh yeah this is how a heart breaks i cant take it can you take it i cant take it can you take it i cant take it this is how a heart breaks oh this is how a heart breaks this is how a heart breaks
Seasons Of Love,Cast Of Rent,Other,525600 minutes 525000 moments so dear 525600 minutes how do you measure measure a year in daylights in sunsets in midnights in cups of coffee in inches in miles in laughter in strife in 525600 minutes how do you measure a year in the life how about love how about love how about love measure in love seasons of love love seasons of love love 525600 minutes 525000 journeys to plan 525600 minutes how do you measure the life of a woman or man in truths that she learned or in times that he cried in bridges he burned or the way that she died its time now to sing out though the story never ends lets celebrate remember a year in the life of friends remember the love oh you got to you got to remember the love remember the love you know that love is a gift from up above remember the love share love give love spread love measure in love measure measure your life in love seasons of love love seasons of love love
Your Body,Pretty Ricky,R&B,yes sir yes sir yes sir uh yeah yes sir i got new shoes on my ride uh yes sir rollin down 95 uh yeah yes sir and you can see in my eyes yes sir that im lookin for a cutie pie yes sir and we aint gotta make love yes sir and we can just cuddle up yes sir but if she want me to beat it up yes sir then damn it ill beat it up yes sir my body your body is burnin up my body your body is burnin up my body your body is burnin up my body your body is burnin up i dont know why but the ladies call me baby blue then stick em they take me and rape me and make me their victim i lick em and freak em if they married i sneak em if they look like wifey material then i keep em stunnin through the city tryna find a lady whos beautiful but she gotta have booty too baby blue gon let you do what you wanna do you could feel on it if you really want to ahhooah get a taste of this salami knock knock knock knock you down like a tsunami bustin you like a tommy im ahead of my class gettin head in the jag look in the duffle bag see benjamin head on the cash i got new shoes on my ride yes sir rollin down 95 yes sir and you can see in my eyes uh yeah yes sir that im lookin for a cutie pie uh yes sir and we aint gotta make love uh yeah yes sir and we can just cuddle up uh yes sir but if she want me to beat it up yes sir then damn it ill beat it up yes sir my body your body is burnin up my body your body is burnin up my body your body is burnin up my body your body ooh uh is burnin up yeah top down bluestar tag oak match the bear skin rugs in the jag spectac with the bad chick in the back tryna beat it up like a everlast punchin bag hotter than a bisquick biscuit out the oven your baby mama go on missions to get this lovin we kissin and huggin she never pick the phone up you be lookin for her while we be doing the grown up she complain when she catch back spasms but she loves when she get the backtoback orgasms yes sir the game is automatic give it to them one time and they come back like addicts i got new shoes on my ride yes sir rollin down 95 yes sir and you can see in my eyes uh yeah yes sir that im lookin for a cutie pie uh yes sir and we aint gotta make love uh yeah yes sir and we can just cuddle up uh yes sir but if she want me to beat it up yes sir then damn it ill beat it up yes sir my body your body is burnin up my body your body is burnin up my body your body yeah is burnin up haha my body your body slickem hound is burnin up well let me step up in this thang right lookin smellin good lookin good spec and baby blue and pleasure fool thats all we got let me drop my top pull up in the parkin lot grab a grape soda bag of chips thats all i got park outside rims minglin with my homeboys fake dap fake hugs leave me lone boy plus the caddy lookin good enough to eat you can tell by the way the girls actin cross the street but on the other hand alfalfa just hit me on my metro cell party in the ball hog baby lets go the block was thick no questions asked so i jumped out the white jag smooth like shaft come here girl i got new shoes on my ride yes sir rollin down 95 yes sir and you can see in my eyes uh yeah yes sir that im lookin for a cutie pie uh yes sir and we aint gotta make love uh yeah yes sir and we can just cuddle up uh yes sir but if she want me to beat it up yes sir then damn it ill beat it up yes sir my body your body is burnin up my body your body is burnin up
Fast Cars And Freedom,Rascal Flatts,Country,mhm ooh yeah mhm starin at you takin off your makeup wonderin why you even put it on i know you think you do but baby you dont need it wish that you could see what i see when its gone i see a dust trail following an old red nova baby blue eyes your head on my shoulder wait baby dont move right there it is a tshirt hangin off a dogwood branch that river was cold but we gave love a chance yeah yeah to me you dont look a day over fast cars and freedom that sunset river bank first time feelin ohoh yeah smile and shake your head as if you dont believe me ill just sit right here and let you take me back im on that gravel road look at me on my way to pick you up youre standing on the front porch looking just like that remember that i see a dust trail following an old red nova baby blue eyes your head on my shoulder wait baby dont move right there it is a tshirt hangin off a dogwood branch that river was cold but we gave love a chance yeah yeah to me you dont look a day over fast cars and freedom that sunset river bank first time feelin i see a dust trail following an old red nova baby blue eyes your head on my shoulder you dont look a day over fast cars and freedom that sunset river bank first time feelin i see a dust trail following an old red nova no no no baby blue eyes your head on my shoulder you dont look a day over fast cars and freedom a tshirt hangin off a dogwood branch that river bank that river was cold but we gave love a chance
Chariot,Gavin DeGraw,Pop,“chariot” is a metaphorical vehicle for getting to a place in your mind that is a more… read more staring at a maple leaf leaning on the mother tree i said to myself we all lost touch your favorite fruit is chocolate covered cherries and seedless watermelon oh nothing from the ground is good enough body rise look whats over me oh chariot your golden waves are walking down upon this face oh chariot im singing out loud to guide me give me your strength remember seeking moons rebirth rains made mirrors of the earth the sun was just yellow energy if its a living promise land even over fields of sand seasons fill my mind and cover me bringing back more than a memory oh chariot your golden waves are walking down upon this face oh chariot im singing out loud to guide me give me your strength youll be my vacation away from this place you know what i want holding that cup its pouring over the sides make me wanna spread my arms and fly oh chariot your golden waves are walking down upon this face oh chariot im singing out loud to guide me give me your strength give me your strength chariot give me your strength chariot give me your strength chariot give me your strength chariot give me your strength give it to me chariot give me your strength give it to me chariot give me your strength give it to me chariot give me your strength oh chariot
Do You Want Fries With That,Tim McGraw,Country,i thought that was your voice i thought that was my car now we aint ever met before but i know who you are youre living in my house and im living in a tent and dont laugh this second job of mine is paying both our rents youre out here buying happy meals and im eating rice and pintos you so much as crack a smile at me man ill come through this here window well you took my wife and you took my kids and you took that life that i used to live my pride the pool the boat my tools my dreams the dog the cat yeah i think thats just about everything oh i almost forgot do you want fries with that your ketchups in the bag and a check is in the mail i hope your chickens raw inside and i hope your bun is stale im supposed to tell you please come back but how about this instead i hope you both choke on a pickle man that would tickle me to death i dont know what youre waiting on youre holding up the line oh man you aint got no change coming back are you out of your mind well you took my wife and you took my kids and you took that life that i used to live my pride the pool the boat my tools my dreams the dog the cat yeah i reckon thats all there is do you want fries with that well you took my wife and you took my kids and you stole the life that i used to live my pride the pool the boat my tools my dreams the dog the cat yeah i guess that about covers it do you want fries with that
Inside Your Heaven,Carrie Underwood,Country,ive been down now im blessed i felt a revelation comin around i guess its right its so amazing every time i see you im alive youre all ive got you lift me up the sun and the moonlight light all my dreams are in your eyes and i wanna be inside your heaven take me to the place you cry from where the storm blows your way and i wanna be the earth that holds you every bit of air youre breathin in a soothin wind i wanna be inside your heaven when we touch when we love the stars light up the wrong becomes undone done naturally my soul surrenders the sun and the moonlight light all my dreams are in your eyes and i wanna be inside your heaven take me to the place you cry from when the storm blows your way and i wanna be the earth that holds you every bit of air youre breathin in a soothin wind i wanna be inside your heaven when minutes turn to days and years if mountains fall ill still be here holding you until the day i die and i wanna be inside your heaven take me to the place you cry from where the storm blows you away i wanna be inside your heaven take me to the place you cry from wanna be inside where the storm blows your way and i wanna be inside your heaven take me to the place you cry from where the storm blows your way and i wanna be the earth that holds you every bit of air youre breathin in a soothin wind i wanna be inside your heaven
Gotta Getcha,Jermaine Dupri,Hip-Hop,i been watchin you so damn long but i dont know what to say or do i be sittin around fantasizin bout what i wanna do to you its something about the way you move your body i cant take specially when you turn around and you make you ass shake you the number one most requested in the club like one of my jams but no matter what when i come in youre right here where i am breakin it down like me in bed got a nigga spittin up all his bread bendin over to the front lookin back at me like what you want i gotta getcha getcha getcha getcha someday some way i gotta getcha getcha getcha getcha if its the last thing that i do i gotta getcha getcha getcha getcha someday someway i gotta getcha getcha getcha getcha if its the last thing that i do shit if thats the case baby whats it gon take for us to get it jumped off right now right now i got checkbooks credit cards all that shit just tell me how its gotta go down now usually i aint gotta trick but i will though kay cause you super bad and for real though kay ooh cant wait for my lips to kiss your lips both sets but you dont hear me though hear me though ooh yes you can splurge with the credit cards even drive my cars all up and down the boulevard i aint full of talk girl im from college park i cant lie you make a nigga wanna hit it raw is you with it ma dont stop get it yall down by the law let me take you out this titty bar here is my number yes hope that i get a call i gotta getcha getcha run up in them sugar walls i gotta getcha getcha getcha getcha someday some way i gotta getcha getcha getcha getcha if its the last thing that i do i gotta getcha getcha getcha getcha someday someway i gotta getcha getcha getcha getcha if its the last thing that i do i gots ta getcha no matter what it takes i gots ta getcha and i wont make no mistakes baby i gots ta getcha like i told you before i gots ta getcha please believe me for sure i gotta getcha getcha getcha getcha i gotta getcha getcha getcha getcha i gotta getcha getcha getcha getcha i gotta getcha getcha getcha getcha if its the last thing that i do
Incomplete,Backstreet Boys,Pop,after a twoyear hiatus and four years after putting out a single bsb was back no pun intended with a… read more empty spaces fill me up with holes distant faces with no place left to go without you within me i cant find no rest where im going is anybodys guess i tried to go on like i never knew you im awake but my world is half asleep i pray for this heart to be unbroken but without you all im going to be is incomplete voices tell me i should carry on but i am swimming in an ocean all alone baby my baby its written on your face you still wonder if we made a big mistake i tried to go on like i never knew you i’m awake but my world is half asleep i pray for this heart to be unbroken but without you all im going to be is incomplete i dont mean to drag it on but i cant seem to let you go i dont wanna make you face this world alone i wanna let you go alone ohohohoh i tried to go on like i never knew you i’m awake but my world is half asleep i pray for this heart to be unbroken but without you all im going to be is going to be is incomplete incomplete
Alcohol,Brad Paisley,Country,i can make anybody pretty i can make you believe any lie i can make you pick a fight with somebody twice your size well ive been known to cause a few break ups and ive been known to cause a few births well i can make you new friends or get you fired from work and since the day i left milwaukee lynchburg and bordeaux france been making the bars lots of big money and helping white people dance i got you in trouble in high school but college now that was a ball you had some of the best times youll never remember with me alcohol alcohol i got blamed at your wedding reception for your best mans embarrassing speech and also for those naked pictures of you at the beach ive influenced kings and world leaders i helped hemingway write like he did and ill bet you a drink or two that i can make you put that lampshade on your head cause since the day i left milwaukee lynchburg and and bordeaux france been making a fool out of folks just like you and helping white people dance im medicine and i am poison i can help you up or make you fall you had some of the best times youll never remember with me alcohol alcohol yeah since the day i left milwaukee lynchburg and bordeaux france been making the bars lots of big money and helping white people dance i got you in trouble in high school but college now that was a ball you had some of the best times youll never remember with me alcohol alcohol alcohol na na na na na na na alcohol na na na na na na na alcohol na na na na na na na alcohol na na na na na na na alcohol na na na na na na na alcohol na na na na na na na yeah
And Then What,Young Jeezy Featuring Mannie Fresh,Hip-Hop,jeezy introduces the world to his signature adlibs braggadocio and repetition “chea hahhaaaa… read more niggas bitches bitch ass niggas dyke ass hoes black ass bright ass hoes fags hags and scalawags get yall motherfuckin ass on the floor its about to go down like a motherfuckin plane crash ya heard its about to burn like a bad ass perm ya boy mannie fresh with young jeezy ya heard first im gone stack my flo and then what then im gone stack some mo and then what close shop then i do my count hide the rest of the yams at my auntie houseand then what get fresh and jump in one of dem cars yeah hit the club and get one of dem broads and then what its a wrap we on the way to the house by 345 i be kickin her out patty cake patty cake microwave suckas make a square goddamn im paid ha ha im so cool but im so hot and im im so fly and you youre so not nope show me what youre workin with just like that like that turn around bend over bring it back bring it back snowman and mannie fresh bring it back bring it back its mannie fresh and snowman its a wrap strapped up in the club yeah im so crazy these other rappers actors like patrick swayze ha ha i tried to tell em but these niggas aint hearin me mossberg pump im ridin shotgun literally daaamn live from the projects you know what it is ay snowman what up can i get a ad lib yeahhhhhhh get the club crunk cant take that from me aint dropped yet still got lil jon money first im gone stack my floand then what then im gone stack some mo and then what close shop then i do my count hide the rest of the yams at my auntie house and then what get fresh and jump in one of dem cars yeah hit the club and get one of dem broads and then what its a wrap we on the way to the house by 345 i be kickin her out i see you lookin with you lookin ass catch snowman in the kitchen with his cookin ass cheaa im so clean but im im so grimey alright so dirty but yet im so shiny my nigga kinky b told me finish my meal def jam seven figures we can finish the deal yeaaah some say i lucked up i call it perfect timing yeah nigga i cant lose the whole citys behind me first im gone stack my floand then what then im gone stack some mo and then what close shop then i do my count hide the rest of the yams at my auntie house and then what get fresh and jump in one of dem cars yeah hit the club and get one of dem broads and then what its a wrap we on the way to the house by 345 i be kickin her out i got million dollar dreams and federal nightmares ay we pop cris my nigga and still drink beers dats riiight what did you expect man i came from nothin nothin real street nigga and wouldnt change for nothin nah got my niggas out the hood its such a wonderful feeling chea three car garage with the twelve foot ceilings ay it oughta be a crime just to feel this good i swear it oughta be a crime just to be this hood ayy first im gone stack my floand then what then im gone stack some mo and then what close shop then i do my count hide the rest of the yams at my auntie house and then what get fresh and jump in one of dem cars yeah hit the club and get one of dem broads and then what its a wrap we on the way to the house by 345 i be kickin her out
Tell Me,Bobby Valentino,R&B,produced by tim kelley and bob robinson written by tim kelley bob robinson bobby wilson and tan dun the sample is “for the… read more bobby valentino ayo tim drop that beat for me ayy girl check this out right now say baby whats your story you got the goods its plain to see the kind thatll keep a brotha on his knees and im so curious after the club hang out with me valentino is sure to please for now lets have an apple martini and get to know each other ooh ma tell me how did you get that in those jeans the way you popping it its killing me look over here come follow me tell me how did you get that in those jeans the way you dropping it its killing me ill meet you in the vip ooh you sizzling wanna lay you on the floor im a bad boy just thought id let you know these are the thoughts running through my mind cause im so curious yeah couple more shots then we out the door speed off in the coupe cause theres more in store cant wait till i pull in my driveway girl can tell by now i want you yeah yous a sexy thing ooh whats your name cause youre the finest thing that walked in the club your girls they dont compare to you cant help but stare at you lets make a toast to the good life ooh ma tell me how did you get that in those jeans the way you popping it its killing me look over here come follow me tell me how did you get that in those jeans the way you dropping it its killing me ill meet you in the vip ooh ma tell me how did you get that in those jeans the way you popping it its killing me look over here come follow me tell me how did you get that in those jeans the way you dropping it its killing me ill meet you in the vip ooh boy tell me out of all the girls youre staring at me is it the way im rocking my jeans looking at my bubble is making you freeze ooh boy i see youre sexy too come follow me lets go out to the vip hold our glass toast to the good life yous a sexy thing ooh whats your name cause youre the finest thing that walked in the club your girls they dont compare to you cant help but stare at you lets make a toast to the good life ooh ma tell me how did you get that in those jeans the way you popping it its killing me look over here come follow me tell me how did you get that in those jeans the way you dropping it its killing me ill meet you in the vip
So Seductive,Tony Yayo Featuring 50 Cent,Hip-Hop,aww nigga do you know what this is one shot one kill whats the deal gunit here we go now aww nigga do you know who you with its tony yayo up in this bitch got them german lugers wit them hollow tips 16 shot rugers with them extra clips 50 cent back on that gangsta shit on my way ot to flip them bricks in that big body benz you know its a 6 got your bitch on my dick i stack break it down them chips and im flash as a fuck my jewels are sick from a block away you can see them kid dont front motherfucker you know my style i dont go nowhere without my 40 cal here we go on the low shawty got a thang for the kid and ya know im finna take her back to the crib here we go imma show her how a playa live at the door i tell her take her clothes off shiiit shorty so seductive dancing on me its the way that she move thats making me horny if i wake up next to her in the morning imma turn over and tell her lets do it again shorty so seductive dancing on me the way that she move is making me horny if i wake up next to her in the morning imma turn over and tell her lets do it again i put the g in gunit baby i got game any more good to go and i dunno your name is it the wheels on the hot car meals from the shot bar or you just wanna quickie with a rap star ladies tell the truth you know im cute but what really turns you on is the rims on my coupe before you jump in my whip and you get dropped off going to the tele and your getting popped off i cant stop thinking of the things you do when you freaking me and im freaking you i said the ice on my neck make the shorties stick baby let me fly you in my lear stop slow down baby if you hear this in the club shake it go down baby its past my curfew but parole dont know tear up the club dont call my po shorty so seductive dancing on me its the way that she move thats making me horny if i wake up next to her in the morning imma turn over and tell her lets do it again shorty so seductive dancing on me the way that she move is making me horny if i wake up next to her in the morning imma turn over and tell her lets do it again my waves keep spinning my charm be amazing women you know them black and them white and them asian women lets cut the small talk you know why i approached you i cant stand with a dime thats antisocial break it down gucci lip gloss louis vuitton and them boots from beneto vinetto cost her arm yayos a don my car european you got mirrors in your pants cause i see me in them woo listen i piss out cris inhale haze in the marriott getting laid all day tattoos and piercings and rings in your tongue shorty things like that will make my black ass cum i need groupie love yeah the coupe on dubs yeah im in this club with a tre pound snub yeah dont blame it on david im all iced out and 50 got me rich so the bar priced out come on shorty so seductive dancing on me its the way that she move thats making me horny if i wake up next to her in the morning imma turn over and tell her lets do it again shorty so seductive dancing on me the way that she move is making me horny if i wake up next to her in the morning imma turn over and tell her lets do it again
Play Something Country,Brooks & Dunn,Country,yes she blew through the door like tnt put her hand on her hip pointed a finger at me said im a whiskey drinking cowboy chasing helluva time i like kenny keith alan and patsy cline im a full grown queen bee looking for honey haoohhoo aw play something country yeah the band took a break the dj played p diddy she said i didnt come here to hear something thumping from the city said i i shaved my legs i paid my money haoohhoo play something country haoohhoo aw play something country crank up the band play the steel guitar hank it up a little lets rock this bar threw back a shot yelled im a george strait junkie haoohhoo play something country haoohhoo aw play something country yeah the bartender yelled yall its closing time she got this wild look on her face an said your truck or mine i know a place down the road its kinda funky haoohhoo all out in the country haoohhoo now play something country crank up the band play the steel guitar hank it up a little lets rock this bar threw back a shot yelled im a george strait junkie haoohhoo play something country haoohhoo aw play something country crank up the band play the steel guitar hank it up a little lets rock this bar threw back a shot yelled im a george strait junkie haoohhoo play something country haoohhoo aw play something country
