song_title,artist,simplified_genre,clean_lyrics
Play,David Banner,Hip-Hop,cum girl im tryna get your pussy wet work that lemme see you drip sweat cum girl im tryna get your pussy wet work that lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl finger fuck your pussy like you want some girl work it like a nigga straight licking on your pearl i wanna see you cum in the middle of the dance floor your nigga cant fuck what you think your finger made for ima beat that pussy up you get it wet enough and i might lick it up lickey lickey lickey like a peppermint swirl lick that clit cum girl uh i wanna see your legs shake take you to the crib we can fuck til the bed break uh we can fuck until your pussy ache think about the type right now girl mastur uh uh bate for a nigga freak you in the clubs stop worrying about them other hoes its me in your world work that clit cum girl cum girl im tryna get your pussy wet work that lemme see you drip sweat cum girl im tryna get your pussy wet work that lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl cum when youre feeling good lick it all off catch it in your mouth like your last name moss play with the nitty girl stick it on in im feeling real freaky girl bring your friends im bout to knock em down like 1 2 3 it aint nothin to a pimp girl play with the gspot make it hot gon on get your girl sheryl bring your clique cum girl and ima make em all cum beat it like mr collipark on the drums imma beat it like mike when he fucked billie jean work it work it work it til you make that pussy cream move it to the right move your finger to the left work it all around til your ass outta breath i aint tripping on ya baby put some dick in your world work that clit cum girl cum girl im tryna get your pussy wet work that lemme see you drip sweat cum girl im tryna get your pussy wet work that lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl bend it on over lemme see it from the back work your thumb in it girl i love it like that freaky ass hoes love freaky ass men baby work it slow lemme see it going in then you pull it out put your fingers in your mouth you make a nigga wanna fuck your ass on the couch while were still in the club show your pussy love work that clit cum girl go on and hit the dance floor open up wide lemme show you whats it made for uh work your finger like a donkey lemme see you play play with your monkey damn cause your ass so chunky bring it here sweaty cause i love it when its funky ima put some dick in your world work that clit cum girl cum girl im tryna get your pussy wet work that lemme see you drip sweat cum girl im tryna get your pussy wet work that lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl work that clit cum girl
Back Then,Mike Jones,Hip-Hop,produced by michael “5000” watts the same… read more back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said mike jones before i came up in the game these hoes didnt show no love they see me in the club and used to treat me like a scrub they wouldnt holler cause my dollars wasnt swoll enough i bet they change they mind when them 84s come rollin up they see that im a star now they wanna sit in my car now they wanna count my cheese smoke my weed and sip my barre now they used to love to me diss me now they rush to hug and kiss me now they tellin all they friends when i leave how they miss me now 281 3308004 hit mike jones up on the low cause mike jones about to blow before the ice was in my grill before i got my major deal these hoes wouldnt give a damn if i was ill yeah before the ice was in my grill before i got my major deal these hoes wouldnt give a damn if i was ill yeah before the ice was in my grill before i got my major deal these hoes wouldnt give a damn if i was ill yeah because back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said i remember back then most of them hoes couldnt stand me but now them same hoes beggin me to pull down they panties a couple of em said i was cute but i was just too chubby same size a year later the same hoes wanna fuck me because they see me paid pimpin pens workin my jelly and i aint trippin cause my pockets stick out more than my belly they know im paid livin laid in the shade two slabs in the escalade with four or five estates then know that i got it made im a motherfuckin baller she would want a nigga now but i aint got no time to call her ima stall her like she stalled me now she tryna call me bitch ima dog your hoass like you dogged me im mike jones dont act like you dont know the name aint nothin changed but my change ima stay the same im mike jones dont act like you dont know my name aint nothin changed but my change ima stay the same back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said before my paper came before i got my fame these hoes thats poppin on me now didnt even know my name they said my flow was lame they said i had no game i told em all i was fin to blow they thought i was insane but then my name started blowin up quick now they jumpin on my dick cause they see me on the rise and know now my paper thick but then my name started blowin up quick now they jumpin on my dick because they see me on the rise and know now my paper thick back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said back then hoes didnt want me now im hot hoes all on me back then hoes didnt want me now im hot hoes all on me i said
Since U Been Gone,Kelly Clarkson,Holiday,to continue with the trend of twos it’s also the second track on the tracklisting and peaked at number… read more heres the thing we started out friends it was cool but it was all pretend yeah yeah since you been gone youre dedicated you took the time wasnt long til i called you mine yeah yeah since you been gone and all youd ever hear me say is how i picture me with you thats all youd ever hear me say but since you been gone i can breathe for the first time im so movin on yeah yeah thanks to you now i get what i want since you been gone how can i put it you put me on i even fell for that stupid love song yeah yeah since you been gone how come id never hear you say i just wanna be with you guess you never felt that way but since you been gone i can breathe for the first time im so movin on yeah yeah thanks to you now i get i get what i want since you been gone you had your chance you blew it out of sight out of mind shut your mouth i just cant take it again and again and again and again since you been gone since you been gone i can breathe for the first time im so movin on yeah yeah thanks to you thanks to you now i get i get what i want i can breathe for the first time im so movin on yeah yeah thanks to you thanks to you now i get i get you should know you should know that i get i get what i want since you been gone since you been gone since you been gone
Mississippi Girl,Faith Hill,Country,yeah well its a long way from star mississippi to the big stage im singin on tonight and sometimes the butterflies still get me when im in the spotlight and some people seem to think that ive changed that im different than i was back then but in my soul i know that im the same way that ive really always been cause a mississippi girl dont change her ways just cause everybody knows her name aint bigheaded from a little bit of fame i still like wearing my old ball cap ride my kids around piggy back they might know me all around the world but yall im still a mississippi girl woo well i spent a few weeks in california they put my face on the big movie screen but that dont mean ive forgotten where i came from thats just me chasin dreams yeah cause a mississippi girl dont change her ways just cause everybody knows her name aint bigheaded from a little bit of fame i still like wearing my old ball cap ride my kids around piggy back they might know me all around the world yall im still mississippi girl woo cause a mississippi girl dont change her ways just cause everybody knows her name aint bigheaded from a little bit of fame i still like wearing my old ball cap ride my kids around piggy back they might know me all around this world thats alright cause yall im still mississippi girl mississippi girl oh mississippi girl mississippi girl yeah yeah oh oh mississippi girl
Gold Digger,Kanye West Featuring Jamie Foxx,Hip-Hop,… read more she take my money when im in need yeah shes a triflin friend indeed oh shes a gold digger way over town that digs on me uh she give me money now i aint sayin she a gold digger when im in need but she aint messin with no broke niggas she give me money now i aint sayin she a gold digger when im in need but she aint messin with no broke niggas i gotta leave get down girl go head get down i gotta leave get down girl go head get down i gotta leave get down girl go head get down i gotta leave get down girl go head cutie the bomb met her at a beauty salon with a baby louis vuitton under her underarm she said i can tell you rock i can tell by your charm far as girls you got a flock i can tell by your charm and your arm but im lookin for the one have you seen her my psychic told me shell have a ass like serena trina jennifer lopez four kids and i gotta take all they bad asses to showbiz okay get your kids but then they got their friends i pulled up in the benz they all got up in we all went to din and then i had to pay if you fuckin with this girl then you better be paid you know why it take too much to touch her from what i heard she got a baby by busta my best friend said she used to fuck with usher i dont care what none of yall say i still love her she give me money now i aint sayin she a gold digger uh when im in need but she aint messin with no broke niggas uh she give me money now i aint sayin she a gold digger uh when im in need but she aint messin with no broke niggas uh i gotta leave get down girl go head get down i gotta leave get down girl go head get down i gotta leave get down girl go head get down i gotta leave get down girl go head eighteen years eighteen years she got one of your kids got you for eighteen years i know somebody payin child support for one of his kids his baby mama car and crib is bigger than his you will see him on tv any given sunday win the super bowl and drive off in a hyundai she was supposed to buy your shorty tyco with your money she went to the doctor got lipo with your money she walkin round lookin like michael with your money shoulda got that insured geico for your money if you aint no punk holla we want prenup we want prenup yeah its somethin that you need to have ‘cause when she leave yo ass she gon leave with half eighteen years eighteen years and on the eighteenth birthday he found out it wasnt his she give me money now i aint sayin she a gold digger uh when im in need but she aint messin with no broke niggas uh she give me money now i aint sayin she a gold digger uh when im in need but she aint messin with no broke niggas uh i gotta leave get down girl go head get down i gotta leave get down girl go head get down i gotta leave get down girl go head get down i gotta leave get down girl go head now i aint sayin you a gold digger you got needs you dont want a dude to smoke but he cant buy weed you go out to eat he cant pay yall cant leave theres dishes in the back he gotta roll up his sleeves but while yall washin watch him he gon make it to a benz out of that datsun he got that ambition baby look at his eyes this week he moppin floors next week its the fries so stick by his side i know theres dudes ballin and yeah thats nice and they gon keep callin and tryin but you stay right girl and when he get on hell leave yo ass for a white girl i gotta leave get down girl go head get down i gotta leave get down girl go head get down i gotta leave get down girl go head get down i gotta leave get down girl go head let me hear that back
As Good As I Once Was,Toby Keith,Country,she said ive seen you in here before i said ive been here a time or two she said hello my name is bobby jo meet my twin sister betty lou and were both feeling kinda wild tonight youre the only cowboy in this place and if youre up for a rodeo ill put a big texas smile on your face i said girls i aint as good as i once was i got a few years on me now but there was a time back in my prime when i could really lay it down and if you need some love tonight then i might have just enough i aint as good as i once was but im as good once as i ever was i still hang out with my best friend dave ive known him since we were kids at school last night he had a few shots got in a tight spot hustling a game of pool with a couple of redneck boys one great big bad biker man i heard david yell across the room hey buddy how bout a helping hand i said dave i aint as good as i once was my how the years have flown but there was a time back in my prime when i could really hold my own but if you wanna fight tonight guess those boys dont look all that tough i aint as good as i once was but im as good once as i ever was i used to be hell on wheels back when i was a younger man now my body says you cant do this boy but my pride says oh yes you can i aint as good as i once was thats just the cold hard truth i still throw a few back talk a little smack when im feeling bullet proof so dont double dog dare me now cause id have to call your bluff i aint as good as i once was but im as good once as i ever was may not be good as i once was but im as good once as i ever was
Speed Of Sound,Coldplay,Alternative,that’s a song where we were listening to a lot of kate bush last summer and we wanted a song which had a lot… read more how long before i get in before it starts before i begin how long before you decide before i know what it feels like where to where do i go if you never try then youll never know how long do i have to climb up on the side of this mountain of mine look up i look up at night planets are moving at the speed of light climb up up in the trees every chance that you get is a chance you seize how long am i gonna stand with my head stuck under the sand ill start before i can stop before i see things the right way up all that noise and all that sound all those places i got found got found and birds go flyin at the speed of sound to show you how it all began birds came flyin from the underground if you could see it then youd understand ideas that youll never find all the inventors could never design the buildings that you put up japan and china all lit up the sign that i couldnt read or a light that i couldnt see some things you have to believe but others are puzzles puzzling me all that noise and all that sound all those places i got found and birds go flyin at the speed of sound to show you how it all began birds came flyin from the underground if you could see it then youd understand oh when you see it then youll understand all those signs i knew what they meant some things you can invent some get made and some get sent oohooh birds go flyin at the speed of sound to show you how it all began birds came flyin from the underground if you could see it then youd understand oh when you see it then youll understand
Just A Lil Bit,50 Cent,Hip-Hop,“just a lil bit” made… read more yeah shady aftermath gunit damn baby all i need is a lil bit a lil bit of this a lil bit of that get it crackin in the club when you hear the shit drop it like its hot get to workin that back girl shake that thang yeah work that thang let me see it go up and down rotate that thang i wanna touch that thang when you make it go round and round i step up in the club im like who you with gunit in the house yeah thats my clique yeah im young but a nigga from the old school on the dancefloor a nigga doin old moves i dont give a fuck i do what i wan do i hit your ass up boy i done warned you better listen when i talk nigga dont trip your heat in the car mines in this bitch i aint tryna beef im tryna get my drink on and my diamonds my fitted and my mink on ima kick it at the bar til its time to go then ima get in shawty ear and ima let her know all a nigga really need is a lil bit not a lot baby girl just a lil bit we can head to the crib in a lil bit i can show you how i live in a lil bit i wanna unbutton your pants just a lil bit take em off and pull em down just a lil bit get to kissin and touchin a lil bit get to lickin it in a lil bit this is 50 comin out your stereos hard to tell though cause i switched the flow eyes a lil low cause i twist the dro pockets on swoll cause i move the os my neck my wrist my ears is froze come get your bitch she on me dawg she musta heard about the dough now captain come on and saveaho i get it crunk in the club im off the chain number one on the chart all the time mane when the kid in the house i turn it out keep the dancefloor packed thats without a doubt but shawty shake that thang like a pro man she backed it up on me im like oh man i got close enough to her so i know she could hear system thumpin party jumpin i said loud and clear all a nigga really need is a lil bit not a lot baby girl just a lil bit we can head to the crib in a lil bit i can show you how i live in a lil bit i wanna unbutton your pants just a lil bit take em off and pull em down just a lil bit get to kissin and touchin a lil bit get to lickin it in a lil bit baby you got me feelin right you heard me my momma gone you can spend the night you heard me i aint playin im tryna fuck tonight you heard me clothes off face down ass up come on haha all a nigga really need is a lil bit not a lot baby girl just a lil bit we can head to the crib in a lil bit i can show you how i live in a lil bit i wanna unbutton your pants just a lil bit take em off and pull em down just a lil bit get to kissin and touchin a lil bit get to lickin it in a lil bit all a nigga really need is a lil bit not a lot baby girl just a lil bit we can head to the crib in a lil bit i can show you how i live in a lil bit i wanna unbutton your pants just a lil bit take em off and pull em down just a lil bit get to kissin and touchin a lil bit get to lickin it in a lil bit
Make Her Feel Good,Teairra Mari,R&B,costars and the roc niggas huh yeah introducing newest acquisition to the roc s dot rocafella yall young princess of the roc yeah teairra marí we gets busy come on is there any boys around that know how to make a girl feel that wanna make a girl feel make her feel good all i wanna know is there any boys around that know how to make a girl feel that wanna make a girl feel make her feel good i just wanna know do i have to tell a nigga how to touch me huh do i have to tell a nigga how to hold me huh do i have to tell a nigga when to call me huh do i have to tell a nigga im lonely huh do i have to feel wrong huh when it aint strong keep my mouth closed huh huh huh huh cant a girl from the hood find a homie that aint just tryna uh hang around me huh do i have to show a nigga im a woman huh do i have to apologize for my emotions huh do i have to tell a nigga what to say to me huh every time he wanna get next to me huh do i have to settle for a cat that cant score huh stroke his ego mmm girl no huh cant a chick from the hood find a homie that wanna do more than spend money on me is there any boys around real boys that know to make a girl feel aye that wanna make a girl feel make her feel good make her feel good all i wanna know make her feel real i wanna know is there any boys around that know how to make a girl feel feel that wanna make a girl feel so real make her feel good i just wanna know gimme what is i gotta know how come i got a nigga but cant trust him huh huh huh why every answer to my question is a question huh why cant my nigga be my own little something huh that every girl on my block cant say they done bumped with huh im so tired of these socalled wannabe huh hard cold pretenders that have no clue huh cant a chick from the hood find a homie that i aint gotta tell how to put it on me is there any boys around that know how to make a girl feel oh whoa that wanna make a girl feel make a girl feel make her feel good all i wanna know make her feel real i gotta know is there any boys around that know how to make a girl feel feel that wanna make a girl feel so real make her feel good i just wanna know give it to me real i gotta know oh why is it so hard for a girl like me to find a boy that really knows how to make a girl feel girl feel feel why is it so hard for a girl like me to find a boy that really knows how to make a girl feel girl feel feel i just gotta know is there any boys around whoa that know how to make a girl feel how to touch a woman that wanna make a girl feel how to treat a lady make her feel good all i wanna know how to make me feel good is there any boys around that know how to make a girl feel girl feel that wanna make a girl feel girl feel make her feel good i just gotta know make her feel real i gotta know
Switch,Will Smith,Hip-Hop,yo mic check mic check yeah here you go oh nah he over here yeah i heard he got that hot new thing its called switch switch lets get it going switch hey turn it over and hit it turn around now switch uh turn it over and hit it yo yo yo hey vibe to vibe a second its a club girl why you arrived naked hear that how the veteran glide the record but dont download go out and buy the record hey something sexy bout a girl on the floor all her friends around her i mean real clean aint gotta touch or nothing it aint like i like a chickonchick or something im just a sucker for a hot track gimme a drink and a chick to tell stop that dance is a hop and a clap flip it round now bring it on back break it down now switch hey turn it over and hit it turn around now switch hey turn it over and hit it ooh lala la hey switch turn it over and hit it turn around now switch turn it over and hit it ooh lala la i gotta question i need to ask somebody why is it that when yall see me at the party yall be looking like ooh he a movie star he aint supposed to be out on the floor with everybody but oh wait whoa yall forgetting when i was amateur spitting before the scripts were written first one in last one out the club bursting in passing out in the club back at it this cat is the wit and the charm taking you higher like a syringe hittin ya arm bringing the fire making you benz ring the alarm let me see you clap spin baby come on switch hey turn it over and hit it turn around now switch hey turn it over and hit it ooh lala la switch hey turn it over and hit it turn around now switch turn it over and hit it ooh lala la hey hey oh you just gonna stand there huh what you too cute to dance or you scared it aint really that hard to do and i aint trying to be in love with you and all i wanted was a moment or two to see if you could do that switcharoo and shut your mouth fool get your crew and the thick body and the rear one too and ill be right here waiting on you to see if yall can do that switcharoo hey hey thats what im talking bout do that thing mama thats what im talking bout do that thing mama thats what im talking bout do that thing mama thats what im talking bout switch hey turn it over and hit it turn around now switch hey turn it over and hit it ooh lala la switch hey turn it over and hit it turn around now switch turn it over and hit it ooh lala la switch hey turn it over and hit it turn around now switch hey turn it over and hit it ooh lala la switch hey turn it over and hit it turn around now switch turn it over and hit it ooh lala la switch
Mr. Brightside,The Killers,Rock,comin out of my cage and ive been doin just fine gotta gotta be down because i want it all it started out with a kiss how did it end up like this it was only a kiss it was only a kiss now im falling asleep and shes calling a cab while hes having a smoke and shes taking a drag now theyre goin to bed and my stomach is sick and its all in my head but shes touching his chest now he takes off her dress now let me go and i just cant look its killing me theyre taking control jealousy turning saints into the sea swimming through sick lullabies choking on your alibi but its just the price i pay destiny is calling me open up my eager eyes cause im mr brightside im comin out of my cage and ive been doin just fine gotta gotta be down because i want it all it started out with a kiss how did it end up like this it was only a kiss it was only a kiss now im falling asleep and shes calling a cab while hes havin a smoke and shes taking a drag now theyre goin to bed and my stomach is sick and its all in my head but shes touching his chest now he takes off her dress now let me go cause i just cant look its killing me theyre taking control jealousy turning saints into the sea swimming through sick lullabies choking on your alibi but its just the price i pay destiny is calling me open up my eager eyes cause im mr brightside i never i never i never i never
Lonely No More,Rob Thomas,Pop,now it seems to me that you know just what to say but words are only words can you show me something else can you swear to me that youll always be this way show me how you feel more than ever baby but i dont wanna be lonely no more i dont wanna have to pay for this i dont wanna know the lover at my door its just another heartache on my list i dont wanna be angry no more you know i could never stand for this whoa so when you tell me that you love me know for sure i dont wanna be lonely anymore oh whoa oh whoa whoa oh whoa oh whoa oh whoa whoa oh whoa now its hard for me with my heart still on the mend open up to me like you do your girlfriends and you sing to me and its harmony girl what you do to me is everything make me say anything just to get you back again why cant we just try i dont wanna be lonely no more i dont wanna have to pay for this whoa i dont wanna know the lover at my door its just another heartache on my list i dont wanna be angry no more you know i could never stand for this whoa so when you tell me that you love me know for sure i dont wanna be lonely anymore oh whoa oh whoa whoa oh whoa oh whoa oh whoa whoa oh whoa what if i was good to you what if you were good to me what if i could hold you till i feel you move inside me and what if it was paradise paradise and what if we were symphonies what if i gave my all my life to find some way to stand beside you i dont wanna be lonely no more i dont wanna have to pay for this whoa i dont wanna know the lover at my door its just another heartache on my list i dont wanna be angry no more but you know i could never stand for this whoa so when you tell me that you love me know for sure i dont wanna be lonely anymore oh whoa oh whoa whoa oh oh whoa oh whoa oh whoa whoa oh whoa i dont wanna be lonely anymore i dont wanna be lonely anymore i dont wanna be lonely anymore i dont wanna be lonely anymore
Something More,Sugarland,Country,come on monday hard to wake up fill my coffee cup im out the door yeah the freeways standing still today its gonna make me late and thats for sure im running out of gas and out of time never gonna make it there by nine theres gotta be something more gotta be more than this i need a little less hard time i need a little more bliss im gonna take my chances taking a chance i might find what im looking for theres gotta be something more five years and theres no doubt that im burnt out ive had enough so now boss man heres my two weeks ill make it short and sweet so listen up well i could work my life away but why i got things to do before i die theres gotta be something more gotta be more than this i need a little less hard time i need a little more bliss im gonna take my chances taking a chance i might find what im looking for theres gotta be something more some believe in destiny and some believe in fate but i believe that happiness is something we create you best believe that im not gonna wait because theres gotta be something more i get home 730 the house is dirty but it can wait yeah cause right now i need some downtime to drink some red wine and celebrate yeah armageddon could be knocking at my door but i aint gonna answer thats for sure theres gotta be something gotta be something more gotta be more than this i need a little less hard time i need a little more bliss im gonna take my chances taking a chance i might find what im looking for gotta be something more gotta be something got to be got to be got to be more gotta be more than this
Badd,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,Hip-Hop,collipark hahn chea yo mike jones who mike jones jones hanh holla at cha boy baby yeah you killed it on this one man uhhuh chea we got ying yang twins and mike jones in the house tonight whoa whoa all my dime pieces collipark and swishahouse in this bitch thats right check it out yo yo lets go im lookin for a dime thats top of the line cute face slim waist with a big behind i need a dime thats top of the line cute face slim waist with a big behind hey shawty you want this money then you gotta be a badd bitch shake that ass for the tip if you a badd bitch drop it down to the floor if you a badd bitch aw nah she aint a ho she just a badd bitch im in the club lookin for a badd bitch in the parking lot lookin for a badd bitch everywhere i go im tryin to find that badd bitch you know me i gotta keep me a badd bitch a freak in the mornin freak in the evenin im looking for a freak when im done block bleedin now take me to a house tease me then please me and tell all her friends how the dick made her sleepy believe me when im up in it im beatin it givin yall that mike jones treatment i could tell by the way she walk that she got it body so deadly you can tell when she drop it im either gonna hit her or ima be assed out ive seen her walk by me damn near passed out then crept up behind her told her it was time to let a playa like me get in that vagina im lookin for a dime thats top of the line cute face slim waist with a big behind i need a dime thats top of the line cute face slim waist with a big behind hey shawty you want this money then you gotta be a badd bitch shake that ass for the tip if you a badd bitch drop it down to the floor if you a badd bitch aw nah she aint a ho she just a badd bitch she a ghetto ass bitch with some ghetto ass game in the club where she work and she poppin that thing said the bread keep her fed and the head at the bar she could barely breathe on a nigga dick and make him cum come one come one come all come all where them hoes like to get bucket ball if they cant take off they drawers aint stayin in there nigga naw i love the way she dance she look like she fuckin herself shawty do a number just touchin herself freaky ways she can shake ass for days getting kinky in 69 different ways jump on stage she get paid singled off you got enough money she taking her clothes off look at that i tawt i taw a puttycat i did i did i did taw a puttycat im lookin for a dime thats top of the line cute face slim waist with a big behind i need a dime thats top of the line cute face slim waist with a big behind hey shawty you want this money then you gotta be a badd bitch shake that ass for the tip if you a badd bitch drop it down to the floor if you a badd bitch aw nah she aint a ho she just a badd bitch bitch move like you got somethin to prove keep runnin your dicksucker ho you gon lose i dont wanna hear about your motherfuckin blues id rather see your ass clapclap in them shoes like bam bam bam bam wham wham i tawt i taw a puttycat shawty gettin crunk love gettin low love it when she take it to the flo make that booty roll take her clothes off for cheese love smokin weed and she getting hella freaky on the ecstasy do her dance for me song after song shorty wont stop she goes all night long now thats a girl who know what she want in life she a schoolgirl by day and a stripper by night im lookin for a dime thats top of the line cute face slim waist with a big behind i need a dime thats top of the line cute face slim waist with a big behind hey shawty you want this money then you gotta be a badd bitch shake that ass for the tip if you a badd bitch drop it down to the floor if you a badd bitch aw nah she aint a ho she just a badd bitch
Oh,Ciara Featuring Ludacris,R&B,uh its another one yeah another one dre and vidal ciara showin up this is where they stay crunk throw it up dubs on the cadillac white tees nikes gangstas dont know how to act adamsville bankhead college park carver homes hummers floatin on chrome chokin on that homegrown they got that southern cookin they got them fellas lookin thinkin i was easy i can see it thats when i say no what for shawty cant handle this ciara got that fire like oh oh round here we ridin slow slow we keep it gutta you should know gettin crunk off in the club we gets low oh oh oh all my ladies to the floor floor handle it ladies back it up gettin crunk up in the club we gets low oh buddy take a new whip paint strip into a bowlin ball still smoke hundred spoke woodgrain on the wall lightskinned thick chicks fellas call em redbone close cuts braids long gangstas love em all they got that southern cookin they got them fellas lookin wishin i was easy i can see it thats when i say no what for shawty cant handle this ciara got that fire like oh oh round here we ridin slow yeah we ride slow oh oh we keep it gutta you should know you should know gettin crunk off in the club we gets low get low oh oh whoa oh oh all my ladies get down to the floor handle it ladies back it up gettin crunk up in the club we gets low oh yeah luda okay southernstyle get wild old skools comin down in a different color whip whip whip picture perfect you might wanna take a flick flick flick flick flick call up jazze tell him pop up the bottles cause we got another hit hit hit wanna go platinum im who you should get get get get get ludacris on the track get back trick switch on the lac im flexin still same price every time hot song jumped on cause ciara got sex appeal and i keep the meanest cleanest baddest spinnin on stainless wheels could care less about your genius i bump ya status i keep the stainless steel trunkrattlin whats happenin huh i dont even think i need the speed basstravelin facecracklin huh turn it up and make the speakers bleed dirty south we ballin dawg and never think about fallin dawg ghetto harmonizin surprisin run it back cause the song is called oh oh round here we ridin slow ridin slow we keep it gutta you should know gettin crunk off in the club we gets low oh oh oh all my ladies to the floor handle it ladies back it up gettin crunk up in the club we gets low oh oh round here we ridin slow we keep it gutta you should know gettin crunk off in the club we gets low oh oh oh all my ladies to the floor handle it ladies back it up gettin crunk up in the club we gets low oh
La Tortura,Shakira Feat. Alejandro Sanz,Pop,the… read more ay payita mía guárdate la poesía guárdate la alegria pa ti y oye dámelo no pido que todos los días sean de sol no pido que todos los viernes sean de fiesta y tampoco te pido que vuelvas rogando perdón si lloras con los ojos secos y hablando de ella ay amor me duele tanto me duele tanto que te fueras sin decir a dónde ay amor fue una tortura perderte yo sé que no he sido un santo pero lo puedo arreglar amor no solo de pan vive el hombre y no de excusas vivo yo solo de errores se aprende y hoy sé que es tuyo mi corazón mejor te guardas todo eso a otro perro con ese hueso y nos decimos adiós que esto es una vez es otra vez que esto es una vez es otra vez no puedo pedir que el invierno perdone a un rosal no puedo pedir a los olmos que entreguen peras no puedo pedirle lo eterno a un simple mortal y andar arrojando a los cerdos miles de perlas ay amor me duele tanto me duele tanto que no creas más en mis promesas ay amor es una tortura perderte yo sé que no he sido un santo pero lo puedo arreglar amor no solo de pan vive el hombre y no de excusas vivo yo solo de errores se aprende y hoy sé que es tuyo mi corazón mejor te guardas todo eso a otro perro con ese hueso y nos decimos adiós y oye dámelo no te bajes no te bajes oye negrita mira no te rajes de lunes a viernes tienes mi amor déjame el sábado a mí que es mejor oye mi negra no me castigues más porque allá afuera sin ti no tengo paz yo solo soy un hombre arrepentido y como el ave que vuelve a su nido yo sé que no he sido un santo y es que no estoy hecho de cartón no solo de pan vive el hombre y no de excusas vivo yo solo de errores se aprende y hoy sé que es tuyo mi corazón ay ay ay ay ay ay todo lo que he hecho por ti fue una tortura perderte y me duele tanto que sea así sigue llorando perdón yo ya no voy a llorar hoy por ti
Collide,Howie Day,Rock,the dawn is breaking a light shining through youre barely waking and im tangled up in you yeah doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo but im open youre closed where i follow youll go i worry i wont see your face light up again even the best fall down sometimes even the wrong words seem to rhyme out of the doubt that fills my mind i somehow find you and i collide doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo im quiet you know you make a first impression ive found im scared to know im always on your mind even the best fall down sometimes even the stars refuse to shine out of the back you fall in time i somehow find you and i collide dont stop here i lost my place im close behind doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo even the best fall down sometimes even the wrong words seem to rhyme out of the doubt that fills your mind you finally find you and i collide doodoodoodoo doodoodoodoo you finally find you and i collide doodoodoodoo doodoodoodoo you finally find you and i collide doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo
